イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE012	12	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS80.9で離脱リスク再上昇。中途AI専門枠拡大継続・安定キャリア実績発信を強化し内定辞退抑制 / 首都圏業務支援株式会社: 採用は完全停止。買収成立・破談いずれの結末も確定局面に入り採用行為は法的リスクを伴う段階。 / 関東広域ロジスティクス株式会社: SNS不安80.9・不確実性75.4上昇でも人手不足88が急務。地域安定・ロボ監督候補に絞り微増継続	未来通信システム株式会社: 財政制約による制度信頼低下とSNS疲労が重なり会社依存上昇。選別不安と慢性疲労が同居 / 首都圏業務支援株式会社: 在籍若手は雇用不安とSNS増幅の二重圧力下で心理的消耗が極大化。転職後も慢性負荷を引き継ぐ。 / 関東広域ロジスティクス株式会社: SNS・AI二重不安で物流職への入職意欲がさらに低下し採用難が深刻化する 現役側には 未来通信システム株式会社: 慢性負荷増でリスキリング圧力が疲弊感に変質。転換施策の実感可否が定着率を左右 / 首都圏業務支援株式会社: 管理職・中堅層は責任の帰属先が消滅する喪失感と再就職不安が同時発生し判断能力が低下しやすい。 / 関東広域ロジスティクス株式会社: 制度不信と慢性疲労の蓄積で離職意向が静かに高まり現場の疲弊感が増す
WE022	12	世界イベント	AI雇用不安増幅の高止まり	0.58	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ12: SNS不安増幅が80.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は28.8。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE023	12	世界イベント	地政学SNS不安拡散の高止まり	0.65	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ12: SNS不安増幅が80.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は28.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE024	12	制度制約	財政制約による支援遅れの高止まり	0.90	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ12: SNS不安増幅が80.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は28.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
OE013	13	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS84.2再上昇で離脱リスク最高水準。AI専門中途枠継続・安定キャリア実績発信強化で採用ブランド防衛 / 東北ライフライン保守株式会社: 「防災守護者」訴求継続。SNS不安84.2上昇で応募回復は見込めず目標再下方修正。 / 北関東精密加工株式会社: SNS不安増幅で製造業離れが加速する中、工業高校連携を強化し安定雇用・地域貢献を実績データで発信する。	未来通信システム株式会社: SNS84.2で他社雇用不安情報が拡散。AI未習得層の選別不安と離職検討が加速するリスク / 東北ライフライン保守株式会社: SNS不安環境で入職した若手に孤立感が高まり早期離職リスクが上昇する。 / 北関東精密加工株式会社: SNS不安で製造業離れが加速し工業高校からの採用競争が激化する。具体的処遇提示が離職歯止めの鍵になる。 現役側には 未来通信システム株式会社: 労働78.9・SNS増幅で現役IT職のリスキリング需要急増。会社転換支援が安心感の分岐点になる / 東北ライフライン保守株式会社: 財政圧力と業務負荷の増大で中堅層に疲弊蓄積。AI・ロボ導入が部分的に緩和する。 / 北関東精密加工株式会社: ロボ稟議起案でベテラン現場が配置転換への不安を持ち始める。現場抵抗が稟議審査を遅延させるリスクがある。
FB014	14	社会反応	生活防衛シフト	0.29	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏29.6、撤退23.4、生活防衛20.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB015	14	社会反応	情報過敏の拡大	0.33	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏29.6、撤退23.4、生活防衛20.2	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE014	14	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	東北ライフライン保守株式会社: 「防災守護者」訴求を継続しつつ中途採用枠を拡張。SNS不安80.4で新卒応募回復は見込めず目標を再下方修正。 / 未来通信システム株式会社: SNS80.4に緩和傾向。中途AI専門枠継続・安定キャリア実績発信で採用ブランド防衛強化 / 北関東精密加工株式会社: SNS不安増幅で製造業離れ継続。工業高校連携の賃金・昇格実績を積極発信し採用数を確保する。	東北ライフライン保守株式会社: 週次ケアで離職抑制効果は出るが、SNS不安高止まりで若手の将来不安は払拭できない。 / 未来通信システム株式会社: SNS不安継続でAI外選別不安は残存。キャリア可視化強化で一部安心感は向上 / 北関東精密加工株式会社: 製造業離れとSNS不安が重なり入社意欲がさらに低下するリスクがある。 現役側には 東北ライフライン保守株式会社: 中途採用拡張で即戦力は確保するが、熟練層の過負荷リスクと技術継承遅延が同時進行する。 / 未来通信システム株式会社: 再学習圧力は継続。ロードマップ明示により転換への納得度がやや上昇 / 北関東精密加工株式会社: ロボ・AI導入加速で現場ベテランの役割不安が増し現場抵抗が高まる恐れがある。
FB016	15	社会反応	生活防衛シフト	0.27	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	撤退28.4、生活防衛19.0、情報過敏12.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE015	15	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	さくら在宅ケア株式会社: 雇用不確実性で異業種離職者の流入微増。ただし賃金原資薄く正規囲い込みは不可能 / 北関東精密加工株式会社: 雇用不確実性73.6で転職市場が停滞。「地域の安定雇用」訴求を強め工業高校連携採用を継続する。 / 東北ライフライン保守株式会社: 雇用不安73.6が「安定インフラ職」の相対価値を上げ、新卒応募に微回復の兆し。中途枠拡張は継続しつつ防災訴求を強化。	さくら在宅ケア株式会社: 他産業の雇用不安で介護職への新規流入わずか増。ただし賃金格差で中長期定着は不透明 / 北関東精密加工株式会社: 不確実性下で地方安定雇用の相対価値が上がり、製造業離れが一時的に緩和される可能性がある。 / 東北ライフライン保守株式会社: 市場不安が「地元インフラ＝安定の砦」認識を強め、若手の定着意欲が前ステップより高まる可能性。 現役側には さくら在宅ケア株式会社: 中高年の介護転職圧力増加。即戦力期待があるが職場文化・身体負荷ギャップが定着リスク / 北関東精密加工株式会社: 転職市場停滞で現職維持志向が強まる。ロボ担当スキル習得者と未習得者の待遇格差が可視化される。 / 東北ライフライン保守株式会社: AGI置換不安は継続するが、ケア制度と現場技術の不可欠性が心理的安全を下支えし大量離職は抑制。
FB017	16	社会反応	生活防衛シフト	0.28	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏25.6、撤退19.9、生活防衛19.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB018	16	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏25.6、撤退19.9、生活防衛19.4	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE016	16	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 財政76.9で公共系顧客予算縮小見込み。新卒はAIネイティブ厳選継続。中途はクラウド・民間営業強化で増加。 / さくら在宅ケア株式会社: 財政圧力76.9で補助金縮小リスク顕在化。異業種流入微増も賃金原資薄く正規化困難継続 / 北関東精密加工株式会社: 財政圧力76.9で公的補助が期待できず採用コスト吸収が困難。工業高校連携は継続しつつ採用数を前年比微減に絞る。	未来通信システム株式会社: WE025による制度失望感が拡大する中、大企業IT職の安定性評価が相対上昇。ただしAI選別基準に届かない層の不安は深刻化継続。 / さくら在宅ケア株式会社: 制度失望と低賃金が重なりケア職への新規参入障壁がさらに上昇 / 北関東精密加工株式会社: 制度信頼低下が地方製造業の安定イメージを侵食し、工業高校生の進路選択に製造業離れが微増する。 現役側には 未来通信システム株式会社: 公共系案件縮小による職務再配置圧力が高まる。リスキリング成功者と停滞者の格差が社内で可視化され始める。 / さくら在宅ケア株式会社: 賃金改善見込み消失と財政縮小で現役職員の疲弊・バーンアウトリスクが増大 / 北関東精密加工株式会社: 財政圧力×賃上げ余地40の制約で実質賃金改善が見込めず、中堅層の転職検討が静かに増加する。
WE025	16	制度制約	財政制約による支援遅れの悪化	1.00	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ16: 財政圧力が76.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.0。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB019	17	社会反応	生活防衛シフト	0.40	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛26.2、情報過敏19.6、撤退16.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE017	17	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒はAIネイティブ厳選継続。安定雇用シグナル強化で採用市場優位を確保。中途はクラウド・民間増。 / さくら在宅ケア株式会社: 雇用不確実性78を逆手に介護の相対的安定性を訴求し、現場共感採用へ転換 / 関東広域ロジスティクス株式会社: ドライバー・倉庫現場の地元採用を継続。SNS不安で応募減懸念、雇用安定訴求を強化	未来通信システム株式会社: WE026/WE027で希望経路低下。AI外ロールへの選別不安と自己効力感喪失リスクが高まる。 / さくら在宅ケア株式会社: AI代替不安から介護への相対的安心感で流入微増の可能性。定着は依然として課題 / 関東広域ロジスティクス株式会社: 物流のSNS上の不安定イメージで若手応募がさらに減少するリスクがある 現役側には 未来通信システム株式会社: WE027でSNS不安が職場に波及。IT職はAI再学習圧力増。転換成功者のモデル提示が離職防止鍵。 / さくら在宅ケア株式会社: SNS不安と雇用不安が職員の心理的疲弊を加速。地域貢献感が唯一の残留動機に / 関東広域ロジスティクス株式会社: 現場ドライバーがSNSでAI置換不安を受け取り、会社への信頼低下が加速しうる
WE026	17	世界イベント	AI雇用不安増幅の悪化	0.66	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ17: 雇用不確実性が78.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は25.3。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE027	17	世界イベント	地政学SNS不安拡散の悪化	0.57	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ17: 雇用不確実性が78.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は25.3。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB020	18	社会反応	社会的撤退の拡大	0.42	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	情報過敏39.4、撤退39.2、ケア13.2	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB021	18	社会反応	情報過敏の拡大	0.51	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏39.4、撤退39.2、ケア13.2	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE018	18	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒はAI前提で厳選継続。安定シグナル強化で採用優位を確保。中途はクラウド・民間増。 / 北関東精密加工株式会社: 採用数微減維持。SNS不安対抗として地元雇用安定性を前面に出す工業高校向け訴求に切替え。 / 首都圏業務支援株式会社: 特別清算手続き継続中につき採用機能は法的に完全停止。求人行為は不可。	未来通信システム株式会社: SNS不安82.1+WE028で希望経路見えにくく、慢性疲労が重なる。安定企業への集中が激化。 / 北関東精密加工株式会社: WE028・WE030の二重不安で地方製造業志望がさらに低下。キャリアパス明示が歯止めになるか正念場。 / 首都圏業務支援株式会社: 元若手社員が高不確実市場へ放出。BPO離職歴がSNSで可視化され次職探索に構造的不利が生じる。 現役側には 未来通信システム株式会社: WE030制度信頼低下で中堅・若手ともに転換疲労感増。企業主導の信頼軸が重要性を増す。 / 北関東精密加工株式会社: SNS不安が現場に伝染し、中堅層でロボ導入による職種消滅懸念が表面化するリスクが増大する。 / 首都圏業務支援株式会社: 元中堅社員がAI代替業種の烙印とSNS拡散を同時に受け再就職難度が上昇。
WE028	18	世界イベント	AI雇用不安増幅の高止まり	0.71	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ18: SNS不安増幅が82.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.1。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE029	18	世界イベント	地政学SNS不安拡散の悪化	0.69	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ18: SNS不安増幅が82.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.1。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE030	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: SNS不安増幅が82.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.1。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB022	19	社会反応	社会的撤退の拡大	0.39	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退37.9、情報過敏18.1、生活防衛13.2	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE019	19	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 財政後退で官公庁枠縮小懸念。民間クラウド・AI系中途を積み増し、新卒は厳選継続。 / 東北ライフライン保守株式会社: 財政76.8・政策バッファ28.2で処遇改善不可。安定雇用と地域貢献を前面に中途優先採用継続。新卒応募不足は構造化。 / 関東広域ロジスティクス株式会社: 雇用安定訴求の採用広報を維持。財政圧力増大で新卒枠は現場管理候補に限定。非正規比率でコスト調整	未来通信システム株式会社: AI対応未取得層の選別不安継続。社内安全基地化が若手定着と希望経路回復に寄与。 / 東北ライフライン保守株式会社: 賃金水準の低さで優秀層の都市流出が加速。地方残留層はインフラ安定訴求に一定共鳴するが選択肢の乏しさによる消極的就職が多数化。 / 関東広域ロジスティクス株式会社: 管理・技術職候補の採用は継続。現場作業候補は抑制で若手の入職機会が狭まる 現役側には 未来通信システム株式会社: 官公庁案件縮小で既存IT職に職種転換圧力増大。リスキリング機会は社内充実。 / 東北ライフライン保守株式会社: 熟練技術者の負荷増継続。賃上げ余力42で報酬改善は困難。地域帰属感がなければ離職検討が潜在化。中堅世代の疲弊が技術継承を圧迫。 / 関東広域ロジスティクス株式会社: 自動化不安が持続する中で処遇改善が限定的。中堅ドライバーの離職リスクが続く
FB023	20	社会反応	社会的撤退の拡大	0.31	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退33.1、情報過敏28.3、生活防衛15.7	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB024	20	社会反応	情報過敏の拡大	0.31	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	撤退33.1、情報過敏28.3、生活防衛15.7	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE020	20	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	東北ライフライン保守株式会社: SNS不安79.2で「AI・ロボが仕事を奪う」言説が拡散。安定雇用・地域貢献を前面に中途採用継続。新卒応募不足は構造不変。 / 関東広域ロジスティクス株式会社: SNS不安増幅で物流忌避が広がり応募減少傾向。雇用安定訴求広報を強化し新卒枠は現場管理候補限定を維持。非正規はコスト調整弁として継続。 / 未来通信システム株式会社: SNS不安で優秀層の内定辞退リスク増。AI共存キャリアを可視化し中途・新卒双方の信頼確保を優先。	東北ライフライン保守株式会社: SNS不安下で「地方インフラ＝AI置き換えリスクが低い安定職」として再評価される流れと「地方に将来性がない」不安が拮抗する。 / 関東広域ロジスティクス株式会社: SNS増幅でロボ・AI導入への不安が拡散し、物流業界への就職忌避が若年層に広がるリスクが高まる。 / 未来通信システム株式会社: SNS不安で「AI失業」イメージが強化。就職意欲に影響も、透明な育成方針の提示で対抗可能。 現役側には 東北ライフライン保守株式会社: 現場技術者層にSNS経由で漠然とした代替不安が波及。管理職・熟練者層に技術の不可替性の説明責任が集中し心理的負荷が増す。 / 関東広域ロジスティクス株式会社: SNS不安でドライバー間の離職検討が増加し、非金銭処遇の限界と賃金停滞感が定着コストを押し上げる。 / 未来通信システム株式会社: 社内にもSNS不安が伝播。AI導入への現場抵抗が再燃リスク。対話型展開とコミュニケーション強化が必要。
FB025	21	社会反応	社会的撤退の拡大	0.47	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退42.2、情報過敏24.3、生活防衛16.1	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE021	21	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 雇用不確実性74.3で優秀層の慎重姿勢が強まる。安定性を前面にキャリア可視化と処遇改善で採用競争力を確保。 / 東北ライフライン保守株式会社: 雇用不確実性74.3でインフラ職の安定性訴求を強化。中途継続だが採用費追加困難。新卒応募不足は構造的に継続。 / 北関東精密加工株式会社: 工業高校訴求を維持しつつ、雇用不確実性拡大を受け説明会で中長期雇用保証の具体数値を開示し応募数死守。	未来通信システム株式会社: 安定大手への集中が進み、中小・スタートアップへの新卒流入が一層細る。 / 東北ライフライン保守株式会社: 雇用不確実性で安定志向強まりインフラ職の相対的魅力が微増。地方配属への忌避は不変で応募実態の回復は限定的。 / 北関東精密加工株式会社: 雇用不確実性拡大で製造業選択への迷いが深まるが、昇格ルート提示で地元志向層の一部に引き留め効果が出る。 現役側には 未来通信システム株式会社: 雇用不確実性拡大で中間層の転職・副業判断が慎重化し、社内残留圧力が高まる。 / 東北ライフライン保守株式会社: 財政圧力で賃上げ困難続く。転職コスト上昇で現状維持傾向だが中堅層の疲弊蓄積で潜在離職リスク高止まり。 / 北関東精密加工株式会社: ロボ導入拡大への不安はSNS不安と連動して増幅するが、全員配置転換宣言が現場の即時離反を抑止する緩衝になる。
FB026	22	社会反応	社会的撤退の拡大	0.36	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退36.3、生活防衛26.9、ケア9.7	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB027	22	社会反応	生活防衛シフト	0.41	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	撤退36.3、生活防衛26.9、ケア9.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 雇用不確実性77.3・SNS不安悪化で優秀層の慎重姿勢がさらに強まる。採用ブランド毀損リスクを意識し、キャリア可視化・処遇透明化を前面に出す。 / 北関東精密加工株式会社: 工業高校訴求を継続。1ライン稼働実績を採用説明会で開示し、ロボ共存雇用を具体的にアピール。 / 首都圏業務支援株式会社: 法人消滅済み。採用主体は存在しない。	未来通信システム株式会社: SNS不安悪化でAI選別への恐怖が可視化され、入社前から不安を抱える層が増加。 / 北関東精密加工株式会社: SNS不安悪化で製造業不安が高まるが、雇用保証数値と役割具体化が一定の引き留め効果を発揮。 / 首都圏業務支援株式会社: 元若手がSNS不安増幅下で求職困難に陥るリスク上昇。 現役側には 未来通信システム株式会社: 雇用不確実性上昇でIT中堅層のリスキリング動機は高まるが、SNS不安が判断を萎縮させる。 / 北関東精密加工株式会社: 配置転換の可視化が不十分なままSNS不安が浸透すると、中堅層の転職検討が静かに広がるリスク。 / 首都圏業務支援株式会社: 元従業員300名超が緩衝余力29.6の薄い政策環境へ放出継続。
WE031	22	世界イベント	地政学SNS不安拡散の悪化	0.49	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ22: 雇用不確実性が77.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は29.6。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB028	23	社会反応	社会的撤退の拡大	0.28	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退31.9、情報過敏24.7、ケア17.3	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE023	23	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: SNS不安80.1・間接衝突拡大で優秀層の慎重姿勢が極端化。採用接点での心理安全メッセージと処遇透明化をさらに前面化。厳選継続。 / 首都圏業務支援株式会社: 法人消滅継続。採用主体は存在しない。元従業員は求職市場に放流されたまま。 / 関東広域ロジスティクス株式会社: SNS不安流入続くが離職リスクも増大。中途は安定動機確認重視で選別強化、新卒枠は極小維持。	未来通信システム株式会社: 地政学・雇用不安の二重圧力で就活層の安定志向が極端化。AI人材以外の選別不安がさらに拡大し進路迷走が増える。 / 首都圏業務支援株式会社: 元若手はSNS増幅された地政学不安と失業不安の複合ストレス下で就活再挑戦が困難化。逃避行動傾向が上昇。 / 関東広域ロジスティクス株式会社: 物流安定職への流入は一部増だが、SNS不安による早期離職リスクが同時上昇。 現役側には 未来通信システム株式会社: 間接衝突拡大のSNS情報が職場不安を増幅。現役IT職の将来不確実性感が前ステップより明確に悪化。 / 首都圏業務支援株式会社: 元中間層従業員は再就職先が収縮中の市場に放出され、非正規・低賃金雇用への転落リスクが高まっている。 / 関東広域ロジスティクス株式会社: 現場ドライバーの不安・怒り増幅。管理職のメンタルケア負担が業務圧迫に転化するリスク。
WE032	23	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ23: SNS不安増幅が80.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.4。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE033	23	世界イベント	地政学SNS不安拡散の悪化	0.63	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ23: SNS不安増幅が80.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.4。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB029	24	社会反応	社会的撤退の拡大	0.48	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退42.6、生活防衛16.9、情報過敏14.6	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE024	24	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: SNS不安82.3・慢性疲労増大で優秀層の慎重姿勢が継続。心理安全・処遇透明化をさらに前面化し厳選継続。 / 北関東精密加工株式会社: 工業高校連携継続。財政支援遅れで奨学金型自社負担を検討。SNS不安で採用難が続き、工場見学でロボ共存実態を継続開示。 / 首都圏業務支援株式会社: 法人消滅継続。採用主体不在。元従業員は労働市場不確実性80.3の中で孤立漂流中。	未来通信システム株式会社: 制度不信と希望経路喪失が慢性化。入社選別不安が加速し、企業内でも将来設計困難感が広がる。 / 北関東精密加工株式会社: SNS不安高止まりで地方製造業への入職回避が続く。工場見学の実態可視化効果が採用成否を左右し始める。 / 首都圏業務支援株式会社: 元若手は希望経路喪失と制度裏切り感の重複暴露で慢性疲労・SNS逃避行動が深化。 現役側には 未来通信システム株式会社: WE034自己効力感低下・慢性負荷増大が重なる。再学習圧力継続でバーンアウトリスクが静かに上昇。 / 北関東精密加工株式会社: ロボ導入配置転換不安と財政支援遅れが重なり、在職世代の慢性疲労と制度不信が同時進行する。 / 首都圏業務支援株式会社: 元中途・元非正規は再就職先探索中も労働市場不確実性80.3で内定取得が阻害継続。
WE034	24	世界イベント	AI雇用不安増幅の高止まり	0.72	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ24: SNS不安増幅が82.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.1。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE035	24	世界イベント	地政学SNS不安拡散の高止まり	0.69	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ24: SNS不安増幅が82.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.1。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
