イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE015	15	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持し厳選、即戦力中途は運用/省電力/安保優先 / 北関東精密加工株式会社: 新卒は絞って維持。生技/保全/品質の中途を優先 / 東京湾岸工科専門学校: 常勤は抑制維持。非常勤は地域企業と融通し実務講師を確保	未来通信システム株式会社: 採用は厳選化し不安増、運用・省電力系の学習需要が増す / 北関東精密加工株式会社: 採用枠は狭いが技能+AIで成長筋は見える。選別不安も / 東京湾岸工科専門学校: 不安対処と実務接続が強まり就活の迷走が減るが負荷は増える 現役側には 未来通信システム株式会社: 再配置と再学習圧力が継続、監査・運用負荷が増える / 北関東精密加工株式会社: 現場は再配置と多能工圧力。雇用は守るが賃上げは限定 / 東京湾岸工科専門学校: 現場講師・企業側に負担増。省力化で教職員は役割再設計が進む
FB016	16	社会反応	生活防衛シフト	0.98	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労95.8、公平感欠損90.0、生活防衛58.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE016	16	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持し厳選、安保/省電力の中途を厚くする / 北関東精密加工株式会社: 新卒は厳選維持。保全/生技/品質の中途を優先 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は監査/折衝/危機対応を厚め	未来通信システム株式会社: 支援遅れ感で不信が増え、AI適性選別への不安が拡大 / 北関東精密加工株式会社: 採用枠は狭いが、技能の見える化で成長不安は減る / 首都圏業務支援株式会社: 新卒枠は細く不安増。監査/折衝型スキル需要は上昇 現役側には 未来通信システム株式会社: 再学習と職務転換圧が上がり、疲弊と離職志向が混在 / 北関東精密加工株式会社: 省人化で配置転換増。再学習圧と不信感が強まりやすい / 首都圏業務支援株式会社: 再配置と再学習圧力増。契約/外注は更新不安が強まる
WE025	16	制度制約	財政制約による支援遅れの悪化	1.00	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ16: 財政圧力が79.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は23.9。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB017	17	社会反応	生活防衛シフト	0.96	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労96.8、公平感欠損90.4、生活防衛57.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE017	17	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒は厳選継続。保全/生技/品質の中途を厚く確保 / 未来通信システム株式会社: 新卒枠は維持し厳選、安保/省電力の中途を重点化 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は監査・折衝・危機対応を増	北関東精密加工株式会社: 現場DX前提の採用で学習機会は増えるが選別不安も残る / 未来通信システム株式会社: 厳選と不安増で応募慎重化、AI運用スキル志向が強まる / 首都圏業務支援株式会社: 新卒枠は狭いが、監査・危機対応スキルの入口は残る 現役側には 北関東精密加工株式会社: 再配置と保全技能需要が増す一方、学び直し負担が上がる / 未来通信システム株式会社: 賃上げ抑制下で再学習圧力増、配置転換と評価不安が高まる / 首都圏業務支援株式会社: 再配置とAI監督負荷が増え、折衝・炎上対応の負担が上昇
WE026	17	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ17: 財政圧力が80.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.0。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE027	17	世界イベント	地政学SNS不安拡散の悪化	0.61	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ17: 財政圧力が80.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.0。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB018	18	社会反応	生活防衛シフト	0.75	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労96.8、公平感欠損89.5、生活防衛45.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE018	18	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持し厳選、情シス/安保/省電力の中途を厚くする / 首都圏業務支援株式会社: 新卒は小枠維持。中途は危機対応・監査・折衝を増 / 北関東精密加工株式会社: 新卒は厳選継続。生技/品質/保全の中途を優先	未来通信システム株式会社: 採用厳選と不安増幅で萎縮、AI研修で適応格差が拡大する / 首都圏業務支援株式会社: 新卒枠が細り選別不安。監査/危機対応スキル偏重が進む / 北関東精密加工株式会社: 新卒枠は狭いが技能可視化で成長筋が見える 現役側には 未来通信システム株式会社: 再学習と監査対応が常態化し、疲労と評価不安が増す / 首都圏業務支援株式会社: 問い合わせ波動で負荷増。AI監督・説明責任の再学習圧力 / 北関東精密加工株式会社: 配置転換と省人化で不安増。保全/改善で役割再定義
WE028	18	世界イベント	地政学SNS不安拡散の高止まり	0.68	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ18: SNS不安増幅が81.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE029	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: SNS不安増幅が81.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB019	19	社会反応	生活防衛シフト	0.83	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.5、公平感欠損90.4、生活防衛50.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE019	19	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持し厳選、安保/省電力/調達の中途を増やす / 北関東精密加工株式会社: 新卒は厳選維持。保全/品質中途と協力会社枠を拡張 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は官公庁折衝・監査・危機対応を厚く	未来通信システム株式会社: 採用厳選が強まり不安増、透明性ある育成が安心材料 / 北関東精密加工株式会社: 採用は絞るが技能可視化で成長筋が見え不安は緩和 / 首都圏業務支援株式会社: 新卒枠は狭いが、AI監査型の早期戦力化で成長機会は残る 現役側には 未来通信システム株式会社: 再学習圧力増、配置転換と外注調整で負荷が二極化 / 北関東精密加工株式会社: 現場は省力化で負荷減。一方で保全/品質へ再配置圧力 / 首都圏業務支援株式会社: 監査/折衝へ再配置が進み、運用負荷は高止まりしやすい
FB020	20	社会反応	生活防衛シフト	0.85	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.4、公平感欠損90.1、生活防衛51.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE020	20	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は厳選維持、安保/省電力/調達の中途を優先増員 / 北関東精密加工株式会社: 新卒は厳選維持。保全/品質中途を優先し枠は小幅増 / 関東広域ロジスティクス株式会社: 新卒は説明/安全/統括に限定維持、中途は保守とBCP優先	未来通信システム株式会社: 選考は厳格化し不安増、AI運用・説明力の習得機会は増える / 北関東精密加工株式会社: 採用は絞り気味で不安増。標準化で育成は見通し改善 / 関東広域ロジスティクス株式会社: 採用枠が狭く不安増、説明力/安全判断の学習需要が上がる 現役側には 未来通信システム株式会社: 再学習と監査対応が常態化、配置転換増で心理負荷が上がる / 北関東精密加工株式会社: 配置転換と省人化圧力増。雇用維持で急激な切替は抑制 / 関東広域ロジスティクス株式会社: SNS不安の現場摩擦増、AI運用とBCP負荷が中堅に集中
WE030	20	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮、ロシア	ステップ20: SNS不安増幅が80.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は23.4。	北朝鮮、ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB021	21	社会反応	生活防衛シフト	0.91	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.2、公平感欠損91.0、生活防衛54.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE021	21	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、統制/監査/調達の中途を優先増員 / 北関東精密加工株式会社: 新卒は厳選維持。保全/品質中途を優先し据置 / 東北ライフライン保守株式会社: 新卒枠は維持しつつ職種別に縮小。中途・協力会社で補完	未来通信システム株式会社: 採用厳選と監査重視で志望が二極化、適応者は伸長 / 北関東精密加工株式会社: 新卒枠は狭いが育成は継続。現場AIで早期戦力化 / 東北ライフライン保守株式会社: 応募は続くが、育成の見える化で定着は改善。負担感も残る 現役側には 未来通信システム株式会社: 監査/統制/省電力スキル需要増、再学習圧力と配置転換が進む / 北関東精密加工株式会社: 中堅に段取り/保全再学習圧力。雇用は守られやすい / 東北ライフライン保守株式会社: 現役は再配置と多能工負荷が増すが、雇用不安は抑制
FB022	22	社会反応	生活防衛シフト	0.93	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.2、公平感欠損90.7、生活防衛55.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒は厳選維持。保全/品質の中途優先、採用数は抑制 / 未来通信システム株式会社: 新卒は厳選維持、中途は統制/監査/調達を増員 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は自治体折衝/AI運用/危機対応を優先	北関東精密加工株式会社: 採用枠は絞られ不安増。AI活用前提で成長機会は残る / 未来通信システム株式会社: 統制・リスク対応型の採用が増え、配属の格差不安が拡大 / 首都圏業務支援株式会社: 新卒枠は細いが継続。AI監査型スキルが早期に身につく 現役側には 北関東精密加工株式会社: 現場は省人化で負荷減。一方で再配置と技能更新圧力が増す / 未来通信システム株式会社: 監査対応と省計算運用の負荷増、再学習と役割転換が加速 / 首都圏業務支援株式会社: 省計算運用と監査対応が必須化。非正規は稼働変動で不安定化
FB023	23	社会反応	生活防衛シフト	0.91	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.0、公平感欠損91.1、生活防衛54.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒は厳選維持。保全/品質中途優先、採用数は抑制継続 / 未来通信システム株式会社: 新卒は厳選維持、中途は統制・セキュ・広報を増員 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途はAI運用と対外折衝を優先	北関東精密加工株式会社: 採用枠は細るが、技能×AIの成長機会は残る。不安ケア重要 / 未来通信システム株式会社: 計算資源格差で育成機会が偏り、選別不安が増える / 首都圏業務支援株式会社: 即戦力偏重で入口が狭まり、訓練機会格差が拡大 現役側には 北関東精密加工株式会社: 再配置と保全/自動化運用スキル需要増。外注側は変動リスク増 / 未来通信システム株式会社: 炎上回避・監査対応の負荷と再学習圧力が増す / 首都圏業務支援株式会社: 監査/対外対応へ再配置。学習負担と雇用不安が増す
WE031	23	世界イベント	半導体・計算資源制約の悪化	0.44	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ23: SNS不安増幅が80.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.0。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB024	24	社会反応	生活防衛シフト	0.83	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.5、公平感欠損91.1、生活防衛50.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は説明・監査・セキュ寄り増員 / 北関東精密加工株式会社: 新卒は絞って継続。保全/品質中途優先、内定後辞退対策 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は自治体折衝とAI監査を増員	未来通信システム株式会社: 採用厳選で不安増、対話型育成で定着は改善余地 / 北関東精密加工株式会社: 採用枠の狭さと不安で迷い増。ケアと成長機会提示で緩和 / 首都圏業務支援株式会社: 新卒枠は狭いが、監査運用スキル獲得で早期戦力化が進む 現役側には 未来通信システム株式会社: 説明責任業務が増え負荷上昇、再配置で雇用は維持寄り / 北関東精密加工株式会社: 変化疲れが増す。ロボ・AIの現場負担を減らし役割転換を促す / 首都圏業務支援株式会社: 炎上対応と監査負荷が増加。再学習と省計算手順が必須になる
WE032	24	世界イベント	地政学SNS不安拡散の高止まり	0.67	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ24: SNS不安増幅が81.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は22.7。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE033	24	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: SNS不安増幅が81.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は22.7。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB025	25	社会反応	生活防衛シフト	0.78	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.8、公平感欠損90.5、生活防衛47.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は説明・監査・セキュ増員 / 北関東精密加工株式会社: 新卒は必要最小で継続。保全/品質の中途優先、辞退防止強化 / 首都圏業務支援株式会社: 新卒は最小維持。中途は自治体折衝・AI監査を優先採用	未来通信システム株式会社: 採用は信頼/説明適性重視、選別不安と学習負担が増す / 北関東精密加工株式会社: 採用枠は細るが、技能可視化とケアで定着は改善しやすい / 首都圏業務支援株式会社: 新卒枠は細り、AI運用・監査系の早期実務力が選考軸になる 現役側には 未来通信システム株式会社: 再配置と監査対応増で負荷上昇、再学習と役割転換が常態化 / 北関東精密加工株式会社: 現場にAI/ロボ保守負荷。標準化で属人性低下と再配置圧力 / 首都圏業務支援株式会社: 炎上・不安対応の負荷増。監査・説明責任の業務が太る
FB026	26	社会反応	生活防衛シフト	1.00	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.7、公平感欠損91.1、生活防衛59.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE026	26	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は説明・監査・セキュに厚め / 北関東精密加工株式会社: 新卒最小継続。保全/品質中途優先、内定辞退対策を厚く / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・自治体折衝・監査人材を優先	未来通信システム株式会社: 炎上不安で対話/監査型人材が評価、選別不安は残る / 北関東精密加工株式会社: 安心設計で定着は増えるが採用枠は狭く競争感が強まる / 首都圏業務支援株式会社: 新卒枠が細り不安。だが危機対応/AI監査の成長枠が生まれる 現役側には 未来通信システム株式会社: 説明責任と再学習負荷増、配置転換で摩擦と疲弊が出る / 北関東精密加工株式会社: 不安下で説明責任増。配置転換と自動化対応で負荷が上がる / 首都圏業務支援株式会社: 不安対応の負荷増。再学習と役割転換で残れるが評価は厳格化
WE034	26	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ26: SNS不安増幅が85.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は20.0。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB027	27	社会反応	生活防衛シフト	0.96	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.9、公平感欠損91.6、生活防衛56.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE027	27	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は監査・セキュ・広報を厚く採る / 北関東精密加工株式会社: 新卒最小継続。中途は保全/品質/生産技術に集中し確度重視 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・監査・自治体折衝を優先	未来通信システム株式会社: 採用選別不安が増す一方、危機対応スキルが評価軸に / 北関東精密加工株式会社: 採用は狭くなるが育成と対話で定着は改善。技能+AI補助が鍵 / 首都圏業務支援株式会社: 新卒枠は細るが、危機対応×AI運用の実務機会は増える 現役側には 未来通信システム株式会社: 炎上・監査対応負荷が増え、再学習と配置転換が常態化 / 北関東精密加工株式会社: 保全/段取り人材の重要度上昇。再配置と現場抵抗の摩擦が増える / 首都圏業務支援株式会社: 炎上対応と監査運用へ職務転換圧。外注/契約で不安定化も
FB028	28	社会反応	生活防衛シフト	0.92	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.7、公平感欠損91.5、生活防衛54.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE028	28	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は監査・セキュ・広報を増員 / 北関東精密加工株式会社: 新卒は最小継続。中途は保全/品質/生技に絞り内製力を補強 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・監査・自治体折衝と運用設計を増やす	未来通信システム株式会社: 危機対応型スキルが評価され、汎用志向の不安が増す / 北関東精密加工株式会社: 安心感は増すが採用枠は狭い。AI/標準化適応が評価の軸に / 首都圏業務支援株式会社: 新卒枠は細り不安増。ただし危機対応・監査運用の早期成長機会は増える 現役側には 未来通信システム株式会社: 監査・説明責任負荷が増え、再学習と配置転換が進む / 北関東精密加工株式会社: 現場は自動化・AIで役割再編。学び直し負担と不安ケア需要が増加 / 首都圏業務支援株式会社: 業務圧縮で配置転換が増加。検証・顧客折衝・監査対応へ再学習圧力が強まる
FB029	29	社会反応	生活防衛シフト	0.89	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.9、公平感欠損91.4、生活防衛53.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE029	29	組織判断	企業・組織の採用育成判断	0.54	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は監査・セキュ・危機広報増 / 北関東精密加工株式会社: 新卒は最小継続。中途は保全/品質/生技を厳選 / 首都圏業務支援株式会社: 新卒は最小維持。中途はリスク対策・監査・自治体折衝を厚める	未来通信システム株式会社: 選別不安は増えるが、危機対応スキルで就業幅が広がる / 北関東精密加工株式会社: 不安増で応募萎縮。対話強化で定着は改善し得る / 首都圏業務支援株式会社: 新卒枠は細るが、炎上対応の実務経験が早期に積める 現役側には 未来通信システム株式会社: 再配置と再学習が常態化、監査・広報負荷と責任が増す / 北関東精密加工株式会社: 省力化で配置転換増。雇用は守るが負荷と学習圧が上昇 / 首都圏業務支援株式会社: 現役は監査/説明責任負荷が増え、運用設計へ再配置が進む
WE035	29	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ29: SNS不安増幅が89.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は17.3。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB030	30	社会反応	生活防衛シフト	0.96	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.9、公平感欠損91.2、生活防衛57.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE030	30	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途はセキュ・監査・危機広報を厚く / 北関東精密加工株式会社: 新卒は最小継続。中途は保全/品質/生技を優先 / 首都圏業務支援株式会社: 新卒は最小維持。中途は監査・危機広報・自治体折衝を増やす	未来通信システム株式会社: 採用厳選で不安増、だが研修で信頼と技能の可視化が進む / 北関東精密加工株式会社: 将来不安が強く定着迷い増。相談導線が安心材料になる / 首都圏業務支援株式会社: 新卒枠は狭いが危機対応スキルが育ち、転職耐性は上がる 現役側には 未来通信システム株式会社: 再配置と再学習が常態化、対外説明・監査対応負荷が増す / 北関東精密加工株式会社: 不安と疲労が蓄積。省人化で職務転換・再教育が増える / 首都圏業務支援株式会社: 監査・折衝・品質責任の負荷増。AI支援で単純作業は減るが監督増
WE036	30	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ30: SNS不安増幅が91.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.5。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE037	30	世界イベント	地政学SNS不安拡散の高止まり	0.95	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が91.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.5。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE038	30	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ30: SNS不安増幅が91.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.5。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB031	31	社会反応	生活防衛シフト	0.98	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.3、公平感欠損91.2、生活防衛58.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE031	31	組織判断	企業・組織の採用育成判断	0.41	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は絞り継続、中途は監査・対外説明・省計算運用を重点 / 関東広域ロジスティクス株式会社: 新卒は安全/統括を最小維持、中途は運行/保全/CSを増やす / さくら在宅ケア株式会社: 新卒少数継続。復職・紹介優先、中途資格者は厳選	未来通信システム株式会社: 採用は狭まり不安増、ただし監査・対話型職で入口が増える / 関東広域ロジスティクス株式会社: 不安増で安定志向が強まるが、安全/AI運用職に関心が寄る / さくら在宅ケア株式会社: 不安増で離職リスク。面談と役割明確化で定着改善 現役側には 未来通信システム株式会社: 説明責任と不安対応が増え負荷上昇、再配置で雇用不安は緩和 / 関東広域ロジスティクス株式会社: 真偽確認とAI補助で負荷軽減も、技能更新と配置転換の圧が増す / さくら在宅ケア株式会社: 中堅の不安・疲弊増。ロボ/AI補助で身体負荷を低減
FB032	32	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.7、公平感欠損90.5、生活防衛37.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE032	32	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持しつつ厳選、危機対応の中途を上積み / 北関東精密加工株式会社: 新卒最小継続。中途は保全/生技/品質と不安対応の現場長補強 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・監査・対自治体折衝を強化	未来通信システム株式会社: 裁量増で成長機会は拡大、監査負荷と選別不安も増 / 北関東精密加工株式会社: 採用は絞り不安増。だが育成の見える化で離職は抑制される / 首都圏業務支援株式会社: 新卒枠は狭いが、危機対応×AI運用の早期成長ルートが増える 現役側には 未来通信システム株式会社: 再配置と統制強化で安定は増すが、再学習と負荷が増 / 北関東精密加工株式会社: SNS不安で現場抵抗増。説明負荷が上がるが配置転換で雇用は守る / 首都圏業務支援株式会社: 監査・説明責任業務が増え負荷上昇。AI監督/折衝力で雇用は残りやすい
FB033	33	社会反応	生活防衛シフト	0.61	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労97.8、公平感欠損90.2、生活防衛37.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
