イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文	planner_action	delivery_channel	budget_cost_0to1	implementation_lag_steps	duration_steps	expected_effect	side_effect_watchpoints	adjustment_reason
PL019_01	20	政策探索	新規増設の一時停止＋手続き最短2導線化	0.52	注意層（手続き離脱/情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。公平感欠損と財政不安が手続き到達と信頼を阻害。	制度が増えすぎて追えず、何が自分に関係するのか分からないまま不安だけが残る。	pause	自治体	0.16	1	8	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 二極化↓	支援到達率の一時低下、『後退』と誤認される反発、対象外感の再燃	注意層が89.9%で副作用圧100のため、施策追加より“増やさない設計”と導線圧縮で離脱・反発を先に止血する必要がある。
PL019_02	20	政策探索	副作用監査KPI＋異議申立の即時救済レーン（非強制）	0.58	注意層（監視懸念/誤解影響/対象外感）＋自治体窓口逼迫地域＋支援検討層	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。公平感欠損と財政不安が手続き到達と信頼を阻害。	間違いや不利益が起きたときに、ちゃんと止めて直せる仕組みが見えないと怖い。	add	スマホ通知	0.22	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 二極化↓	異議申立の急増と滞留、線引き反発、監視強化と誤認される反発	副作用圧が最大値のため、政策AIは“配布最適化”より先に副作用の可視化・停止条件・救済速度をKPIで固定し、信頼回復を優先する。
PL020_01	21	政策探索	異議即時レーンの流量制御+線引き可視化	0.62	注意層（制度不信/監視懸念/対象外感）＋自治体窓口逼迫地域＋支援検討層	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で疲労と公平感欠損が固定化、手続き前に不信と対象外感が詰まる	困った時に助けを求めても揉めて止まりそうで、最初から関わりたくないと感じる	amend	自治体	0.18	1	8	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	異議申立の急増と滞留、線引き反発、監視強化の誤認、不正・便乗の増加	副作用圧100の局面では『救済の速さ』だけでなく滞留・反発を抑える運用設計（流量制御/優先順位/最小提示の透明化）が先行条件になるため
PL020_02	20	政策探索	新規停止の継続+2導線の固定（誤認防止説明つき）	0.58	注意層（手続き離脱/情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で疲労と公平感欠損が固定化、手続き前に不信と対象外感が詰まる	制度が増え続けて追えず、何が自分に関係あるのか分からないまま不安だけ増える	sequence	スマホ通知	0.14	0	6	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	『後退』の誤認、支援到達率の一時低下、対象外感の再燃、重要情報の見落とし	SNS不安増幅と雇用不安の下では施策追加が疲労と誤解を増やすため、入口を減らして到達率と誤認リスクを同時に管理する順序が必要
PL021_01	22	政策探索	線引き・停止条件の1画面固定（短文化版）	0.60	注意層（制度不信/監視懸念/対象外感/手続き離脱）＋現役納税層	制度信頼↑ 誤解↓ 政策疲労↓ 対象外反発↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。線引き不信と対象外反発が再燃しやすい。	制度の線引きが見えず、いつ何が変わるか不安で離れたくなる。	explain	スマホ通知	0.12	1	8	制度信頼↑ 誤解↓ 政策疲労↓ 対象外反発↓ 副作用圧↓	説明過多による政策疲労、監視強化と誤認される反発、重要情報の見落とし	副作用圧100の局面では新規追加より、誤認の根を断つ最短説明の固定が先。
PL021_02	22	政策探索	異議即時レーンの流量制御を最優先（窓口負荷優先配賦）	0.55	注意層（対象外感/誤解影響）＋自治体窓口逼迫地域＋支援検討層	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。線引き不信と対象外反発が再燃しやすい。	不公平だと思っても声が通らない感じが強いと、制度全体を信用できない。	sequence	自治体	0.18	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 二極化↓	異議申立の滞留、線引き反発の再燃、便乗・不正の増加	不満の出口が詰まると副作用が増幅するため、先に処理能力と優先順位を固定して炎上を抑える。
PL022_01	23	政策探索	異議即時レーン最優先・窓口負荷連動配賦	0.62	注意層（制度不信/対象外感/誤解影響）＋窓口逼迫地域＋支援検討層	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で制度不信が再燃。SNS不安下で異議処理滞留と説明過多が政策疲労を増幅。	炎上と不安が続き、困っても結局たらい回しになる気がして動けない。	sequence	自治体	0.18	1	8	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	異議申立の滞留再燃、線引き反発、便乗・不正	副作用圧100の主因は『救済が詰まる/不透明』。順序を救済処理に寄せて信頼の土台を回復する。
PL022_02	23	政策探索	2導線＋短文化1画面をデフォルト化（詳細は任意）	0.55	注意層（情報過敏/手続き離脱/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で制度不信が再燃。SNS不安下で異議処理滞留と説明過多が政策疲労を増幅。	情報が多すぎて比較も判断もできず、結局何も選べないまま疲れてしまう。	simplify	スマホ通知	0.14	1	10	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	『後退』の誤認、重要情報の見落とし、対象外感の再燃	SNS不安増幅下では情報量が不信を増やす。最短導線を固定し、強制感を避けつつ理解コストを下げる。
PL023_01	24	政策探索	異議即時レーンの待ち時間可視化＋不正抑止ミニ審査	0.62	注意層（制度不信/対象外感/誤解影響）＋窓口逼迫地域＋支援検討層	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。対象外感と手続き不信が二極化を押し広げる局面。	制度はあるのに結局たらい回しで、誰が得してるのか分からない不安が増えている。	amend	自治体	0.16	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓	審査強化の誤認（監視反発）、救済遅延の不満増幅、便乗・不正の高度化、窓口負荷の再燃	副作用圧が100で、救済の滞留や線引き不信が最短で炎上しやすい。流量制御に加え、待ちの見える化と軽い不正抑止で信頼の底抜けを止める。
PL023_02	25	政策探索	対象外感を減らす社会維持活動ポイント（非出産選択も対象）	0.50	現役納税層＋非婚・非出産選択者＋家族介護/地域維持の担い手＋注意層（対象外感）	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。対象外感と手続き不信が二極化を押し広げる局面。	子ども以前に生活と将来が不安で、支援が自分には関係ない気がして距離ができている。	compensate	スマホ通知	0.32	2	10	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	制度の複雑化による政策疲労、不正申請・代理申請の増加、既存支援との二重取り疑念、財政不安の再燃	公平感欠損が高く、出生支援だけに見えると反発が固定化する。社会維持への中立的報酬で“参加の出口”を作り、非出産を不利益化せずに分断を緩和する。
PL024_01	25	政策探索	通知頻度制御＋要点ダイジェスト（停止条件/線引き固定）	0.62	注意層（情報過敏/制度不信/対象外感）＋現役納税層	政策疲労↓ 誤解↓ 制度信頼↑ 対象外反発↓ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労が高止まり。SNS不安下で監視誤認と対象外反発が増幅しやすい。	情報が多すぎて不安だけ増え、結局どれが自分に関係あるのか分からない。	simplify	スマホ通知	0.12	1	8	政策疲労↓ 誤解↓ 制度信頼↑ 対象外反発↓ 手続き到達↑	重要情報の見落とし、『後退』の誤認、対象外感の再燃	副作用圧が最大で、説明過多も疲労を増やす局面。要点固定と通知制御で不安増幅を止める。
PL024_02	26	政策探索	社会維持活動の報酬化（非子育てケア/地域維持も対象）ミニ枠	0.52	対象外感が強い層（非婚・非出産選択者含む）＋ケア負担層＋地域維持担い手	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労が高止まり。SNS不安下で監視誤認と対象外反発が増幅しやすい。	子ども施策だけが前に出ると、自分の生活や地域の支えは評価されていない気がする。	add	自治体	0.38	2	10	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	線引き反発、不正・便乗、事務負荷増、財政不安の再燃	公平感欠損が大きく、家族形成支援だけだと『自分は対象外』が固定化するため、社会維持への中立的報酬で反発と分断を緩和する。
PL025_01	26	政策探索	社会維持ポイントの上限・自動付与・二重取り明確化	0.58	現役納税層＋非婚/非出産選択者＋介護/地域維持担い手＋注意層（対象外感）	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、政策疲労と対象外感が残存。増設より簡素化と補償の筋の統一が急務。	制度が増えすぎて追えないし、自分が対象かどうか毎回不安になる。	amend	自治体	0.22	1	10	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 政策疲労↓	制度の複雑化による政策疲労、不正申請・代理申請、既存支援との二重取り疑念、財政不安の再燃	対象外感の補償は有効だが、複雑化と不正懸念が副作用圧を押し上げるため、上限・自動付与・ルール固定で疲労と疑念を同時に下げる。
PL025_02	25	政策探索	通知は週1上限＋重要のみ即時（詳細は任意・不利益なし）	0.52	注意層（情報過敏/制度不信/対象外感）＋現役納税層	政策疲労↓ 誤解↓ 制度信頼↑ 手続き到達↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、政策疲労と対象外感が残存。増設より簡素化と補償の筋の統一が急務。	通知が多いほど不安が増えるので、必要なときだけ確実に届いてほしい。	simplify	スマホ通知	0.10	0	8	政策疲労↓ 誤解↓ 制度信頼↑ 手続き到達↑ 対象外反発↓	重要情報の見落とし、『後退』の誤認、対象外感の再燃	SNS不安増幅下では情報量が副作用として増幅されるため、既存の2導線・短文化方針を維持しつつ、受信負荷を制御して離脱と反発を抑える。
PL026_01	27	政策探索	社会維持報酬ミニ枠の自動付与化＋申請抑制	0.62	注意層（制度不信/対象外感）＋現役納税層＋ケア/地域維持担い手	政策疲労↓ 公平感↑ 制度信頼↑ 二極化↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で、制度拡張が疲労と線引き反発を増幅。まず簡素化と監査で信頼回復が要る。	制度が増えるほど自分の生活が監視と手続きで削られる気がして不安だ。	simplify	自治体	0.18	1	8	政策疲労↓ 公平感↑ 制度信頼↑ 二極化↓ 副作用圧↓	重要情報の見落とし、線引き反発の再燃、不正・代理申請の高度化、財政不安の再燃	対象外反発の補償は効くが、申請負荷と疑念が副作用を増やすため、受給を“申請競争”から外し疲労と不信を先に下げる。
PL026_02	28	政策探索	家族形成伴走ライト（匿名可・即時予約・非強制）	0.52	中立層＋注意層（情報過敏/制度不信/手続き離脱）＋支援検討層	手続き到達↑ 制度信頼↑ ケア圧の早期緩和↑ 子ども希望の条件整理↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で、制度拡張が疲労と線引き反発を増幅。まず簡素化と監査で信頼回復が要る。	将来の選択肢を整理したいのに、どこに何を聞けばいいか分からず怖い。	add	相談窓口	0.28	2	8	手続き到達↑ 制度信頼↑ ケア圧の早期緩和↑ 子ども希望の条件整理↑	相談の滞留・待ち行列、『誘導』と受け取られる反発、自治体間の品質格差、個人情報不安	SNS不安増幅下では“制度の正しさ”より“安心して一歩進める導線”が不足し、離脱が増えるため、短時間・匿名・任意の伴走で摩擦を減らす。
PL027_01	28	政策探索	副作用監査＋異議申立の非強制説明セット	0.62	注意層（制度不信/監視懸念/対象外感）＋現役納税層＋自治体窓口逼迫地域	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層が7割超で副作用圧100・政策疲労高止まり。追加より監査/説明/ケア緩衝で信頼回復が先。	制度が変わり続けて把握できず、知らないうちに不利益や監視が増える不安が強い。	amend	スマホ通知	0.22	1	8	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	監視強化と誤認される反発、異議申立の急増と滞留、説明過多による政策疲労、線引き反発の再燃	SNS不安増幅下では誤解と反発が増幅しやすく、まず停止条件・監査・救済の見える化で“納得できる運用”を回復する必要があるため。
PL027_02	28	政策探索	産後休息・代替ケア即時予約ミニ枠	0.58	妊娠中〜産後1年の当事者＋パートナー＋ケア負担層（祖父母同居/ワンオペ含む）	ケア負担↓ 離脱↓ 生活防衛↑ 制度信頼↑ 家族形成の詰まり解消↑	LLM政策探索/構造持続あり+伴走支援	日本	注意層が7割超で副作用圧100・政策疲労高止まり。追加より監査/説明/ケア緩衝で信頼回復が先。	出産後に休めない・頼れない想像が先に立ち、選択肢として家族形成が遠のいている。	add	自治体	0.44	1	8	ケア負担↓ 離脱↓ 生活防衛↑ 制度信頼↑ 家族形成の詰まり解消↑	対象外感（未利用者の反発）、予約枠の偏在と不公平感、事務負荷増による窓口逼迫、財政不安の再燃	家族形成の手前で“産後の詰み”が最大の離脱要因になりやすく、短期で体感改善が出る休息・代替ケアを即時予約で実装して不安と疲労を同時に下げるため。
PL028_01	29	政策探索	3導線統合ワンストップ（支援/異議/予約）	0.62	注意層（情報過敏/制度不信/手続き離脱）＋中立層＋現役納税層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。施策追加より導線統合と非強制説明で反発と離脱を抑える局面。	情報が多すぎて、結局どれが自分に関係あるのか分からず怖い。	simplify	スマホ通知	0.16	1	10	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓ 副作用圧↓	『改悪/後退』の誤認、重要情報の見落とし、統合に伴う線引き反発、窓口・予約の待ち行列再燃	追加施策が並走し疲労と誤解が増幅しやすい。入口を一本化し、任意で詳細に進める設計へ戻して離脱と反発を先に止める。
PL028_02	28	政策探索	非強制・財源枠・対象外配慮の1枚説明（不利益なし）	0.48	注意層（監視懸念/対象外感/制度不信）＋現役納税層＋非婚/非出産選択者	制度信頼↑ 公平感↑ 対象外反発↓ 財政不安↓ 副作用圧↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。施策追加より導線統合と非強制説明で反発と離脱を抑える局面。	やらない選択が不利にならないか、あとから条件が変わらないかが一番不安。	explain	自治体	0.10	0	8	制度信頼↑ 公平感↑ 対象外反発↓ 財政不安↓ 副作用圧↓ 政策疲労↓	説明過多による疲労、『誘導/監視強化』の誤認、財源論争の再燃、自治体ごとの説明品質格差	SNS不安増幅下では『強制/監視/不公平』の誤認が副作用を跳ね上げる。非強制・不利益なし・財源上限・対象外配慮を短文で固定し、誤解の燃料を減らす。
PL029_01	30	政策探索	統合導線の段階展開＋待ち行列優先制御	0.60	注意層（制度不信/手続き離脱/情報過敏）＋窓口逼迫地域＋予約需要層	政策疲労↓ 手続き到達↑ 制度信頼↑ 副作用圧↓ 不公平感の体感↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層80.8%で副作用圧100・政策疲労77.9。統合で導線は整うが待ち行列と誤認が再燃しやすい。	制度は増えたのに手続きは詰まり、結局自分だけ置いていかれる気がする。	sequence	自治体	0.22	1	6	政策疲労↓ 手続き到達↑ 制度信頼↑ 副作用圧↓ 不公平感の体感↓	統合の『改悪』誤認、待ち行列の地域偏在、優先制御が『特別扱い』に見える反発、窓口負荷の再燃	SNS不安増幅下では『混む/止まる/分からない』が一気に不信へ連鎖するため、施策追加より先に行列と誤認の発火点を抑える。
PL029_02	30	政策探索	異議申立・予約の負担軽減（短文理由＋即時見通し表示）	0.50	注意層（監視懸念/対象外感/誤解影響）＋現役納税層＋支援検討層	副作用圧↓ 政策疲労↓ 公平感↑ 制度信頼↑ 手続き離脱↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層80.8%で副作用圧100・政策疲労77.9。統合で導線は整うが待ち行列と誤認が再燃しやすい。	反論しても無駄そうだし、時間も取れないから最初から諦めてしまう。	amend	スマホ通知	0.16	1	8	副作用圧↓ 政策疲労↓ 公平感↑ 制度信頼↑ 手続き離脱↓	説明過多による疲労、『監視強化』の誤認、異議申立の急増と滞留、重要情報の見落とし	副作用圧が最大化している局面では、内容の正しさより『見通しがある/不利益がない/最短で終わる』が信頼回復のボトルネックになるため。
PL030_01	31	政策探索	異議・予約の軽量化＋監査のサンプリング運用	0.62	注意層（制度不信/監視懸念/対象外感）＋現役納税層＋窓口逼迫地域	副作用圧↓ 政策疲労↓ 公平感↑ 制度信頼↑ 手続き離脱↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。追加よりも手続き摩擦・誤認・対象外反発の沈静化が先。	不安が増幅して制度が複雑に見え、手続きで消耗して損をしそうに感じる。	amend	自治体	0.18	1	8	副作用圧↓ 政策疲労↓ 公平感↑ 制度信頼↑ 手続き離脱↓	監視強化と誤認される反発、異議申立の急増と滞留、重要情報の見落とし、地域間の処理品質格差	副作用圧100.0のままでは施策追加が“燃料投下”になりやすいので、まず負担と誤認を減らす運用へ寄せる。
PL030_02	30	政策探索	追加施策の一時凍結＋週1要点通知の再徹底（不利益なし）	0.58	注意層（情報過敏/制度不信）＋対象外感が強い層＋現役納税層	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。追加よりも手続き摩擦・誤認・対象外反発の沈静化が先。	次々変わる制度より、最低限の要点だけ確実に分かって損を避けたい。	sequence	スマホ通知	0.12	0	8	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	重要情報の見落とし、『後退/改悪』の誤認、支援が遠のいた体感、自治体ごとの運用ブレ	政策余力が低く（緩衝17.8）疲労が高い（76.3）局面では“増やさない約束”と情報量制御を固定し、反発と離脱を止めてから再拡張する順序が安全。
PL031_01	31	政策探索	追加施策8ステップ凍結＋要点1枚/週1運用の再統一	0.62	注意層（情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 誤解↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり、SNS不安下で手続き負担と対象外感が信頼を削っている	不安ニュースと通知が多すぎて、制度はあるのに使う気力が削られていく	pause	スマホ通知	0.14	0	8	政策疲労↓ 情報過負荷↓ 誤解↓ 制度信頼↑ 手続き到達↑	重要情報の見落とし、後退/改悪の誤認、自治体運用ブレ	副作用圧が上限に張り付き、施策追加が逆効果になりやすい局面のため、増分を止めて運用統一で信頼回復を優先する
PL031_02	32	政策探索	社会維持natミニ配当（自動・選択制・非利用でも不利益なし）	0.58	現役納税層＋非婚/非出産選択者＋介護/地域維持担い手＋注意層（対象外感）	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり、SNS不安下で手続き負担と対象外感が信頼を削っている	子育て支援だけが目立つと自分は置いていかれる感じがして、制度全体が信じにくい	compensate	自治体	0.32	1	10	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	財政不安の再燃、不正受給疑念、既存支援との二重取り誤解	対象外感と公平感欠損が残ると出産支援の正当性が崩れるため、構造持続の枠内で『使わない人も損しない』補償を先に厚くする
PL032_01	33	政策探索	非強制・対象外配慮の要点1枚を個別最適配信	0.60	注意層（情報過敏/制度不信/対象外感）＋現役納税層＋非婚/非出産選択者	政策疲労↓ 誤解↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧100・政策疲労71が先行し、利用到達より不信/誤解が再燃	不安が拡散していて、制度は結局誰かだけ得するものに見える	explain	スマホ通知	0.12	1	8	政策疲労↓ 誤解↓ 公平感↑ 制度信頼↑ 対象外反発↓	説明過多による疲労再燃、監視/誘導と受け取られる誤認、財源論争の再燃	新規追加より『不利益なし/非強制/対象外配慮/財源枠』の誤解コストが支配的な局面のため
PL032_02	33	政策探索	予約・相談の待ち行列見通し表示＋自治体間の即時融通枠	0.55	妊娠中〜産後1年の当事者＋パートナー＋注意層（手続き離脱/不公平感）＋窓口逼迫地域	ケア負担↓ 生活防衛↑ 手続き到達↑ 不公平感の体感↓ 制度信頼↑ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧100・政策疲労71が先行し、利用到達より不信/誤解が再燃	必要な時に繋がれないのが一番こわく、結局自己責任に戻る気がする	amend	自治体	0.24	1	8	ケア負担↓ 生活防衛↑ 手続き到達↑ 不公平感の体感↓ 制度信頼↑ 副作用圧↓	融通枠が特別扱いに見える反発、予約偏在の固定化、個人情報不安	伴走/代替ケアは『待つ・不透明・地域差』で不信に転化しやすく、副作用圧100の主因になりやすい
PL033_01	34	政策探索	異議・予約の処理滞留ゼロ化（共同バックオフィス＋可視化）	0.62	注意層（制度不信/監視懸念/手続き離脱）＋妊娠中〜産後1年の当事者＋窓口逼迫地域	副作用圧↓ 政策疲労↓ 手続き到達↑ 不公平感体感↓ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧が最大、政策疲労も高止まり。追加より『負担の見通し化＋手続き摩擦の除去』が先。	申請しても待ちと不透明さで消耗し、制度が自分を助ける実感が湧かない。	amend	自治体	0.28	1	8	副作用圧↓ 政策疲労↓ 手続き到達↑ 不公平感体感↓ 制度信頼↑	監視強化の誤認、処理優先が特別扱いに見える反発、地域間の処理品質格差	副作用圧100.0と政策疲労72.4の同時高止まりは『申立/予約の待ち・不透明さ』で増幅しやすい。処理能力と見通しを先に立て直し、説明や配信の効果が出る土台を作る。
PL033_02	33	政策探索	週1要点通知の『一本化』とオプトイン強化（不利益なし）	0.50	注意層（情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧が最大、政策疲労も高止まり。追加より『負担の見通し化＋手続き摩擦の除去』が先。	通知が多いほど不安が増えて、結局何をすればいいか分からなくなる。	sequence	スマホ通知	0.10	0	8	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	重要情報の見落とし、後退/改悪の誤認、自治体運用ブレ	SNS不安増幅94.4の局面では情報量そのものが副作用になる。個別最適配信は維持しつつ、頻度と導線を『週1一本』に固定して、疲労と誤解の再燃を止める。
PL034_01	34	政策探索	通知一本化のオプトイン再強化＋追加施策の短期凍結延長	0.60	注意層（情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労69.6が支配。SNS不安増幅下で手続き不信と対象外感が残り、注意層60.8が固定化。	情報が多すぎて何が大事か分からず、制度は結局ややこしくて自分は対象外だと感じる。	sequence	スマホ通知	0.12	0	8	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	重要情報の見落とし、『後退/改悪』の誤認、自治体運用ブレ	SNS不安が高い局面では新規追加より情報流量制御が先。注意層の離脱・誤解コストを先に下げて副作用圧を落とす。
PL034_02	35	政策探索	共同バックオフィスの可視化＋異議/予約の非強制説明と監査サンプリング告知	0.55	注意層（監視懸念/制度不信/手続き離脱）＋妊娠中〜産後1年の当事者＋対象外感が強い層	副作用圧↓ 公平感↑ 制度信頼↑ 手続き到達↑ 不公平感体感↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労69.6が支配。SNS不安増幅下で手続き不信と対象外感が残り、注意層60.8が固定化。	支援はありがたいけど、どこまで見られて何が基準なのか不透明で申し込むのが怖い。	amend	自治体	0.18	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 手続き到達↑ 不公平感体感↓	監視強化の誤認、特別扱い反発、処理品質の地域差、異議申立の急増と滞留	滞留ゼロ化だけでは『裏で何かしている』不信が残る。非強制・異議の権利・監査の最小化を同時に明示し、監視誤認と対象外反発を抑える。
PL035_01	36	政策探索	異議・予約の最小入力化＋進捗自動通知	0.60	注意層（制度不信/監視懸念/手続き離脱）＋妊娠中〜産後1年当事者＋現役納税層	副作用圧↓ 政策疲労↓ 手続き到達↑ 制度信頼↑ 不公平感体感↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が上限、SNS不安で誤認増。政策疲労と公平感欠損が離脱を固定化。	不安情報だけ増えるのに、手続きは複雑で待ちが見えず、制度が遠いと感じる。	simplify	スマホ通知	0.14	1	8	副作用圧↓ 政策疲労↓ 手続き到達↑ 制度信頼↑ 不公平感体感↓	重要情報の見落とし、監視強化の誤認、異議申立の急増と滞留	副作用圧100で“制度が怖い/面倒”が最優先ボトルネック。入力と待ちの不確実性を削って離脱を止める。
PL035_02	35	政策探索	監査サンプリングと非強制の要点1枚（財源上限・停止条件付き）	0.50	注意層（監視懸念/対象外感）＋現役納税層＋非婚/非出産選択者	誤解↓ 公平感↑ 制度信頼↑ 対象外反発↓ 財政不安の増幅↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が上限、SNS不安で誤認増。政策疲労と公平感欠損が離脱を固定化。	何が任意で、どこまでが上限で、誰が監査するのかが分からず不信が先に立つ。	explain	自治体	0.08	0	8	誤解↓ 公平感↑ 制度信頼↑ 対象外反発↓ 財政不安の増幅↓	説明過多による疲労再燃、SNSでの切り取り拡散、自治体運用ブレ	SNS不安増幅下では“監視/強制/財政破綻”の誤認が副作用を再点火するため、短文化＋上限制で反射的反発を抑える。
PL036_01	37	政策探索	最小入力の安全弁（重要情報二段階＋代理/代替導線）	0.60	注意層（制度不信/監視懸念/手続き離脱）＋妊娠中〜産後1年当事者＋窓口逼迫地域	副作用圧↓ 政策疲労↓ 手続き到達↑ 制度信頼↑ 不公平感体感↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化。SNS不安で切り取り拡散→政策疲労と監視誤認が再燃。	SNSで不安だけ増え、制度は怖いし面倒で関わりたくない。	amend	スマホ通知	0.16	1	8	副作用圧↓ 政策疲労↓ 手続き到達↑ 制度信頼↑ 不公平感体感↓	重要情報の見落とし、代理/代替が特別扱いに見える反発、異議申立の急増と滞留、個人情報不安	副作用圧100で『簡素化＝取りこぼし/監視』の誤認が致命傷になりやすいため、簡素化に安全弁を付けて離脱と炎上を同時に抑える。
