イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
FB019	14	社会反応	情報過敏の拡大	0.41	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労76.0、公平感欠損58.0、情報過敏33.6	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE014	14	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持、AI監督・炎上鎮火の中途を優先 / さくら在宅ケア株式会社: 新卒は少数継続。資格者・復職者優先、地域紹介を強化 / 桐野市産業雇用課: 採用補助は維持。SNS不安対策の実施を要件化し相談窓口を増設	首都圏業務支援株式会社: 新卒枠が細り不安増、AI運用志向へ早期分化 / さくら在宅ケア株式会社: 不安ケア付き育成で定着は改善。ただし採用枠は狭い / 桐野市産業雇用課: SNS不安で応募躊躇が増えるが、伴走と安全設計で参加を下支え 現役側には 首都圏業務支援株式会社: 監督・説明責任負荷増、再配置と技能更新圧力 / さくら在宅ケア株式会社: 負担軽減で離職抑制。賃上げは弱く不満は残る / 桐野市産業雇用課: 審査AI拡大で説明責任負荷が増えるが、再配置支援で離職を抑制
PL013_01	14	政策探索	統合フロー誤振分け救済＋代行強化	0.58	注意層（手続き疲れ・情報過敏）/境界層/デジタル弱者/窓口職員	政策疲労↓ 対象外感↓ 公平感↑ 制度信頼↑ 生活防衛↑	LLM政策探索/構造持続あり	日本	SNS不安増幅下で副作用圧が限界、説明と運用差が炎上し政策疲労と対象外反発が固定化	どの制度も手続きが怖くて、間違えたら終わりだと思ってしまう
FB020	15	社会反応	生活防衛シフト	0.57	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.6、公平感欠損58.2、生活防衛35.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE015	15	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	東北ライフライン保守株式会社: 新卒枠は維持しつつ縮小容認。中途・協力会社で補完 / 未来通信システム株式会社: 新卒は厳選維持、中途は財務・調達・省エネDCを増枠 / さくら在宅ケア株式会社: 新卒は少数継続。資格者・復職者優先、紹介と兼業連携を強化	東北ライフライン保守株式会社: 応募不安は残るが、見学増と安全重視で定着改善 / 未来通信システム株式会社: 採用厳選で不安は増すが、育成明確化で定着は改善 / さくら在宅ケア株式会社: 育成は続くが負荷が高い。ロボ補助で定着期待、選別不安は残る 現役側には 東北ライフライン保守株式会社: 再配置とAI手順化で負荷減も、習熟負担が増える / 未来通信システム株式会社: コスト・省エネ責任が増え、再学習と職務再編が加速 / さくら在宅ケア株式会社: 賃上げ余地小で不満増。AI省力化と配置転換で負担軽減を図る
PL014_01	15	政策探索	誤振分け救済＋代行ワンストップ強化（統合フロー補修）	0.60	注意層（手続き疲れ・情報過敏）/境界層/デジタル弱者/窓口職員	対象外感↓ 政策疲労↓ 公平感↑ 制度信頼↑ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労76が臨界。追加より誤振分け救済と説明順序で不安連鎖を止める。	申請や説明が複雑で、少しつまずくと置き去りにされる感じがする。
PL014_02	15	政策探索	副作用・申立ての超軽量『先行対話』→要約→月次公開の固定（切り取り耐性付き）	0.55	注意層（不安増幅・手続き疲れ）/対象外反発が強い層/申立て利用者/窓口職員	不安増幅↓ 政策疲労↓ 申立て品質↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労76が臨界。追加より誤振分け救済と説明順序で不安連鎖を止める。	毎月の情報が怖くて追えないから、先に相談できて要点だけ知りたい。
FB021	16	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.2、公平感欠損57.1、生活防衛38.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE016	16	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は運行・設備保全を最小維持、中途と外注比率を増す / 東北ライフライン保守株式会社: 新卒は維持寄りだが縮小継続。中途比率を上げ補完 / 桐野市産業雇用課: 採用補助は維持。原資圧縮し定着・SNS不安対応を条件化	関東広域ロジスティクス株式会社: 新卒枠が細り不安増、現場AI運用スキルの価値は上がる / 東北ライフライン保守株式会社: 採用枠縮小で競争不安。技能継承と安全教育で定着は改善 / 桐野市産業雇用課: 支援は残るが選別感増。定着重視で安心は一部回復 現役側には 関東広域ロジスティクス株式会社: 配置転換と再訓練が増え、説明不足だと不信が拡大しやすい / 東北ライフライン保守株式会社: 配置転換とAI補助で負担は軽減も、変化疲れと再学習圧が増す / 桐野市産業雇用課: 再配置とAI活用が前提化。負担増も救済線で離職抑制
PL015_01	16	政策探索	副作用監査・異議申立ての一体化（非強制・要点返信）	0.62	注意層（手続き疲れ・不安増幅）/境界層/対象外反発が強い層/窓口職員	政策疲労↓ 制度信頼↑ 公平感↑ 不安増幅↓ 申立て品質↑	LLM政策探索/構造持続あり	日本	副作用懸念が最大化し、手続き疲れと公平感欠損が政策疲労を固定化している	制度は増えるのに、困った時に誰もちゃんと聞いてくれない感じがする。
PL016_02	16	政策探索	申立て一体化の要点返信SLA＋遅延の非強制説明	0.52	申立て利用者/注意層（不安増幅）/対象外反発が強い層/窓口職員	不安増幅↓ 政策疲労↓ 制度信頼↑ 申立て品質↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用懸念が飽和し、手続き疲れと自治体差が公平感を削って制度不信が固定化しつつある	申立てしても返事が遅いと、最初から無理だと思って黙るしかなくなる
FB022	17	社会反応	生活防衛シフト	0.71	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.5、公平感欠損57.4、生活防衛43.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE017	17	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は公共・省エネDC・法務を増枠 / 首都圏業務支援株式会社: 新卒は最小維持、顧客折衝できる中途を厳選 / 桐野市産業雇用課: 採用補助は絞り維持。定着・不安ケア・技能更新を条件化	未来通信システム株式会社: 採用厳選で不安増、対話・法務系の学習価値が上昇 / 首都圏業務支援株式会社: 新卒枠が細り不安増、AI運用寄りの育成が主流 / 桐野市産業雇用課: 採用枠縮小で不安増。実習導線で地元定着は底支え 現役側には 未来通信システム株式会社: 監査対応と再訓練負荷増、雇用維持で転職圧は緩む / 首都圏業務支援株式会社: 再学習と顧客対応負荷が増え、離職圧力も上がる / 桐野市産業雇用課: 配置転換と再学習が増える。相談窓口で離職連鎖を抑制
PL015_02	17	政策探索	社会維持活動の小口nat報酬（ケア・地域維持の可視化）	0.52	ケア併走層/参加不規則層/単身・非正規の生活防衛弱い層/地域の支援者	生活防衛↑ 公平感↑ 希望不足↓ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり	日本	副作用懸念が最大化し、手続き疲れと公平感欠損が政策疲労を固定化している	頑張っても生活が守られず、社会に必要とされている実感が薄い。
PL016_01	17	政策探索	全国最小仕様の統合フロー＋自治体差の見える化	0.62	注意層（手続き疲れ）/境界層/デジタル弱者/窓口職員	政策疲労↓ 公平感↑ 対象外感↓ 制度信頼↑ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用懸念が飽和し、手続き疲れと自治体差が公平感を削って制度不信が固定化しつつある	手続きが地域で違いすぎて、頑張っても報われない感じがする
WE024	17	世界イベント	地政学SNS不安拡散の悪化	0.65	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ17: 財政圧力が82.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は23.1。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB023	18	社会反応	生活防衛シフト	0.46	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労78.6、公平感欠損59.1、生活防衛29.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE018	18	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は公共・監査・省エネDC増枠 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝を優先 / 関東広域ロジスティクス株式会社: 新卒は運行・保全の最小維持、中途・外注は需給見て増減	未来通信システム株式会社: 採用厳選で不安増、対話訓練が心理負荷を緩和 / 首都圏業務支援株式会社: 新卒枠縮小で不安増、監査運用スキルが評価軸に / 関東広域ロジスティクス株式会社: 採用枠狭さと不安増、短期資格で入口は残る 現役側には 未来通信システム株式会社: 監査・コスト設計へ再学習圧、転換機会は増える / 首都圏業務支援株式会社: 不安対応と再配置が常態化、品質責任の負荷が増す / 関東広域ロジスティクス株式会社: 現場は省力化と再訓練負荷、転属不安が続く
PL017_01	18	政策探索	申立て一体化の『要点返信＋次の一手』二層説明	0.62	注意層（手続き疲れ・不安増幅）/対象外反発が強い層/申立て利用者/窓口職員	政策疲労↓ 不安増幅↓ 制度信頼↑ 公平感↑ 申立て品質↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労75.5が臨界。増やすより、説明・申立て・対象条件の歪みを整えないと反発が固定化。	制度が何をしてくれるかより、結局自分は対象外で放置される気がして疲れている。
PL017_02	18	政策探索	社会維持nat報酬の『参加困難者救済枠』追加（非強制）	0.58	参加できない層（病気・障害・重いケア・孤立）/ケア併走層/単身・非正規の生活防衛弱い層	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労75.5が臨界。増やすより、説明・申立て・対象条件の歪みを整えないと反発が固定化。	動けない事情があるときに『何もしてない側』にされるのが一番きつい。
WE025	18	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE026	18	世界イベント	地政学SNS不安拡散の高止まり	0.70	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE027	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB024	19	社会反応	生活防衛シフト	0.47	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労80.8、公平感欠損60.4、生活防衛29.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB025	19	社会反応	情報過敏の拡大	0.28	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労80.8、公平感欠損60.4、生活防衛29.9	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE019	19	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝とAI運用 / 桐野市産業雇用課: 採用補助は更に絞る。定着・相談同意・技能更新を必須 / 未来通信システム株式会社: 新卒は厳選維持、中途は公共・監査・省エネDCを増枠	首都圏業務支援株式会社: 新卒枠が細り選別不安増、監督/対人役の伸びしろ拡大 / 桐野市産業雇用課: 補助縮小で不安増。実習と相談導線が定着を下支え / 未来通信システム株式会社: 厳選採用で不安増、透明な育成で納得感を補強 現役側には 首都圏業務支援株式会社: 再配置と再学習負荷増、外注/非正規に不安と調整集中 / 桐野市産業雇用課: 再配置・技能更新の負担増。救済窓口が心理的安全を補完 / 未来通信システム株式会社: 再訓練負荷増も、配置転換で雇用不安を抑える
PL018_01	19	政策探索	申立て二層返信の先行固定＋通知間引き	0.60	注意層（不安増幅・手続き疲れ）/申立て利用者/窓口職員	政策疲労↓ 不安増幅↓ 制度信頼↑ 申立て品質↑ 公平感↑	LLM政策探索/構造持続あり	日本	政策疲労と副作用圧が限界。説明過多と対象外感が公平感を毀損。	制度の情報が多すぎて、結局どこに相談すればいいのか分からない。
PL018_02	19	政策探索	社会維持nat報酬の参加困難者救済枠（自動・非強制）	0.55	参加できない層（病気・障害・重いケア・孤立）/単身・非正規の生活防衛弱い層/ケア併走層	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	政策疲労と副作用圧が限界。説明過多と対象外感が公平感を毀損。	頑張りたくても参加できない時に、見捨てられている感じが一番きつい。
FB026	20	社会反応	生活防衛シフト	0.33	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損58.0、情報過敏31.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB027	20	社会反応	情報過敏の拡大	0.37	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損58.0、情報過敏31.7	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE020	20	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は信頼・監査人材を厚め / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝とAI運用を優先 / 関東広域ロジスティクス株式会社: 新卒は現場監督候補を絞り維持、中途・外注で繁忙を吸収	未来通信システム株式会社: 採用の厳選で不安増、研修の安心支援が重要化 / 首都圏業務支援株式会社: 採用枠は細り不安増、監査・対人対応型の育成が増える / 関東広域ロジスティクス株式会社: 現場起点の成長機会は残るが、選別感と将来不安が増える 現役側には 未来通信システム株式会社: 説明責任業務が増え、再訓練と負荷が上がる / 首都圏業務支援株式会社: 配置転換と再学習圧力が上がり、外注側へ不安が波及 / 関東広域ロジスティクス株式会社: 配置転換と技能更新が常態化し、心理負荷と離職懸念が増す
PL019_01	20	政策探索	通知・手続きの一本化ダイジェスト（既存施策の間引き統合）	0.50	注意層（手続き疲れ・不安増幅）/申立て利用者/デジタル弱者/窓口職員	政策疲労↓ 不安増幅↓ 手続き負荷↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	政策疲労と副作用圧が極大。通知・手続き過多と対象外感が不信を増幅し、財政圧力下で分断が進行。	結局何をすればいいのか通知が多すぎて、やる前に諦めたくなる。
PL019_02	20	政策探索	副作用・異議申立の独立ミニ監査＋財源・判断基準の非強制要約	0.55	対象外反発が強い層/注意層（不信・不安増幅）/申立て利用者/窓口職員	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 財政不安↓	LLM政策探索/構造持続あり	日本	政策疲労と副作用圧が極大。通知・手続き過多と対象外感が不信を増幅し、財政圧力下で分断が進行。	どうして自分が対象外なのかと、どこに不満を出せるのかが分からない。
WE028	20	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ20: SNS不安増幅が81.0。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は24.5。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB028	21	社会反応	生活防衛シフト	0.34	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.9、公平感欠損57.1、情報過敏26.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB029	21	社会反応	情報過敏の拡大	0.27	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労73.9、公平感欠損57.1、情報過敏26.2	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE021	21	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	桐野市産業雇用課: 採用補助は重点業種へ絞る。定着・再訓練を必須化 / 未来通信システム株式会社: 新卒は厳選継続、中途は監査・省エネDC運用を増員 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝とAI運用を優先	桐野市産業雇用課: 採用枠は絞るが研修厚化で定着は改善。選別不安は残る / 未来通信システム株式会社: 採用は狭まり不安増、監査・運用系の学習需要は増える / 首都圏業務支援株式会社: 新卒枠は残るが即戦力圧が増し、育成負荷は軽減 現役側には 桐野市産業雇用課: 再配置と再学習負担増。失職回避は進むが疲弊リスク / 未来通信システム株式会社: 再配置と再学習が常態化、証跡業務の負荷と安心が同時に増す / 首都圏業務支援株式会社: 監査・顧客折衝へ再配置、説明責任と再学習負担が上昇
PL020_01	21	政策探索	申立て・監査要約をダイジェスト同梱（1画面化）	0.58	注意層（不安増幅・手続き疲れ）/対象外反発が強い層/申立て利用者/窓口職員	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧が最大で政策疲労も高止まり。SNS不安増幅下で手続き・説明負荷が信頼を削る。	制度の話が多すぎて、結局どれが自分に関係あるのか分からず不安だけ増える。
PL020_02	21	政策探索	社会維持nat報酬の参加困難者枠を“自動優先”へ（非強制・異議申立直結）	0.52	参加できない層（病気・障害・重いケア・孤立）/単身・非正規の生活防衛弱い層/ケア併走層	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が最大で政策疲労も高止まり。SNS不安増幅下で手続き・説明負荷が信頼を削る。	頑張れない事情があるだけで置いていかれる感じがして、制度を見るほど疲れる。
PL021_01	21	政策探索	社会維持nat報酬の新規拡張を一時停止（運用負荷凍結）	0.42	注意層（不信・疲労）/窓口職員/対象外反発が強い層	政策疲労↓ 現場負荷↓ 不正・水増し認知↓ 副作用圧↓	LLM政策探索/構造持続あり	日本	副作用圧94と政策疲労74が突出。追加より「減らす/まとめる/異議導線」を強化し不信の増幅を止める。	新しい制度が増えるほど追いつけず、結局だれが得しているのか分からない。
FB030	22	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.4、公平感欠損56.1、生活防衛42.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は危機広報・セキュリティ増員 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は顧客折衝・監査・AI運用を優先 / 関東広域ロジスティクス株式会社: 新卒は現場監督候補に限定継続。中途・外注増	未来通信システム株式会社: 不安増で安定志向が強まり、配属の透明性要求が高まる / 首都圏業務支援株式会社: 採用枠の狭さと即戦力要求で不安増、対人対応スキルの価値上昇 / 関東広域ロジスティクス株式会社: 監督候補は機会維持、一般職は不安増と選別感 現役側には 未来通信システム株式会社: 危機対応と説明責任が増え、再学習と心理負荷が上がる / 首都圏業務支援株式会社: 説明責任と再教育負荷が増、外注調整で雇用不安も波及 / 関東広域ロジスティクス株式会社: 現場は省人化で再配置圧、運用・保守スキル需要増
PL021_02	22	政策探索	異議申立・監査ダイジェストを最上段固定（1画面・次の一手付）	0.60	注意層（不安増幅・手続き疲れ）/対象外反発が強い層/申立て利用者	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧94と政策疲労74が突出。追加より「減らす/まとめる/異議導線」を強化し不信の増幅を止める。	困った時にどこに言えばいいかが最初に見えれば、少しは安心して手続きを続けられる。
WE029	22	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮、ロシア	ステップ22: SNS不安増幅が79.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は25.9。	北朝鮮、ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB031	23	社会反応	生活防衛シフト	0.51	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労74.4、公平感欠損56.9、生活防衛32.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は調達・審査・セキュリティ増員 / さくら在宅ケア株式会社: 新卒は少数継続。資格者・復職者・経験中途を優先、紹介強化 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は低計算運用と説明対応を優先	未来通信システム株式会社: 学習機会格差が拡大し、採用選別不安が強まる / さくら在宅ケア株式会社: 現場負担は軽減も、SNS不安で離職・転職迷いが増えやすい / 首都圏業務支援株式会社: 新卒枠は細り、AI運用・説明力の早期獲得が重要化 現役側には 未来通信システム株式会社: 審査・運用職へ再学習圧力、配置転換の摩擦が増える / さくら在宅ケア株式会社: 業務標準化で負担減。ただしAI運用習得と感情労働が増える / 首都圏業務支援株式会社: 説明責任と監査業務が増え、再学習と負荷が上昇
PL022_01	23	政策探索	副作用監査の「根拠カード」化＋反証導線	0.60	注意層（不信・不安増幅）/対象外反発が強い層/申立て利用者/窓口職員	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労73が最優先。給付拡大より、根拠提示・異議申立・条件調整で反発と不信を止血。	制度が自分を落とす理由が見えず、直せる道もなく、ただ不安だけが積み上がっている。
WE030	23	世界イベント	半導体・計算資源制約の悪化	0.51	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ23: SNS不安増幅が82.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.9。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB032	24	社会反応	生活防衛シフト	0.82	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.8、公平感欠損58.2、生活防衛49.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途はセキュリティ・供給網を増員 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は説明・監査・運用を優先採用 / さくら在宅ケア株式会社: 新卒少数継続。資格者・復職者・経験中途を優先し紹介強化	未来通信システム株式会社: 選別不安が増す一方、運用設計型の成長機会が増える / 首都圏業務支援株式会社: 安心設計の業務で入口は残るが、即戦力圧力は強い / さくら在宅ケア株式会社: 不安増で離職リスク。支援厚めの職場は定着、採用競争は厳化 現役側には 未来通信システム株式会社: 不安増幅で疲労が蓄積、監査・運用負荷と再学習圧力が上昇 / 首都圏業務支援株式会社: 説明責任と監査負荷が増え、再学習と精神負荷が上昇 / さくら在宅ケア株式会社: 慢性負荷で疲弊。省力化が進む一方、ケア品質責任の重さが増す
PL022_02	24	政策探索	既存制度の対象条件を「参加可否」から「生活防衛リスク」基準へ再整理	0.55	境界層/単身・非正規の生活防衛弱い層/参加困難者（病気・障害・重いケア・孤立）/対象外反発が強い層	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労73が最優先。給付拡大より、根拠提示・異議申立・条件調整で反発と不信を止血。	頑張れるかどうかで裁かれる感じがつらく、生活が崩れそうかどうかで見てほしい。
PL023_01	24	政策探索	通知・手続きの「重要度3段＋週次まとめ」標準化	0.62	注意層（手続き疲れ・不安増幅）/デジタル弱者/申立て利用者/窓口職員	政策疲労↓ 不安増幅↓ 情報過多↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が限界域で、説明・監査は進んだが政策疲労と不安増幅が残存。	大事かどうか分からない通知が多く、結局なにも信じられない感じがする。
PL023_02	24	政策探索	参加困難者枠の「自己申告＋軽量反証」化（根拠カード直結）	0.58	参加困難者（病気・障害・重いケア・孤立）/対象外反発が強い層/窓口職員	対象外感↓ 公平感↑ 二極化↓ 副作用圧↓ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が限界域で、説明・監査は進んだが政策疲労と不安増幅が残存。	助けが必要でも手続きで削られる気がして、申請する前に諦めてしまう。
WE031	24	世界イベント	地政学SNS不安拡散の高止まり	0.75	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ24: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.5。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE032	24	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.5。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB033	25	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.6、公平感欠損57.9、生活防衛42.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途は監査・説明・運用を厚め / 関東広域ロジスティクス株式会社: 新卒は監督候補を最小維持。中途・外注で穴埋め継続 / 未来通信システム株式会社: 新卒は少数精鋭継続、中途は信頼・運用を厚め	首都圏業務支援株式会社: 説明・監査型の入口は増えるが採用枠は狭い / 関東広域ロジスティクス株式会社: 採用絞りで不安増。標準化・運用技能で早期戦力化は進む / 未来通信システム株式会社: 選別不安が増幅、安心できる育成枠が価値化 現役側には 首都圏業務支援株式会社: 監査責任と再配置が増え、離職不安も上がる / 関東広域ロジスティクス株式会社: 現場に不安波及。運用改善と配置転換で負荷増も雇用は維持寄り / 未来通信システム株式会社: 説明責任・監査対応の負荷増、再学習圧が上昇
