イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文	planner_action	delivery_channel	budget_cost_0to1	implementation_lag_steps	duration_steps	expected_effect	side_effect_watchpoints	adjustment_reason
PL019_01	20	政策探索	通知・手続きの一本化ダイジェスト（既存施策の間引き統合）	0.50	注意層（手続き疲れ・不安増幅）/申立て利用者/デジタル弱者/窓口職員	政策疲労↓ 不安増幅↓ 手続き負荷↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	政策疲労と副作用圧が極大。通知・手続き過多と対象外感が不信を増幅し、財政圧力下で分断が進行。	結局何をすればいいのか通知が多すぎて、やる前に諦めたくなる。	simplify	スマホ通知	0.10	1	8	政策疲労↓ 不安増幅↓ 手続き負荷↓ 制度信頼↑ 公平感↑	重要連絡の見落とし、自治体差による運用品質のばらつき、定型化への反発	政策疲労80.8と情報過多が先にボトルネック化しており、新規施策追加より『受け取り負荷』を先に下げないと副作用が累積するため。
PL019_02	20	政策探索	副作用・異議申立の独立ミニ監査＋財源・判断基準の非強制要約	0.55	対象外反発が強い層/注意層（不信・不安増幅）/申立て利用者/窓口職員	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 財政不安↓	LLM政策探索/構造持続あり	日本	政策疲労と副作用圧が極大。通知・手続き過多と対象外感が不信を増幅し、財政圧力下で分断が進行。	どうして自分が対象外なのかと、どこに不満を出せるのかが分からない。	amend	自治体	0.18	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 財政不安↓	監視強化に見える強制感、公開要約の切り取り炎上、回答遅延による失望	side_effect_pressureが100.0で、既存の二層返信だけでは『納得の根拠』が不足しやすい。財政圧力80.7の局面では、基準と財源の要点を短く示し、独立レビューで不信を抑える必要があるため。
PL020_01	21	政策探索	申立て・監査要約をダイジェスト同梱（1画面化）	0.58	注意層（不安増幅・手続き疲れ）/対象外反発が強い層/申立て利用者/窓口職員	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧が最大で政策疲労も高止まり。SNS不安増幅下で手続き・説明負荷が信頼を削る。	制度の話が多すぎて、結局どれが自分に関係あるのか分からず不安だけ増える。	sequence	スマホ通知/自治体	0.14	1	8	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	重要連絡の見落とし、定型化への反発、公開要約の切り取り炎上、情報過多の再燃	副作用圧100で『説明不足/不透明』が燃料化しているため、通知一本化に監査・判断基準・財源要約を同梱し、探させない順序に変える。
PL020_02	21	政策探索	社会維持nat報酬の参加困難者枠を“自動優先”へ（非強制・異議申立直結）	0.52	参加できない層（病気・障害・重いケア・孤立）/単身・非正規の生活防衛弱い層/ケア併走層	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が最大で政策疲労も高止まり。SNS不安増幅下で手続き・説明負荷が信頼を削る。	頑張れない事情があるだけで置いていかれる感じがして、制度を見るほど疲れる。	amend	相談窓口/自治体	0.22	1	8	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 制度信頼↑ 政策疲労↓	不正・水増し認知、認定側負荷の増加、『働け』圧としての誤読、逆に対象外反発が再燃	公平感欠損と政策疲労の主因が『参加できないのに評価される社会』の誤読なので、救済枠を前面に出し、申立てと直結して“外されない設計”を先に固める。
PL021_01	21	政策探索	社会維持nat報酬の新規拡張を一時停止（運用負荷凍結）	0.42	注意層（不信・疲労）/窓口職員/対象外反発が強い層	政策疲労↓ 現場負荷↓ 不正・水増し認知↓ 副作用圧↓	LLM政策探索/構造持続あり	日本	副作用圧94と政策疲労74が突出。追加より「減らす/まとめる/異議導線」を強化し不信の増幅を止める。	新しい制度が増えるほど追いつけず、結局だれが得しているのか分からない。	pause	自治体	0.00	0	4	政策疲労↓ 現場負荷↓ 不正・水増し認知↓ 副作用圧↓	生活防衛の穴、支援打ち切り誤解、『やっぱり撤回』不信	財政圧力79と副作用圧94の局面で、拡張は二極化と炎上を増やしやすい。まず運用を守り、異議導線を確実化する。
PL021_02	22	政策探索	異議申立・監査ダイジェストを最上段固定（1画面・次の一手付）	0.60	注意層（不安増幅・手続き疲れ）/対象外反発が強い層/申立て利用者	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧94と政策疲労74が突出。追加より「減らす/まとめる/異議導線」を強化し不信の増幅を止める。	困った時にどこに言えばいいかが最初に見えれば、少しは安心して手続きを続けられる。	sequence	スマホ通知	0.16	1	8	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	重要連絡の見落とし、定型化への反発、切り取り炎上、情報過多の再燃	注意層88.6%で『増えた施策』より『納得できる出口』が不足。異議→要点返信→次の一手を先に見せ、通知間引きと整合させて疲労を下げる。
PL022_01	23	政策探索	副作用監査の「根拠カード」化＋反証導線	0.60	注意層（不信・不安増幅）/対象外反発が強い層/申立て利用者/窓口職員	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労73が最優先。給付拡大より、根拠提示・異議申立・条件調整で反発と不信を止血。	制度が自分を落とす理由が見えず、直せる道もなく、ただ不安だけが積み上がっている。	amend	スマホ通知	0.18	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	切り取り炎上、定型化不信、現場ボトルネック固定、監視強化に見える強制感	副作用圧が天井で、何を根拠にどう直すかが見えない不信が疲労と反発を増幅。短文の根拠提示と反証ルートを最短で整える。
PL022_02	24	政策探索	既存制度の対象条件を「参加可否」から「生活防衛リスク」基準へ再整理	0.55	境界層/単身・非正規の生活防衛弱い層/参加困難者（病気・障害・重いケア・孤立）/対象外反発が強い層	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労73が最優先。給付拡大より、根拠提示・異議申立・条件調整で反発と不信を止血。	頑張れるかどうかで裁かれる感じがつらく、生活が崩れそうかどうかで見てほしい。	simplify	自治体	0.22	2	10	対象外感↓ 公平感↑ 二極化↓ 生活防衛↑ 政策疲労↓	水増し・不正認知、線引き不満の再燃、説明コスト増、現場負荷の再増	財政圧力が高い局面で拡大は逆効果になりやすい一方、現状は線引きが「働け圧/参加圧」に見え反発を生む。基準を生活防衛リスクへ寄せ、対象外反発と二極化を同時に抑える。
PL023_01	24	政策探索	通知・手続きの「重要度3段＋週次まとめ」標準化	0.62	注意層（手続き疲れ・不安増幅）/デジタル弱者/申立て利用者/窓口職員	政策疲労↓ 不安増幅↓ 情報過多↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が限界域で、説明・監査は進んだが政策疲労と不安増幅が残存。	大事かどうか分からない通知が多く、結局なにも信じられない感じがする。	simplify	スマホ通知	0.14	1	8	政策疲労↓ 不安増幅↓ 情報過多↓ 制度信頼↑	重要連絡の見落とし、定型化不信、自治体運用差	SNS不安増幅下で“通知の多さ自体”が副作用化しており、施策追加より受け取り負荷の削減が先。
PL023_02	24	政策探索	参加困難者枠の「自己申告＋軽量反証」化（根拠カード直結）	0.58	参加困難者（病気・障害・重いケア・孤立）/対象外反発が強い層/窓口職員	対象外感↓ 公平感↑ 二極化↓ 副作用圧↓ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が限界域で、説明・監査は進んだが政策疲労と不安増幅が残存。	助けが必要でも手続きで削られる気がして、申請する前に諦めてしまう。	amend	自治体	0.22	1	8	対象外感↓ 公平感↑ 二極化↓ 副作用圧↓ 制度信頼↑ 政策疲労↓	不正・水増し認知、認定側ボトルネック、『働け』圧の誤読	救済枠は方向性が良いが、認定負荷と不正疑念が副作用圧を押し上げるため、入口を軽くし反証導線で担保する。
PL024_01	25	政策探索	根拠カード＋申立て導線の最上段統一（週次まとめ同梱）	0.62	注意層（不安増幅・手続き疲れ）/対象外反発層/申立て利用者	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧が極大で不信と政策疲労が臨界。説明と運用差縮小で鎮静化が先。	制度の理由が見えず、SNSの断片情報のほうが真実に見えてしまう。	sequence	スマホ通知	0.16	1	8	政策疲労↓ 不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓	重要連絡の見落とし、切り取り炎上、情報過多の再燃、定型化不信	副作用圧100.0の局面では給付拡張より、根拠と反証の即時提示で不信連鎖を止める必要があるため。
PL024_02	26	政策探索	生活防衛リスク基準への再整理の運用ミニマム共通化（自治体差縮小）	0.58	境界層/単身・非正規の生活防衛弱い層/窓口職員/デジタル弱者	対象外感↓ 公平感↑ 二極化↓ 手続き負荷↓ 政策疲労↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で不信と政策疲労が臨界。説明と運用差縮小で鎮静化が先。	住む自治体で当たり外れがあると感じ、努力しても報われない気分になる。	simplify	自治体	0.22	2	10	対象外感↓ 公平感↑ 二極化↓ 手続き負荷↓ 政策疲労↓ 制度信頼↑	線引き不満の再燃、水増し・不正認知、説明コスト増、現場ボトルネック化	公平感欠損58.2と現場負荷が高い中、自治体ごとの運用差が不信と疲労を増幅しやすいため、既存施策の対象条件を同じ読みで動く形に寄せる。
PL025_01	26	政策探索	根拠カード誤読防止の非強制説明パック	0.60	注意層（不安増幅・手続き疲れ）/対象外反発層/申立て利用者	不安増幅↓ 政策疲労↓ 制度信頼↑ 公平感↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧が飽和し、手続き疲れと公平感欠損がSNS不安で増幅。拡大より誤読防止と運用摩擦低減が急務。	制度は増えるのに自分は対象か分からず、SNSで怖い話だけ回って将来の見通しが立たない。	explain	スマホ通知	0.08	1	8	不安増幅↓ 政策疲労↓ 制度信頼↑ 公平感↑ 対象外反発↓	切り取り炎上、情報過多の再燃、監視強化に見える強制感	副作用圧100.0の局面では、内容の良し悪し以前に『誤読・不信・炎上』が支配的。最小コストで誤解を減らし、申立て導線の安心感を先に作る。
PL025_02	26	政策探索	生活防衛リスク基準の自己申告スコア＋後追い監査（軽量反証）	0.55	境界層/単身・非正規の生活防衛弱い層/参加困難者（病気・障害・重いケア・孤立）/窓口職員	生活防衛↑ 対象外感↓ 二極化↓ 政策疲労↓ 副作用圧↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が飽和し、手続き疲れと公平感欠損がSNS不安で増幅。拡大より誤読防止と運用摩擦低減が急務。	働けるかどうかより、家賃や生活が持つかが不安で、申請が面倒だと諦めてしまう。	simplify	自治体	0.22	1	10	生活防衛↑ 対象外感↓ 二極化↓ 政策疲労↓ 副作用圧↓ 制度信頼↑	不正・水増し認知、線引き不満の再燃、現場ボトルネックの固定	財政圧83.1・政策余力21.5の下で拡大は逆効果になりやすい。『自己申告→軽量反証→ランダム後追い監査』で、救済速度と納得可能性を両立し、窓口負荷と不正認知を抑える。
PL026_01	27	政策探索	自己申告スコアの根拠公開＋境界層の異議申立ワンセット	0.60	境界層/対象外反発が強い層/申立て利用者/窓口職員	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労75.7が最優先。基準変更は進んだがSNS不安下で誤読・不正認知が再燃しやすい。	基準が見えず、落ちた理由も直し方も分からないのに叩かれる空気だけが強い。	amend	自治体	0.20	1	10	副作用圧↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	不正・水増し認知の逆噴射、基準公開の切り取り炎上、現場ボトルネック固定、線引き不満の再燃	生活防衛リスク基準への移行局面は『恣意的』に見えやすい。根拠と反証導線を同時に出し、誤読と不信の増幅を止める。
PL026_02	26	政策探索	拡張停止を維持しつつ『穴の見える化』と補完導線を先出し	0.50	注意層（不信・疲労）/生活防衛が弱い単身・非正規/窓口職員	政策疲労↓ 不安増幅↓ 制度信頼↑ 生活防衛↑（取りこぼし減）	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労75.7が最優先。基準変更は進んだがSNS不安下で誤読・不正認知が再燃しやすい。	止めるなら止めるでいいけど、その間に誰が落ちるのかと、助けの入口だけは見せてほしい。	sequence	スマホ通知	0.12	0	6	政策疲労↓ 不安増幅↓ 制度信頼↑ 生活防衛↑（取りこぼし減）	『撤回』誤解の再燃、情報過多の再燃、補完導線の混雑・待ち時間増、対象外反発の再点火	拡張停止は疲労と副作用には効くが、支援の穴がSNSで増幅されやすい。停止理由・期限・穴の救済ルートを同じ画面で先に固定する。
PL027_01	28	政策探索	基準公開の切り取り耐性パック（非強制・反証付き）	0.62	注意層（不安増幅・手続き疲れ）/対象外反発層/境界層	不安増幅↓ 政策疲労↓ 公平感↑ 制度信頼↑ 副作用圧↓	LLM政策探索/構造持続あり	日本	副作用圧が極大のまま、基準公開が切り取り炎上→不信と疲労が固定化。	SNSで『また条件が変わった、どうせ自分は対象外』が回っていて何を信じていいか分からない。	explain	スマホ通知	0.14	1	6	不安増幅↓ 政策疲労↓ 公平感↑ 制度信頼↑ 副作用圧↓	情報過多の再燃、基準の断片拡散（炎上）、監視強化に見える強制感	SNS不安増幅が高く、基準公開の誤読が副作用圧100を固定しているため、反証導線と“強制しない説明”で先に鎮火させる。
PL027_02	28	政策探索	申立・監査の負荷分散（境界層の先行救済スロット化）	0.58	申立て利用者/境界層/窓口職員/デジタル弱者	現場ボトルネック↓ 待ち時間↓ 政策疲労↓ 対象外反発↓ 生活防衛↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が極大のまま、基準公開が切り取り炎上→不信と疲労が固定化。	困っても窓口が混んでいて詰む気がして、申請する前に諦めてしまう。	simplify	自治体	0.22	1	8	現場ボトルネック↓ 待ち時間↓ 政策疲労↓ 対象外反発↓ 生活防衛↑ 制度信頼↑	先行救済への不公平感、不正・水増し認知、窓口の形骸化（押し戻し）	申立・監査の集中が“手続き地獄”として疲労を増幅するため、境界層を優先して短時間で暫定保護→後追い精査の順にして離脱と炎上を止める。
PL028_01	29	政策探索	先行救済スロットの配分ルール公開＋軽量反証セット	0.62	境界層/申立て利用者/対象外反発層/窓口職員/デジタル弱者	待ち時間↓ 副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で不安増幅と政策疲労が固定化、境界層の不公平感が再点火しやすい	頑張っても線引きで外される不安が強く、手続きも情報も多すぎて諦めが先に来る	amend	自治体	0.22	1	8	待ち時間↓ 副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	先行救済への不公平感、不正・水増し認知、現場ボトルネック固定、切り取り炎上	副作用圧100.0・政策疲労78.0の局面では新施策追加より、申立て導線の『不公平に見える』点を先に塞いで炎上と疲労の再増幅を止める必要がある
PL028_02	30	政策探索	社会維持活動nat報酬×ケア・学び直し束ね直し（地域パイロット）	0.54	生活防衛が弱い単身・非正規/若年の雇用不安層/家族形成の前に詰まるケア負担層/孤立リスク層	生活防衛↑ 未来経路↑ 二極化↓ 制度信頼↑ 希望不足↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が極大で不安増幅と政策疲労が固定化、境界層の不公平感が再点火しやすい	仕事も先も不安で、学び直しやケアをしても報われない感覚が強く、地域に残る理由が見えない	add	地域	0.35	2	10	生活防衛↑ 未来経路↑ 二極化↓ 制度信頼↑ 希望不足↓ 政策疲労↓	参加できない層の対象外感、現場負荷の偏り、不正・水増し認知、強制感の誤読	雇用不安83.8と財政圧85.6下では現金給付拡大より、地域維持・ケア・学び直しを『役割と報酬』で再設計し、若年の将来経路と生活防衛を同時に支える方が副作用と疲労を抑えやすい
PL029_01	30	政策探索	基準・反証・申立の三点セットを週次まとめ最上段に統合	0.60	注意層（不安増幅・手続き疲れ）/境界層/対象外反発層/デジタル弱者	政策疲労↓ 不安増幅↓ 情報過多↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり	日本	不安増幅下で副作用圧が飽和し、基準公開・救済の正当性説明が追いつかず政策疲労が固定化。	制度の話が多すぎて、何を見れば自分が守られるのか分からず不安だけが増える。	sequence	スマホ通知	0.16	1	8	政策疲労↓ 不安増幅↓ 情報過多↓ 公平感↑ 制度信頼↑ 対象外反発↓	重要連絡の見落とし、定型化不信、切り取り炎上、情報過多の再燃	施策追加よりも、既存の基準公開・軽量反証・申立導線を一つの最短経路に束ねて『理解コスト』を先に下げないと副作用圧が下がらないため。
PL029_02	30	政策探索	副作用監査＋是正ログの月次公開（非強制・異議申立連動）	0.55	注意層/境界層/対象外反発層/申立て利用者/窓口職員	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓（『直している』可視化）	LLM政策探索/構造持続あり	日本	不安増幅下で副作用圧が飽和し、基準公開・救済の正当性説明が追いつかず政策疲労が固定化。	失敗しても直る仕組みが見えないと、制度は怖くて頼れない。	add	自治体	0.22	1	8	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓（『直している』可視化）	監視強化に見える強制感、現場負荷の再増、不正・水増し認知の逆噴射、基準断片の炎上	副作用圧100%の局面では、給付設計そのものより『誤作動を認めて直す仕組み』の可視化が分断・不信・疲労の上限を下げるため。
PL030_01	31	政策探索	最上段週次まとめの重要度フィルタ＋個別化ダイジェスト	0.52	注意層（不安増幅・手続き疲れ）/境界層/デジタル弱者/対象外反発層	政策疲労↓ 情報過多↓ 不安増幅↓ 見落とし↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で政策疲労も高い。新規拡大より情報負荷の減衰と参加不能層の穴埋めが先。	通知が多すぎて何が大事か分からず、制度は結局自分には関係ない気がしてくる。	sequence	スマホ通知	0.12	1	8	政策疲労↓ 情報過多↓ 不安増幅↓ 見落とし↓ 制度信頼↑ 公平感↑	重要連絡の見落とし、定型化不信、切り取り炎上、個別化への監視誤読	SNS不安増幅92.0と政策疲労79.0が同時に高く、情報量そのものが副作用化しているため、内容追加ではなく到達設計を先に直す。
PL030_02	32	政策探索	社会維持活動nat報酬パイロットの参加不能層補完（代替クレジット＋免除明確化）	0.58	参加困難者（病気・障害・重いケア・孤立）/単身・非正規の生活防衛弱い層/対象外反発層	対象外感↓ 二極化↓ 生活防衛↑ 制度信頼↑ 政策疲労↓ ケア負担↓	LLM政策探索/構造持続あり	日本	副作用圧が極大で政策疲労も高い。新規拡大より情報負荷の減衰と参加不能層の穴埋めが先。	頑張れない事情があると切り捨てられる気がして、参加の話自体が怖い。	amend	自治体	0.28	2	10	対象外感↓ 二極化↓ 生活防衛↑ 制度信頼↑ 政策疲労↓ ケア負担↓	不正・水増し認知、免除の線引き不満、現場負荷の偏り、強制感の誤読	新規の役割・報酬設計は有効だが、参加できない層が出ると副作用圧100.0が再燃するため、『免除と代替』を先に実装して二極化を抑える。
PL031_01	32	政策探索	社会維持nat報酬の参加困難者ルート（代替貢献/免除）	0.62	病気・障害・重いケア・孤立で参加困難な層／境界層／対象外反発が強い層	対象外感↓ 二極化↓ 公平感↑ 政策疲労↓ 生活防衛↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	SNS不安増幅下で副作用圧100・政策疲労82。新規拡大より“参加できない層”の対象外感と監視誤読を先に潰す局面。	頑張れない事情があると制度から切り捨てられる気がして、将来設計が止まる。	amend	自治体	0.28	1	10	対象外感↓ 二極化↓ 公平感↑ 政策疲労↓ 生活防衛↑ 制度信頼↑	代替ルートの不公平感、不正・水増し認知、強制感の誤読、現場ボトルネック	直近の副作用圧が最大で、地域パイロット（nat報酬）が“参加できない層”を生むと炎上と政策疲労が加速するため、拡大前に免除・代替の正当化を組み込む。
PL031_02	32	政策探索	監査・申立の“月次公開”を要点先出し＋現場負荷キャップ	0.50	注意層（不安増幅・手続き疲れ）／申立て利用者／窓口職員／デジタル弱者	情報過多↓ 政策疲労↓ 不安増幅↓ 制度信頼↑ 副作用圧↓（『直している』の理解↑）	LLM政策探索/構造持続あり	日本	SNS不安増幅下で副作用圧100・政策疲労82。新規拡大より“参加できない層”の対象外感と監視誤読を先に潰す局面。	情報が多すぎて結局何が変わったのか分からず、不安だけが増える。	sequence	スマホ通知	0.20	1	8	情報過多↓ 政策疲労↓ 不安増幅↓ 制度信頼↑ 副作用圧↓（『直している』の理解↑）	重要点の見落とし、監視強化に見える誤読、切り取り炎上、現場負荷の再増	政策疲労が高止まりしており、公開の厚みが“情報過多→不安増幅”を再点火しやすい。先に要点（何を直し、どう申立できるか）を最短で届け、運用負荷を上限管理して信頼の回復を優先する。
PL032_01	33	政策探索	対外発信の一本化（週次1通＋月次要点のみ）	0.62	注意層（不安増幅・手続き疲れ）／境界層／対象外反発層／デジタル弱者	政策疲労↓ 情報過多↓ 不安増幅↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧が最大化し、公平感欠損と政策疲労がSNS不安で増幅。追加より整理・負荷制御が先。	通知が多すぎて何が大事か分からず、結局どれも信じられない。	sequence	スマホ通知	0.18	1	10	政策疲労↓ 情報過多↓ 不安増幅↓ 制度信頼↑ 公平感↑	重要連絡の見落とし、切り取り炎上、監視強化に見える誤読	政策疲労77.0と情報過多43.9が高く、説明増量は逆効果になりやすい。発信頻度と粒度を固定して『見れば足りる』状態を先に作る。
PL032_02	34	政策探索	申立・補完導線のワンフォーム化（3分・1画面）	0.58	境界層／参加困難者（病気・障害・重いケア）／窓口職員／デジタル弱者	待ち時間↓ 取りこぼし↓ 対象外感↓ 政策疲労↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が最大化し、公平感欠損と政策疲労がSNS不安で増幅。追加より整理・負荷制御が先。	困った時ほど手続きが重くて、助けを求める気力が削られる。	simplify	相談窓口	0.22	2	12	待ち時間↓ 取りこぼし↓ 対象外感↓ 政策疲労↓ 制度信頼↑	不正・水増し認知、先行救済への不公平感、窓口ボトルネック再発	副作用圧100.0は『制度の穴』より『手続き摩耗』で増えやすい。参加不能層補完や先行救済の実効性を、入力負荷と窓口負荷の同時削減で担保する。
PL033_01	33	政策探索	新規拡大型の一時停止＋副作用レビュー優先	0.45	注意層（手続き疲れ）/境界層/窓口職員/対象外反発層	政策疲労↓ 副作用圧↓ 制度信頼↑（『直す順番』の納得↑）	LLM政策探索/構造持続あり	日本	不安増幅下で副作用圧100・政策疲労高止まり。拡大より負荷上限と救済導線の統合が先。	また制度が増えるだけで、自分は手続きに飲まれて置き去りになる気がする。	pause	自治体	0.12	0	6	政策疲労↓ 副作用圧↓ 制度信頼↑（『直す順番』の納得↑）	先送り不信、支援打ち切り誤認、切り取り炎上	緩衝余力15.2・財政圧85.7で追加は反発と疲労を増やしやすい。まず『増やさず直す』を明示し副作用処理能力を確保する。
PL033_02	34	政策探索	救済ワンストップ（申立・先行救済・反証）＋現場負荷キャップ強化	0.62	境界層/申立て利用者/デジタル弱者/窓口職員/対象外反発層	副作用圧↓ 政策疲労↓ 公平感↑ 対象外反発↓ 生活防衛↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	不安増幅下で副作用圧100・政策疲労高止まり。拡大より負荷上限と救済導線の統合が先。	困ったときの入口が多すぎて、どこに行っても『違う』と言われる怖さがある。	simplify	相談窓口	0.46	1	10	副作用圧↓ 政策疲労↓ 公平感↑ 対象外反発↓ 生活防衛↑ 制度信頼↑	不正・水増し認知、先行救済への不公平感、現場ボトルネック固定、監視強化に見える誤読	副作用圧100の主因は『線引き×申立×待ち×情報断片』の摩擦。入口を一本化し、先行救済の配分・反証・異議申立を同じ画面/同じ窓口で完結させ、処理量の上限を制度側で宣言して疲労と炎上の燃料を減らす。
PL034_01	35	政策探索	非強制・副作用先出しの3点説明（目的/対象/できない時）	0.58	注意層（不安増幅・手続き疲れ）/対象外反発層/境界層/デジタル弱者	不安増幅↓ 情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が最大化し政策疲労も高止まり。拡大より「誤読と境界の摩擦」を先に減衰させる局面。	制度が何を求めていて、参加できない時にどう扱われるのかが曖昧で、叩かれる未来だけが拡散している。	explain	スマホ通知	0.14	1	6	不安増幅↓ 情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑	切り取り炎上、『監視/強制』誤読、重要連絡の見落とし	SNS不安増幅が高く、既存施策の“意図の誤読”が副作用圧と疲労を増幅。拡大ではなく、非強制性と参加不能時の扱いを先に固定して摩擦を減らす。
PL034_02	36	政策探索	境界層の自動判定・仮適用（後追い反証OK）	0.52	境界層/申立て利用者/窓口職員/非正規・単身の生活防衛弱い層	取りこぼし↓ 待ち時間↓ 公平感↑ 政策疲労↓ 生活防衛↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が最大化し政策疲労も高止まり。拡大より「誤読と境界の摩擦」を先に減衰させる局面。	困っているのに境界で止められるのが一番きつく、申立の気力が尽きる前に一旦守られる仕組みが欲しい。	amend	自治体	0.32	2	8	取りこぼし↓ 待ち時間↓ 公平感↑ 政策疲労↓ 生活防衛↑ 制度信頼↑	不正・水増し認知、先行救済の不公平感、現場ボトルネック固定	副作用圧100は“境界での落下”と“申立コスト”が主因になりやすい。ワンフォーム化の効果を最大化するため、境界層は『まず仮で守る』に寄せ、後追い反証で整合を取る順序へ修正する。
PL035_01	36	政策探索	救済・申立の負荷キャップ先行運用（週次是正要点）	0.62	注意層（不安増幅・手続き疲れ）／境界層／窓口職員／デジタル弱者	政策疲労↓ 副作用圧↓ 情報過多↓ 不安増幅↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で、説明不足と手続き負荷がSNS不安を増幅し政策疲労が固定化。	申請も異議申立ても結局どこで止まるか分からず、説明だけ増えて怖い。	sequence	相談窓口	0.24	1	8	政策疲労↓ 副作用圧↓ 情報過多↓ 不安増幅↓ 制度信頼↑ 公平感↑	重要点の見落とし、監視強化に見える誤読、窓口ボトルネック固定、切り取り炎上	副作用圧100.0の局面では新規追加より、救済導線の詰まりと現場過負荷が不安増幅の核。『直している』を週次で短く示し、処理量上限と優先順位で疲労を先に下げる。
PL035_02	37	政策探索	社会維持nat報酬の線引き明確化＋不正認知対策（参加不能含む）	0.58	単身・非正規/若年の雇用不安層／参加困難者（病気・障害・重いケア）／対象外反発層	対象外感↓ 二極化↓ 公平感↑ 生活防衛↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が極大で、説明不足と手続き負荷がSNS不安を増幅し政策疲労が固定化。	やりたくても無理な時に責められない仕組みが見えないと、制度自体が信用できない。	amend	自治体	0.31	2	12	対象外感↓ 二極化↓ 公平感↑ 生活防衛↑ 制度信頼↑ 政策疲労↓	不正・水増し認知の逆噴射、免除線引き不満、強制感の誤読、現場負荷の偏り	財政圧とSNS不安が高いほど『不正』『ズルい』『強制』の物語が勝ちやすい。参加不能ルートの正当化（代替/免除の理由）と検証可能な最小限の記録・確認で、公平感欠損55.4と疲労70.7を同時に緩める。
