イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE014	14	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は安保/説明力重視で絞り、中途を要所増員 / 北関東精密加工株式会社: 新卒最小枠維持、保全/生技/品質の中途優先 / 首都圏業務支援株式会社: 新卒枠は維持最小。中途は統制・危機窓口を厚く採る	未来通信システム株式会社: 選別不安が増す一方、安保×運用の育成機会は増える / 北関東精密加工株式会社: 採用枠は狭いが技能可視化で成長道筋は明確化 / 首都圏業務支援株式会社: 若手は汎用枠が細り、監督・対応スキル偏重が進む 現役側には 未来通信システム株式会社: 監査対応と省電力運用へ再学習圧が強まり疲弊も増加 / 北関東精密加工株式会社: 配置転換と現場AI/ロボで再学習負荷、雇用は守られやすい / 首都圏業務支援株式会社: 現役は監査責任増と再学習負荷、心理不安への耐性が要る
PL013_01	14	政策探索	共通スクリプトに例外拾いチェック同梱	0.62	自治体窓口・コールバック担当＋対応差で不公平感が強い住民	公平感↑ 制度信頼↑ 政策疲労↓ 炎上誘発↓ 受給漏れ↓	LLM政策探索/通常政策のみ	日本	SNS不安で誤解が増幅し、説明追加が逆に情報過多→政策疲労と不公平感を固定化。	何が正解か分からず、同じ相談でも地域で結果が変わる気がして怖い。
PL014_02	14	政策探索	30秒即応の“根拠付き”統一（上限・対象外理由の可視化）	0.60	対象外反発層・勤労中間層・SNS不安増幅層	制度信頼↑ 公平感↑ 財政不安↓ 対象外反発↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	SNS不安×手続き疲れで政策疲労が臨界、対象外反発と不公平感が固定化。	不安な情報が先に流れ、何を信じて動けばいいか分からない。
FB017	15	社会反応	生活防衛シフト	0.55	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労81.1、公平感欠損61.4、生活防衛34.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB017	15	社会反応	生活防衛シフト	0.55	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労81.1、公平感欠損61.4、生活防衛34.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE015	15	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 財政圧力下でも新卒は厳選継続、中途は安保/運用で補う / 北関東精密加工株式会社: 新卒最小枠維持、保全/生技/品質の中途優先 / 首都圏業務支援株式会社: 新卒は最小維持。中途は監査・統制と顧客折衝を重点採用	未来通信システム株式会社: 選別不安は残るが、説明力重視で納得感はやや改善 / 北関東精密加工株式会社: 採用枠は狭いが育成は標準化で機会維持、不安は残る / 首都圏業務支援株式会社: 新卒枠が狭く、監督業務に偏るが早期に市場価値は付く 現役側には 未来通信システム株式会社: 運用・監査系へ再学習が集中、守りの仕事は増える / 北関東精密加工株式会社: 配置転換と再訓練が増え負荷上昇、解雇不安は抑制 / 首都圏業務支援株式会社: 現場は監査・統制負荷増。再配置と評価基準変更で摩擦
PL014_01	15	政策探索	再提出ゼロ化（情報再利用＋ワンクリック更新）	0.70	注意層（単身・非正規・若年勤労・デジタル弱者）と窓口離脱層	政策疲労↓ 受給漏れ↓ 待ち時間↓ 公平感↑ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安×手続き疲れで政策疲労が臨界、対象外反発と不公平感が固定化。	制度はあるのに申請が面倒で、助けが遠いと感じる。
FB018	16	社会反応	生活防衛シフト	0.40	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.8、公平感欠損59.8、生活防衛26.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB018	16	社会反応	生活防衛シフト	0.40	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.8、公平感欠損59.8、生活防衛26.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE016	16	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保/運用/省電力を増員 / 首都圏業務支援株式会社: 新卒最小維持。中途は統制・折衝＋省人化設計を採用 / 北関東精密加工株式会社: 新卒最小枠維持、保全/生技/品質の中途優先	未来通信システム株式会社: 選別強化で不安増、監査/説明力の習得が差別化に / 首都圏業務支援株式会社: 新卒枠は細り、AI監督スキル前提の選別感が強まる / 北関東精密加工株式会社: 新卒枠は細いが技能×AIで早期戦力化の機会が増える 現役側には 未来通信システム株式会社: 再配置と再学習が常態化、外注減で負荷は一時増 / 首都圏業務支援株式会社: 現場はAI監督・品質責任が増え、精神負荷と再訓練が増す / 北関東精密加工株式会社: 現場は省人化圧と再配置が進み、賃上げ余力は限定的
PL015_01	16	政策探索	同伴・代理の簡易化（デジタル弱者補完）	0.60	単身・非正規・独居高齢・若年勤労のデジタル弱者／窓口離脱層	受給漏れ↓ 待ち時間↓ 政策疲労↓ 公平感↑ 制度信頼↑	LLM政策探索/通常政策のみ	日本	手続き簡素化は進むが、情報過多と対象外反発が残り政策疲労が臨界。	スマホ前提の制度だと感じ、結局できる人だけ得をすると思う。
PL015_02	16	政策探索	通知の週1要約＋緊急だけ即時（通知疲れ制御）	0.50	SNS不安増幅層・勤労中間層・申請疲れ層（注意層中心）	情報過多↓ 政策疲労↓ 誤解拡散↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	手続き簡素化は進むが、情報過多と対象外反発が残り政策疲労が臨界。	政策の告知が多すぎて追えず、どれが自分に関係あるか分からない。
FB019	17	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労78.6、公平感欠損62.2、生活防衛38.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB019	17	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労78.6、公平感欠損62.2、生活防衛38.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE017	17	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保/省電力運用を増員 / 北関東精密加工株式会社: 新卒最小枠維持、品質/保全/生技の中途を厳選採用 / 東京湾岸工科専門学校: 常勤維持。欠員補充は最小、連携・受託人材を厳選採用	未来通信システム株式会社: 選別不安と安定志向が強まり、研修負荷は増える / 北関東精密加工株式会社: 採用枠は細るが、技能可視化で成長速度は上がる / 東京湾岸工科専門学校: 不安増で相談需要↑。PBLで実装経験は伸びるが選別感も残る 現役側には 未来通信システム株式会社: 再配置と再学習が常態化、説明責任業務が増える / 北関東精密加工株式会社: 現場は自動化圧と不安増、保全/改善人材の価値が上がる / 東京湾岸工科専門学校: 再訓練需要↑で受講機会拡大。教職員は負荷増リスク
PL016_01	17	政策探索	統合ロードマップに「減らす数・期限・例外入口」明記	0.60	注意層全体＋対象外反発層＋勤労中間層	政策疲労↓ 情報過多↓ 制度信頼↑ 公平感↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	副作用圧100と政策疲労76.8が限界域。追加より統合・減算と対象外説明不足が主因。	また制度が増えるだけで、結局自分は対象外だと感じて諦めが強まっている。
PL016_02	17	政策探索	勤労中間・対象外向け「既存税控除/給付の一括判定＋自動誘導」	0.55	勤労中間層＋対象外反発層（子育て前の若年勤労含む）	対象外反発↓ 公平感↑ 政策疲労↓ 受給漏れ↓ 財政不安↓	LLM政策探索/通常政策のみ	日本	副作用圧100と政策疲労76.8が限界域。追加より統合・減算と対象外説明不足が主因。	働いても損だと感じるので、何が使えるのか一回で分かり、納得できる理由が欲しい。
WE025	17	世界イベント	地政学SNS不安拡散の悪化	0.57	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ17: 財政圧力が80.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.4。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB020	18	社会反応	制度要求の可視化	0.27	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損60.0、情報過敏26.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB020	18	社会反応	制度要求の可視化	0.27	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損60.0、情報過敏26.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB021	18	社会反応	生活防衛シフト	0.36	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損60.0、情報過敏26.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB021	18	社会反応	生活防衛シフト	0.36	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損60.0、情報過敏26.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB022	18	社会反応	情報過敏の拡大	0.28	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損60.0、情報過敏26.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB022	18	社会反応	情報過敏の拡大	0.28	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労76.1、公平感欠損60.0、情報過敏26.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE018	18	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は安保/省電力運用と営業強化 / 北関東精密加工株式会社: 新卒最小枠維持、保全/生技/品質の中途を厳選 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は統制・監査設計を優先	未来通信システム株式会社: 支援遅れ不信で不安増、技能可視化が就職の軸になる / 北関東精密加工株式会社: 採用枠は細いが、現場×AIの実務機会は増える / 首都圏業務支援株式会社: 新卒枠が細り不安増。AI運用技能の早期獲得は有利 現役側には 未来通信システム株式会社: 再学習と省電力運用負荷が増え、離職不安が高まる / 北関東精密加工株式会社: 現場の再学習圧力と不安が増すが、雇用は守られやすい / 首都圏業務支援株式会社: 監査・統制へ職務転換圧。SNS不安で精神負荷が増える
PL017_01	18	政策探索	一括判定の不確実性表示＋即再判定＋人につなぐ導線	0.60	勤労中間層・対象外反発層（誤判定で不信が増える層）	制度信頼↑ 公平感↑ 対象外反発↓ 政策疲労↓ 受給漏れ↓	LLM政策探索/通常政策のみ	日本	財政圧力下で手続き・説明の積み増しが限界化し、対象外反発と疲労が固定化。	申請しても“対象外”の理由が分からず、国に切り捨てられた気がする。
WE026	18	世界イベント	地政学SNS不安拡散の高止まり	0.65	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ18: 財政圧力が81.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.9。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE027	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: 財政圧力が81.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.9。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB023	19	社会反応	生活防衛シフト	0.76	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労80.3、公平感欠損63.6、生活防衛45.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB023	19	社会反応	生活防衛シフト	0.76	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労80.3、公平感欠損63.6、生活防衛45.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE019	19	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は安保/省電力運用と営業補強 / 北関東精密加工株式会社: 新卒最小枠維持、保全/品質/生技の中途を優先 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は監査設計と運用統制を優先	未来通信システム株式会社: 厳選で不安は残るが、必修スキル明確化で納得感が増す / 北関東精密加工株式会社: 採用枠は狭いが認定で道筋が明確、定着は上向き / 首都圏業務支援株式会社: 新卒枠は残るが即戦力圧で不安。監査スキル志向が強まる 現役側には 未来通信システム株式会社: 再配置と再学習の負荷増、外注減で役割機会は拡大 / 北関東精密加工株式会社: 配置転換と技能再編が増え負荷増、雇用は守られやすい / 首都圏業務支援株式会社: 統制/監査へ再配置圧。外注増で現場負荷と不安が上振れ
PL017_02	19	政策探索	企業経由の週1要約（給与・源泉に連動した最短ナビ）	0.50	忙しい勤労中間層・若年勤労（通知疲れ＋対象外反発予備軍）	情報過多↓ 政策疲労↓ 受給漏れ↓ 公平感↑ 制度信頼↑	LLM政策探索/通常政策のみ	日本	財政圧力下で手続き・説明の積み増しが限界化し、対象外反発と疲労が固定化。	役所に行く時間も気力もなく、会社で分かるなら助かるが監視はされたくない。
PL018_01	19	政策探索	人につなぐ導線の予約・折返し標準化	0.60	誤判定不信・対象外反発で問い合わせ急増しやすい勤労中間層＋窓口離脱寸前層	政策疲労↓ 窓口再混雑↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	財政圧力下で施策増殖が逆効果化し、注意層の政策疲労と対象外反発が固定化している	聞きたいのに繋がらず、制度は結局一部の人だけのものだと感じる
PL018_02	19	政策探索	対象外理由の短文化＋言い換えテンプレ統一	0.45	対象外反発層・SNS不安増幅層（勤労中間層中心）	対象外反発↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	財政圧力下で施策増殖が逆効果化し、注意層の政策疲労と対象外反発が固定化している	『対象外』の一言が刺さって、社会から不要だと言われた気がする
PL019_01	19	政策探索	企業経由ナビの任意化＋一時停止（同意型へ切替準備）	0.60	忙しい勤労中間層・若年勤労／会社経由に強制感を持つ層	強制感↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	施策が積み上がり通知・判定・窓口が再混雑し、対象外反発と政策疲労が増幅。	制度の連絡が多すぎて、会社まで絡むと逃げ場がないと感じる。
FB024	20	社会反応	生活防衛シフト	0.45	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労80.7、公平感欠損63.9、生活防衛29.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB024	20	社会反応	生活防衛シフト	0.45	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労80.7、公平感欠損63.9、生活防衛29.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE020	20	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保/省電力運用とCS強化 / 北関東精密加工株式会社: 新卒最小枠維持、品質/保全/生技の中途優先 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は監査設計・運用統制を優先	未来通信システム株式会社: 選別不安が増す一方、安保/省電力の学習動機が強まる / 北関東精密加工株式会社: 不安下で安定志向強化、育成枠狭さに焦りも / 首都圏業務支援株式会社: 不安増幅で離職・回避が増える一方、監査運用職の需要は上がる 現役側には 未来通信システム株式会社: 不安増幅で離職圧と再訓練需要が上昇、運用負荷も増加 / 北関東精密加工株式会社: 不安拡散で離職/欠勤リスク、技能転換圧が増す / 首都圏業務支援株式会社: 誤答炎上リスクで現場負荷増。統制・監査スキルへの再学習圧が強まる
PL019_02	20	政策探索	対象外理由テンプレに「次の一手」統一（例外入口・再判定・人につなぐ）	0.58	対象外反発層・勤労中間層・SNS不安増幅層（理由で刺さりやすい層）	対象外反発↓ 公平感↑ 政策疲労↓ 制度信頼↑ 受給漏れ↓	LLM政策探索/通常政策のみ	日本	施策が積み上がり通知・判定・窓口が再混雑し、対象外反発と政策疲労が増幅。	対象外と言われた瞬間に終わった気がして、何をすればいいか分からない。
WE028	20	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	ロシア	ステップ20: SNS不安増幅が80.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.9。	ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE029	20	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ20: SNS不安増幅が80.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.9。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
WE030	20	世界イベント	地政学SNS不安拡散の悪化	0.65	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ20: SNS不安増幅が80.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.9。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB025	21	社会反応	生活防衛シフト	0.90	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労83.7、公平感欠損64.9、生活防衛53.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB025	21	社会反応	生活防衛シフト	0.90	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労83.7、公平感欠損64.9、生活防衛53.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE021	21	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選維持、中途は安保/省電力運用とCS中心に継続 / 関東広域ロジスティクス株式会社: 新卒は拠点運営候補に限定維持。中途・協力会社は確保強化 / 北関東精密加工株式会社: 新卒最小枠維持、中途は品質/保全/生技に集中	未来通信システム株式会社: 厳選傾向が続き、安心感は研修と説明で部分回復 / 関東広域ロジスティクス株式会社: 新卒枠が細り選別不安。運用・保守系の実務型機会は増える / 北関東精密加工株式会社: 採用枠は狭いが技能の可視化で成長機会は残る 現役側には 未来通信システム株式会社: 配置転換と再学習が常態化、安保・運用系に需要集中 / 関東広域ロジスティクス株式会社: 事務系に再配置圧力。現場は省力化で負担減も監督責任が増す / 北関東精密加工株式会社: 配置転換と技能再定義が進み、現場の負荷は増減混在
PL020_01	21	政策探索	窓口トリアージ＋予約枠の弱者優先（再混雑防止）	0.58	誤判定不信・対象外反発で問い合わせ急増しやすい勤労中間層／デジタル弱者／窓口離脱寸前層	政策疲労↓ 窓口再混雑↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	政策疲労が極大で、対象外理由がSNS不安と公平感欠損を増幅。増やすより順序・言い方・窓口容量の調整が先。	困ったとき結局つながらない気がして、制度の話を見るほど疲れて不安になる。
PL020_02	21	政策探索	対象外理由の“短文化＋次の一手”を週1要約で統一配信（通知減量）	0.52	対象外反発層・SNS不安増幅層・忙しい勤労中間層（通知疲れ層）	情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	政策疲労が極大で、対象外理由がSNS不安と公平感欠損を増幅。増やすより順序・言い方・窓口容量の調整が先。	支援の話は多いのに自分は対象外に見えて、理由だけ刺さって将来が縮む感じがする。
WE031	21	緩和	エネルギー価格ショックの緩和	0.32	全体	不安↓ 生活予見性↑	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ21: 財政圧力が78.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は28.4。	一部の圧力は和らいでいるが、すぐ安心できるほどの回復かは判断が分かれる。
FB026	22	社会反応	生活防衛シフト	0.91	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労82.2、公平感欠損65.6、生活防衛54.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB026	22	社会反応	生活防衛シフト	0.91	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労82.2、公平感欠損65.6、生活防衛54.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選維持、中途は安保・運用・省電力中心に継続 / 北関東精密加工株式会社: 新卒最小枠維持、中途は保全/生技/品質に絞る / 首都圏業務支援株式会社: 新卒は最小継続。中途は監査設計と顧客折衝を優先	未来通信システム株式会社: 配属差が拡大し不安増、安保・運用志向が強まる / 北関東精密加工株式会社: 少数精鋭化で不安増、技能×AIの成長機会は残る / 首都圏業務支援株式会社: 新卒枠が細り不安増。AI運用素養の学習需要が高まる 現役側には 未来通信システム株式会社: 再配置と監査対応が増え負荷上昇、学び直し圧が続く / 北関東精密加工株式会社: 配置転換と再学習が常態化、雇用維持で安心も残る / 首都圏業務支援株式会社: 監査・折衝へ職務転換圧力。外注調整で不安定感が増す
PL021_01	22	政策探索	やること3つ統一ナビ（判定→例外→人）	0.62	勤労中間層・対象外反発層・申請疲れ層（注意層中心）	政策疲労↓ 対象外反発↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	施策は積み上がる一方で理解・手続き負担が限界、対象外反発と財政不安が増幅し政策疲労が固定化。	制度が多すぎて自分が何をすれば良いか分からず、結局あきらめそうだ。
PL021_02	22	政策探索	窓口トリアージの基準公開＋自治体横並び運用	0.58	デジタル弱者・窓口離脱寸前層・誤判定不信で問い合わせが増えた層	窓口再混雑↓ 政策疲労↓ 弱者取り残し↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	施策は積み上がる一方で理解・手続き負担が限界、対象外反発と財政不安が増幅し政策疲労が固定化。	困っても繋がらないと感じると、制度自体を信用できなくなる。
FB027	23	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労82.1、公平感欠損66.4、生活防衛42.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB027	23	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労82.1、公平感欠損66.4、生活防衛42.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選維持、中途は安保・運用・省電力を優先 / 北関東精密加工株式会社: 新卒最小枠維持、安心訴求。中途は保全/生技/品質に絞る / 関東広域ロジスティクス株式会社: 新卒は拠点運営候補を維持。中途は安全・運用重視で選別	未来通信システム株式会社: 不安増幅で選別恐怖が拡大、安保・運用志向が強まる / 北関東精密加工株式会社: 地域雇用の安心は増えるが、採用枠小で競争不安は残る / 関東広域ロジスティクス株式会社: 雇用不安が増すが、運用技能提示で志望者は安定 現役側には 未来通信システム株式会社: 危機対応・監査対応の負荷増、学習と配置転換が常態化 / 北関東精密加工株式会社: 現場は再配置と技能更新が必須。心理不安に配慮が必要 / 関東広域ロジスティクス株式会社: 現場は負荷増。再配置対象は不安増で説明需要が上昇
PL022_01	23	政策探索	例外入口の混雑抑制（事前質問で分岐）	0.62	勤労中間層・対象外反発層・窓口離脱寸前層	政策疲労↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	施策は整ったが副作用圧100・政策疲労82が残存。対象外反発と窓口混雑再燃が次の火種。	結局どこに行けば早く解決するのか分からず、並ぶだけで消耗している。
PL022_02	23	政策探索	やめる数・期限・財政影響の一枚化（週1）	0.50	注意層全体（SNS不安増幅層・勤労中間層中心）	財政不安↓ 政策疲労↓ 情報過多↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	施策は整ったが副作用圧100・政策疲労82が残存。対象外反発と窓口混雑再燃が次の火種。	何がいつ終わるのか見えず、将来の負担だけ増える気がして不安だ。
WE032	23	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ23: SNS不安増幅が82.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.9。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB028	24	社会反応	生活防衛シフト	0.76	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労82.0、公平感欠損67.8、生活防衛46.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB028	24	社会反応	生活防衛シフト	0.76	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労82.0、公平感欠損67.8、生活防衛46.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒最小枠維持。中途は保全/生技/品質優先、安定訴求強化 / 未来通信システム株式会社: 新卒厳選維持、中途は安保・運用・省電力を優先 / 首都圏業務支援株式会社: 新卒は最小継続。中途は危機窓口設計と顧客説明を優先	北関東精密加工株式会社: 不安下でも安定枠は評価。ただし採用枠は狭く競争感が残る / 未来通信システム株式会社: 不安下で選別感が増すが、支援付き育成枠は残る / 首都圏業務支援株式会社: 即戦力化圧が増え、相談先整備で離職不安は一部緩和 現役側には 北関東精密加工株式会社: 配置転換と学習負荷が増すが、解雇不安は相対的に抑制 / 未来通信システム株式会社: 説明責任と再配置が増え、再学習負荷と疲労が強まる / 首都圏業務支援株式会社: 説明責任と監査負荷が増大。再配置で職務転換が進む
PL023_01	24	政策探索	週1統合ナビ（3つ＋財政1枚）を一本化	0.62	注意層全体（勤労中間層・対象外反発予備軍）	情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓ 対象外反発↓	LLM政策探索/通常政策のみ	日本	SNS不安増幅下で副作用認知が最大化。説明増が逆に疲労と公平感欠損を悪化。	何が変わったのか追えず、通知を見るほど不安と不信が増える。
