イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文	planner_action	delivery_channel	budget_cost_0to1	implementation_lag_steps	duration_steps	expected_effect	side_effect_watchpoints	adjustment_reason
PL020_01	21	政策探索	窓口トリアージ＋予約枠の弱者優先（再混雑防止）	0.58	誤判定不信・対象外反発で問い合わせ急増しやすい勤労中間層／デジタル弱者／窓口離脱寸前層	政策疲労↓ 窓口再混雑↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	政策疲労が極大で、対象外理由がSNS不安と公平感欠損を増幅。増やすより順序・言い方・窓口容量の調整が先。	困ったとき結局つながらない気がして、制度の話を見るほど疲れて不安になる。	sequence	自治体	0.22	1	10	政策疲労↓ 窓口再混雑↓ 受給漏れ↓ 制度信頼↑ 公平感↑	予約が取れない不満、自治体間の運用差、弱者の取り残し	『次の一手』導線で例外・再判定・人につなぐ流入が増える局面のため、先に窓口容量と優先順位を整え副作用（再混雑）を抑える。
PL020_02	21	政策探索	対象外理由の“短文化＋次の一手”を週1要約で統一配信（通知減量）	0.52	対象外反発層・SNS不安増幅層・忙しい勤労中間層（通知疲れ層）	情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	政策疲労が極大で、対象外理由がSNS不安と公平感欠損を増幅。増やすより順序・言い方・窓口容量の調整が先。	支援の話は多いのに自分は対象外に見えて、理由だけ刺さって将来が縮む感じがする。	explain	スマホ通知	0.12	1	8	情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑ 財政不安↓	説明不足による不信、言い回し炎上、緊急情報の見落とし	SNS不安増幅と政策疲労が同時に高いので、施策追加ではなく『見せ方の減量』で誤解拡散と対象外反発の燃料を減らす必要がある。
PL021_01	22	政策探索	やること3つ統一ナビ（判定→例外→人）	0.62	勤労中間層・対象外反発層・申請疲れ層（注意層中心）	政策疲労↓ 対象外反発↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	施策は積み上がる一方で理解・手続き負担が限界、対象外反発と財政不安が増幅し政策疲労が固定化。	制度が多すぎて自分が何をすれば良いか分からず、結局あきらめそうだ。	simplify	自治体	0.19	1	10	政策疲労↓ 対象外反発↓ 受給漏れ↓ 制度信頼↑ 公平感↑	説明不足による不信、例外入口の混雑再燃、誤誘導への不満	副作用圧力が100.0で『追加』が逆効果。既存の一括判定・短文化・次の一手・人につなぐ導線を1画面/1分で完結させ、行動負荷を先に落とす。
PL021_02	22	政策探索	窓口トリアージの基準公開＋自治体横並び運用	0.58	デジタル弱者・窓口離脱寸前層・誤判定不信で問い合わせが増えた層	窓口再混雑↓ 政策疲労↓ 弱者取り残し↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	施策は積み上がる一方で理解・手続き負担が限界、対象外反発と財政不安が増幅し政策疲労が固定化。	困っても繋がらないと感じると、制度自体を信用できなくなる。	sequence	相談窓口	0.16	1	8	窓口再混雑↓ 政策疲労↓ 弱者取り残し↓ 制度信頼↑ 公平感↑	予約が取れない不満、自治体間格差の炎上、弱者優先への反発	現場の運用差と『不透明な優先』が不公平感を増やしやすい。基準を短文化して公開し、予約枠配分を横並び化して説明コストと炎上リスクを下げる。
PL022_01	23	政策探索	例外入口の混雑抑制（事前質問で分岐）	0.62	勤労中間層・対象外反発層・窓口離脱寸前層	政策疲労↓ 受給漏れ↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	施策は整ったが副作用圧100・政策疲労82が残存。対象外反発と窓口混雑再燃が次の火種。	結局どこに行けば早く解決するのか分からず、並ぶだけで消耗している。	amend	自治体	0.18	1	8	政策疲労↓ 受給漏れ↓ 制度信頼↑ 公平感↑	対象外感、窓口の待ち時間悪化、自治体間運用差の炎上	「判定→例外→人」の例外入口が詰まると不信と疲労が跳ねるため、入口で用件を即分岐し窓口負荷を先に削る。
PL022_02	23	政策探索	やめる数・期限・財政影響の一枚化（週1）	0.50	注意層全体（SNS不安増幅層・勤労中間層中心）	財政不安↓ 政策疲労↓ 情報過多↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	施策は整ったが副作用圧100・政策疲労82が残存。対象外反発と窓口混雑再燃が次の火種。	何がいつ終わるのか見えず、将来の負担だけ増える気がして不安だ。	explain	スマホ通知	0.10	1	8	財政不安↓ 政策疲労↓ 情報過多↓ 制度信頼↑	説明不足による不信、言い回し炎上、重要情報の見落とし	財政圧力80超で『増え続ける施策』が不安と反発を増幅する局面のため、追加よりも終了・縮小・例外基準を明確化して心理コストを下げる。
PL023_01	24	政策探索	週1統合ナビ（3つ＋財政1枚）を一本化	0.62	注意層全体（勤労中間層・対象外反発予備軍）	情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓ 対象外反発↓	LLM政策探索/通常政策のみ	日本	SNS不安増幅下で副作用認知が最大化。説明増が逆に疲労と公平感欠損を悪化。	何が変わったのか追えず、通知を見るほど不安と不信が増える。	sequence	スマホ通知	0.16	1	8	情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓ 対象外反発↓	説明不足による不信、重要情報の見落とし、対象外感	施策追加の限界局面のため、既存の説明・簡素化を統合して“回数”を減らし疲労を先に止血する。
PL023_02	24	政策探索	対象外理由テンプレに「根拠・更新日・再判定条件」を最短追記	0.55	対象外反発層・SNS不安増幅層（刺さりやすい層）	公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	SNS不安増幅下で副作用認知が最大化。説明増が逆に疲労と公平感欠損を悪化。	対象外の理由が納得できず、切り捨てられた感覚だけが残る。	amend	自治体	0.12	1	8	公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	言い回し炎上、例外入口の混雑再燃、自治体間の運用差	公平感欠損が高止まりのため、“短文化”だけでなく根拠と更新日を固定し、拡散される断片情報の誤読を減らす。
PL024_01	25	政策探索	週1統合ナビの緊急/通常二段化と頻度上限	0.58	注意層全体（勤労中間層・SNS不安増幅層・通知疲れ層）	情報過多↓ 政策疲労↓ 重要情報見落とし↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	通知と例外導線が増え、副作用が最大化。公平感欠損と政策疲労が高止まりしSNS不安が増幅。	重要な話も宣伝も同じ通知に見えて、結局どれも信用できないと感じる。	amend	スマホ通知	0.14	1	8	情報過多↓ 政策疲労↓ 重要情報見落とし↓ 制度信頼↑ 財政不安↓	説明不足による不信、重要情報の見落とし、通知の不公平感（届かない層）	副作用圧が最大（100.0）で、施策追加より配信設計の失敗（頻度・重要度混在）が疲労を増幅しているため。
PL024_02	26	政策探索	自治体運用差の可視化＋是正支援（通常補助）	0.52	自治体窓口運用のばらつきで不信・対象外反発が出やすい地域住民（特に勤労中間層とデジタル弱者）	公平感↑ 制度信頼↑ 対象外反発↓ 窓口再混雑↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	通知と例外導線が増え、副作用が最大化。公平感欠損と政策疲労が高止まりしSNS不安が増幅。	住む場所で扱いが違うなら、将来設計より引っ越しや離脱を考える。	add	自治体	0.32	2	12	公平感↑ 制度信頼↑ 対象外反発↓ 窓口再混雑↓ 政策疲労↓	自治体間格差の炎上、現場負荷の増加、指標ゲーム化（見かけ改善）	公平感欠損（67.8）と運用差の炎上リスクが残り、テンプレ改善だけでは「地域で違う」不信を止めにくいため。
PL025_01	26	政策探索	境界層の72時間再判定ワンストップ	0.62	対象外・境界判定で反発/離脱寸前の勤労中間層＋デジタル弱者	対象外反発↓ 公平感↑ 受給漏れ↓ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	注意層がほぼ全域で政策疲労が限界、対象外・境界層の不満がSNS不安で増幅し副作用が最大化。	『頑張っても対象外にされるし、どこを直せば通るのか分からない』と感じる。	simplify	自治体	0.28	1	10	対象外反発↓ 公平感↑ 受給漏れ↓ 政策疲労↓ 制度信頼↑	再判定窓口の再混雑、自治体間運用差の炎上、不正申請誘発リスク	説明を増やしても副作用が100に張り付いているため、最短の救済経路（再判定の確実性）で不満とSNS増幅の燃料を減らす。
PL025_02	26	政策探索	誤情報訂正プロトコル内蔵（週1・一次情報カード）	0.55	SNS不安増幅層＋通知疲れ層（注意層全体）	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	注意層がほぼ全域で政策疲労が限界、対象外・境界層の不満がSNS不安で増幅し副作用が最大化。	『SNSの話が本当か分からず不安で、公式は長くて読む気が起きない』と感じる。	explain	スマホ通知	0.18	1	8	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓	訂正が遅れて逆炎上、重要情報の見落とし、届かない層の不公平感	緊急/通常の二段化だけでは拡散局面で“反証の型”が不足するため、訂正の手順と一次情報の短尺化を統合ナビに固定し認知負荷を下げる。
PL026_01	27	政策探索	週1情報の一本化＋誤情報訂正を標準手順に統合	0.60	注意層中心（SNS不安増幅層・通知疲れ層・勤労中間層）	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	副作用が最大化し、政策疲労と公平感欠損が固定化。追加より運用統合と境界層対策の安全設計が先。	情報が多すぎて何を信じて行動すればいいか分からず、将来の見通しが立たない。	sequence	スマホ通知	0.12	1	8	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓	重要情報の見落とし、届かない層の不公平感、言い回し炎上	施策追加が情報洪水と副作用を増幅しているため、既存の説明施策を統合し“頻度上限”と一次情報カードを標準化して疲労を先に下げる。
PL026_02	27	政策探索	72時間再判定の混雑・不正リスク抑制（予約枠・証跡・段階審査）	0.55	境界層の勤労中間層＋デジタル弱者（対象外反発・離脱寸前）	対象外反発↓ 公平感↑ 受給漏れ↓ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	副作用が最大化し、政策疲労と公平感欠損が固定化。追加より運用統合と境界層対策の安全設計が先。	同じ状況でも自治体や担当で結果が変わる気がして、努力しても報われないと感じる。	amend	自治体	0.18	1	8	対象外反発↓ 公平感↑ 受給漏れ↓ 政策疲労↓ 制度信頼↑	再混雑の再燃、自治体間運用差の炎上、不正申請の誘発	公平感欠損が高い局面で“境界層救済”は効く一方、副作用（混雑・不正・運用差）が致命傷になり得るため、先に安全装置を入れて効果を二極化させない。
PL027_01	28	政策探索	既存給付の申請不要化（自動適用）優先ロールアウト	0.60	勤労中間層・境界層・申請疲れ層（対象外反発予備軍含む）	政策疲労↓ 受給漏れ↓ 公平感↑ 制度信頼↑ 生活防衛↑	LLM政策探索/通常政策のみ	日本	SNS不安と公平感欠損が政策疲労を加速、手続き負担と対象外反発が二極化を固定化。	頑張っても制度が複雑で、自分だけ取り残される気がする。	simplify	自治体	0.35	1	8	政策疲労↓ 受給漏れ↓ 公平感↑ 制度信頼↑ 生活防衛↑	誤適用による不信、自治体間運用差の炎上、不正誘発（自動適用の穴）	副作用圧100・疲労81の局面では新規追加より、申請摩擦の根を減らし“同じ制度でも届き方が違う”不公平感を先に潰す必要がある。
PL027_02	28	政策探索	届かない層の一次情報カード配布（職場・学校・地域で同文面）	0.55	通知が届かない層・デジタル弱者・SNS不安増幅層（注意層中心）	SNS不安増幅↓ 情報過多↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/通常政策のみ	日本	SNS不安と公平感欠損が政策疲労を加速、手続き負担と対象外反発が二極化を固定化。	SNSの噂ばかり強くて、何が本当か短く確かめられない。	localize	職場/学校/地域	0.22	1	8	SNS不安増幅↓ 情報過多↓ 公平感↑ 制度信頼↑ 対象外反発↓	言い回し炎上、重要情報の見落とし、配布先による不公平感	一本化しても“見ていない/届かない”層が残ると不公平感が増幅し続けるため、同一一次情報をオフライン接点に分散して二極化を緩める。
PL028_01	29	政策探索	自動適用の誤適用救済・異議申立て最短化	0.62	勤労中間層・境界層・誤適用不安層（対象外反発予備軍）	制度信頼↑ 公平感↑ 対象外反発↓ 政策疲労↓ 受給漏れ↓	LLM政策探索/通常政策のみ	日本	SNS不安と公平感欠損が政策疲労を増幅。増やすより自動適用の失敗時対応と説明統合が急務	制度が自分に適用されるか分からず、間違いが起きたら詰む気がして不安だ	amend	自治体	0.20	1	8	制度信頼↑ 公平感↑ 対象外反発↓ 政策疲労↓ 受給漏れ↓	再混雑、自治体間運用差の炎上、不正誘発（異議申立て悪用）	申請不要化は誤適用の不信が致命傷になりやすく、救済導線の先行整備が二極化と炎上を抑えるため
PL028_02	29	政策探索	週1一本化の徹底（重要度ラベル＋訂正優先）と通知上限	0.56	SNS不安増幅層・通知疲れ層・デジタル弱者（注意層中心）	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 財政不安↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安と公平感欠損が政策疲労を増幅。増やすより自動適用の失敗時対応と説明統合が急務	毎週ルールが変わるように見えて、何を信じればいいか分からない	sequence	スマホ通知	0.14	1	8	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 財政不安↓ 制度信頼↑	重要情報の見落とし、届かない層の不公平感、言い回し炎上	施策追加よりも受け取り側の負荷を先に下げないと政策疲労が固定化し、説明が届かず逆効果になりやすい局面のため
PL029_01	29	政策探索	変更凍結ウィンドウ（原則週1のみ）	0.52	注意層全体（勤労中間層・SNS不安増幅層・通知疲れ層）	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	訂正・自動適用は進むが、副作用懸念と対象外反発が残り政策疲労が限界域。	制度が毎週変わって追えず、いつ自分が不利になるか不安だ。	pause	スマホ通知	0.08	0	6	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	重要情報の見落とし、緊急時の例外運用が炎上、届かない層の不公平感	副作用圧100と疲労75.9で、新規追加より“変更の頻度”が不信の燃料になっているため。
PL029_02	30	政策探索	対象外・誤適用の根拠カード（同文面・更新日・再判定条件）徹底配布	0.58	対象外反発層・境界層・デジタル弱者（SNSで不安が増幅しやすい層）	公平感↑ 制度信頼↑ 対象外反発↓ 異議申立ての無駄打ち↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	訂正・自動適用は進むが、副作用懸念と対象外反発が残り政策疲労が限界域。	もらえる・もらえないの理由が見えないと、社会が不公平に感じて将来の計画が立てられない。	compensate	自治体	0.18	1	8	公平感↑ 制度信頼↑ 対象外反発↓ 異議申立ての無駄打ち↓ 政策疲労↓	言い回し炎上、例外入口の混雑再燃、自治体間運用差の再露呈	公平感欠損65.9が高く、凍結で“放置された”と受け取られるのを、根拠の可視化で相殺する必要があるため。
PL030_01	31	政策探索	例外・緊急の一本窓口＋処理タイムライン可視化	0.52	境界層・対象外反発層・デジタル弱者（再混雑と不信の中心）	制度信頼↑ 公平感↑ 対象外反発↓ 政策疲労↓ 再混雑↓	LLM政策探索/通常政策のみ	日本	副作用が最大化し、説明不足×運用差で公平感欠損と政策疲労が固定化。SNS不安も増幅。	ルールが頻繁に変わり、誰が助けられて誰が置いていかれるのか分からず不安だ。	amend	自治体	0.22	1	8	制度信頼↑ 公平感↑ 対象外反発↓ 政策疲労↓ 再混雑↓	窓口への集中で待ち時間悪化、自治体間運用差の再露呈、不正誘発（例外ルート悪用）	根拠カード配布だけでは『次に何が起きるか』が見えず不信が残るため、例外対応を一本化し処理の見通しを固定する。
PL030_02	31	政策探索	週1の財政影響・対象者範囲の同文面開示（短文＋図解）	0.45	勤労中間層・SNS不安増幅層（財政不安と公平感欠損の増幅源）	財政不安↓ SNS不安増幅↓ 公平感↑ 制度信頼↑ 政策疲労↓	LLM政策探索/通常政策のみ	日本	副作用が最大化し、説明不足×運用差で公平感欠損と政策疲労が固定化。SNS不安も増幅。	将来の負担だけが増える気がして、制度を信じる材料が見当たらない。	explain	職場	0.16	1	8	財政不安↓ SNS不安増幅↓ 公平感↑ 制度信頼↑ 政策疲労↓	数字の切り取り炎上、説明過多による情報疲れ再燃、対象外感の増幅（書き方次第）	財政圧が高い局面では『何にいくら、誰が対象か』の透明性が欠けるほど不安と分断が進むため、週1一本化の枠内で定型開示にする。
PL031_01	32	政策探索	週1統合ブリーフ（訂正＋財政影響＋対象根拠を1枚化）	0.62	注意層全体（SNS不安増幅層・勤労中間層・通知疲れ層）	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 公平感↑ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安と財政不安が相互増幅し、例外対応の不信と政策疲労が臨界。増設より統合と運用の見える化が必要。	情報が多すぎて何を信じればいいか分からず、将来の見通しが立たない。	sequence	スマホ通知	0.12	1	10	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 公平感↑ 制度信頼↑ 財政不安↓	重要情報の見落とし、届かない層の不公平感、数字切り取り炎上	施策追加が不信と疲労を増やす局面のため、既存の訂正・財政開示・根拠カードを統合し『週1で把握できる』体験に収束させる。
PL031_02	33	政策探索	例外・緊急窓口の優先度ルール公開＋自治体差の週次ダッシュボード	0.58	境界層・対象外反発層・デジタル弱者（例外ルート不信と炎上の中心）	制度信頼↑ 公平感↑ 対象外反発↓ 再混雑↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	SNS不安と財政不安が相互増幅し、例外対応の不信と政策疲労が臨界。増設より統合と運用の見える化が必要。	同じ日本なのに自治体で扱いが違う気がして、努力しても報われないと感じる。	amend	自治体	0.18	2	12	制度信頼↑ 公平感↑ 対象外反発↓ 再混雑↓ 政策疲労↓	ルールの硬直化による救済漏れ、自治体間比較の炎上、例外ルート悪用	窓口一本化だけでは『なぜ遅い/なぜ自分は対象外』が残り炎上が再燃するため、処理順位と自治体差を見える化して疑念コストを下げる。
PL032_01	33	政策探索	例外窓口の負荷分散（予約・一次判定・自治体差最小化）	0.58	境界層・対象外反発層・デジタル弱者（再混雑と不信の中心）	再混雑↓ 政策疲労↓ 制度信頼↑ 公平感↑ 異議申立ての無駄打ち↓	LLM政策探索/通常政策のみ	日本	SNS不安が高止まりし、副作用懸念が最大化。説明追加が効く一方で政策疲労と公平感欠損が固定化。	申請や問い合わせが混んでいて、結局どこに何を出せばいいか分からない。	amend	相談窓口	0.24	1	10	再混雑↓ 政策疲労↓ 制度信頼↑ 公平感↑ 異議申立ての無駄打ち↓	窓口への集中、自治体間運用差の炎上、例外ルート悪用（不正誘発）	一本窓口は有効だが集中が副作用になりやすい局面。手続き設計で混雑と不公平感を同時に抑える。
PL032_02	33	政策探索	週1統合ブリーフの同文面オフライン配布（職場・学校・地域）	0.52	通知が届かない層・勤労中間層・SNS不安増幅層（注意層中心）	届かない不公平↓ SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安が高止まりし、副作用懸念が最大化。説明追加が効く一方で政策疲労と公平感欠損が固定化。	SNSの噂と公式情報が混ざって、誰が対象で何が本当か判断できない。	localize	職場	0.20	1	8	届かない不公平↓ SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑	配布先による不公平感、言い回し炎上、重要情報の見落とし	統合ブリーフの効果を最大化する鍵は到達率。デジタル偏りを補正し、対象外反発の増幅源を減らす。
PL033_01	34	政策探索	変更凍結ウィンドウの強化（例外基準・訂正優先の明文化）	0.62	注意層全体（通知疲れ層・SNS不安増幅層・勤労中間層）	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安が過熱し、政策疲労と公平感欠損が固定化。誤情報と自治体差が火種。	制度が毎週変わって何を信じればいいか分からず、将来設計を止めてしまう。	amend	スマホ通知	0.12	1	8	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	重要情報の見落とし、例外運用の炎上、救済の遅れによる不満	政策追加が副作用100と疲労81.8を増幅しやすく、まず変化頻度と例外の不透明さを抑える必要があるため。
PL033_02	34	政策探索	誤情報・切り取り対策の統一訂正パッケージ（48時間以内）	0.58	SNS不安増幅層・対象外反発予備軍（注意層中心）	SNS不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	SNS不安が過熱し、政策疲労と公平感欠損が固定化。誤情報と自治体差が火種。	ネットで見た話が本当か分からず、結局どれも信じられなくなる。	add	自治体	0.18	1	8	SNS不安増幅↓ 公平感↑ 制度信頼↑ 対象外反発↓ 政策疲労↓	訂正の出し過ぎによる情報疲れ、言い回し炎上、自治体差の再露呈	SNS不安93.1の局面では『誤解の連鎖』が最短で炎上と不信を作るため、訂正の速度と文面統一を最優先で補完する。
PL034_01	35	政策探索	3問チェックで導線一本化（対象外でも次の手当を提示）	0.60	注意層全体（勤労中間層・境界層・デジタル弱者・通知疲れ層）	政策疲労↓ 手続き疲れ↓ 公平感↑ 制度信頼↑ 対象外反発↓	LLM政策探索/通常政策のみ	日本	施策追加が続き副作用と政策疲労が臨界。公平感欠損とSNS不安が再燃しやすい。	何を見ても結局どこから動けばいいか分からず、情報だけ増えて消耗する。	simplify	自治体	0.28	1	10	政策疲労↓ 手続き疲れ↓ 公平感↑ 制度信頼↑ 対象外反発↓	簡略化による誤誘導、自治体差の再露呈、窓口混雑の再燃	副作用が最大で、説明や訂正を増やすほど疲労が増幅するため、入口を減らし『対象外でも次にできること』まで一気通貫にする。
PL034_02	35	政策探索	週1統合ブリーフの“差分だけ”版（1分で読む）	0.52	SNS不安増幅層・勤労中間層（切り取りに反応しやすい層）	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 財政不安↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	施策追加が続き副作用と政策疲労が臨界。公平感欠損とSNS不安が再燃しやすい。	結論が毎回長くて追えないので、結局SNSの短文だけが真実みたいに見える。	explain	スマホ通知	0.16	1	8	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 財政不安↓ 制度信頼↑	重要情報の見落とし、短文化による誤解、対象外感の増幅（書き方次第）	訂正・財政・対象根拠の統合は維持しつつ、通知負荷をさらに下げないと注意層が離脱して切り取り優位になるため。
PL035_01	36	政策探索	新規施策モラトリアム8週＋統合宣言	0.60	注意層全体（通知疲れ・SNS不安増幅・勤労中間層）	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安と副作用が限界域。施策追加が疲労と不公平感を増幅し、離脱が進む局面。	毎週ルールが変わり、何を信じて行動すればいいか分からない。	pause	スマホ通知	0.07	1	8	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	重要情報の見落とし、緊急時の例外運用が炎上、届かない層の不公平感	副作用圧100・疲労82のため、増やすほど悪化する構図を断ち「今は増やさない」合意を作る。
PL035_02	36	政策探索	3問チェック導線の誤誘導防止（人手フォロー＋自治体同一テンプレ）	0.58	境界層・デジタル弱者・対象外反発予備軍	対象外反発↓ 公平感↑ 制度信頼↑ 手続き疲れ↓ 政策疲労↓	LLM政策探索/通常政策のみ	日本	SNS不安と副作用が限界域。施策追加が疲労と不公平感を増幅し、離脱が進む局面。	対象外と言われた瞬間に詰み感が強く、反証の手順も分からない。	amend	自治体	0.23	1	8	対象外反発↓ 公平感↑ 制度信頼↑ 手続き疲れ↓ 政策疲労↓	窓口混雑の再燃、自治体差の再露呈、不正誘発（例外ルート悪用）	簡素化は誤誘導が起きると副作用が最大化するため、同一文面テンプレと人手フォローで失敗時コストを下げる。
PL036_01	37	政策探索	モラトリアム運用の例外プロトコル1枚統合	0.62	注意層全体（SNS不安増幅層・勤労中間層・通知疲れ層）＋境界層	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	不安拡散と公平感欠損が、手続き負荷と施策乱立感を増幅し政策疲労が限界域。	ルールが毎週変わる感じがして、何を信じて動けばいいか分からない。	sequence	スマホ通知	0.09	1	8	政策疲労↓ 情報過多↓ SNS不安増幅↓ 制度信頼↑ 公平感↑	重要情報の見落とし、例外運用の炎上、対象外感	新規施策を止めても「例外が不透明」だと不信と切り取りが続くため、例外条件・優先度・連絡先を1枚に固定して混乱を止血する。
PL036_02	37	政策探索	対象外でも次の一手を自動提示（3問チェックの分岐標準化）	0.58	境界層・対象外反発予備軍・デジタル弱者（誤誘導で離脱しやすい層）	対象外反発↓ 手続き疲れ↓ 政策疲労↓ 公平感↑ 制度信頼↑	LLM政策探索/通常政策のみ	日本	不安拡散と公平感欠損が、手続き負荷と施策乱立感を増幅し政策疲労が限界域。	対象外と言われた時点で詰んだ気がして、相談する気力もなくなる。	simplify	自治体	0.22	1	8	対象外反発↓ 手続き疲れ↓ 政策疲労↓ 公平感↑ 制度信頼↑	窓口混雑の再燃、自治体差の再露呈、不正誘発（例外ルート悪用）	注意層が95.9%で副作用圧が100のため、追加給付より「対象外の瞬間に終わらない導線」を標準化し、二極化と反発の火種を減らす。
PL037_01	38	政策探索	通知・更新の上限制（オプトイン差分配信＋重要度3段階）	0.50	注意層全体（通知疲れ・SNS不安増幅）＋勤労中間層	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安と副作用が最大化し、施策増で政策疲労と公平感欠損が固定化。	何が本当に大事か分からず、通知が増えるほど不安と諦めが強まっている。	amend	スマホ通知	0.14	1	8	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	重要情報の見落とし、オプトイン未設定による届かない不公平、切り取り炎上（重要度判定への不信）	副作用圧が最大で、既存の統合ブリーフが“届く前に疲れる”問題を先に止血する必要があるため。
PL037_02	39	政策探索	生活防衛の既存枠リバランス（税控除の前倒し＋職場/自治体の申請代行）	0.62	勤労中間層・境界層（対象外反発予備軍）・デジタル弱者	生活防衛↑ 雇用不安↓ 対象外反発↓ 公平感↑ 手続き疲れ↓	LLM政策探索/通常政策のみ	日本	SNS不安と副作用が最大化し、施策増で政策疲労と公平感欠損が固定化。	手続きが難しく、支えが届く実感がないまま生活だけが不安定になっている。	compensate	企業	0.55	2	8	生活防衛↑ 雇用不安↓ 対象外反発↓ 公平感↑ 手続き疲れ↓	受益の偏り（企業規模・雇用形態）、財政不安の再燃（説明不足）、窓口/職場代行の混雑	平均ではなく悪化層（生活防衛低下・境界層の離脱）を止めないと、説明や窓口強化だけでは疲労と不信が蓄積するため。
PL038_01	39	政策探索	重要度判定の根拠公開＋重要情報の強制到達ルート	0.62	通知疲れ層・SNS不安増幅層・オプトイン未設定層（勤労中間層含む）	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓ 公平感↑	LLM政策探索/通常政策のみ	日本	SNS不安が増幅し、通知疲れと対象外感が結びつき副作用が最大化。公平性の説明不足が火種。	何が本当に重要か分からず、後から『知らなかった自己責任』にされそうで怖い。	amend	スマホ通知	0.16	1	10	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓ 公平感↑	重要情報の見落とし、重要度判定への不信（恣意性批判）、訂正頻発による再疲労	副作用圧が100で、通知の上限制だけでは『届かない不公平』と『恣意性不信』が残るため、判定根拠と到達保証を同時に補強する。
