イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE016	16	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒は小枠維持。中途は保全・調達・AI運用を優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は統制/省電力/官公需を増枠 / 首都圏業務支援株式会社: 新卒は小枠凍結。危機対応/監査の中途を優先	北関東精密加工株式会社: 採用枠は細く不安増。育成の透明化で離職は抑制 / 未来通信システム株式会社: 支援遅れで不信増、統制志向人材は機会増も不安拡大 / 首都圏業務支援株式会社: 入口は狭いが、監査・対話設計で成長機会 現役側には 北関東精密加工株式会社: 現場は手順変更疲れ。配置転換と技能再定義が進む / 未来通信システム株式会社: 省電力/統制業務へ再配置、負荷増と学び直し圧が強まる / 首都圏業務支援株式会社: 運用監督化で再学習圧力。雇用は維持寄り
WE020	16	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ16: 財政圧力が78.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.5。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE021	16	制度制約	財政制約による支援遅れの悪化	1.00	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ16: 財政圧力が78.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.5。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB023	17	社会反応	生活防衛シフト	0.42	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏27.9、生活防衛27.1、制度要求20.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB024	17	社会反応	情報過敏の拡大	0.30	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏27.9、生活防衛27.1、制度要求20.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE017	17	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は官公需/省電力/統制を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・AI運用を優先 / 首都圏業務支援株式会社: 新卒は最小枠。危機対応・監査・運用の中途を増やす	未来通信システム株式会社: 採用厳選で不安増、統制/説明スキルが評価軸に / 北関東精密加工株式会社: 不安局面で安定志向強まるが、技能習得速度は上がる / 首都圏業務支援株式会社: 採用狭小化で不安増。危機対応スキル獲得者は伸びる 現役側には 未来通信システム株式会社: 監査・省電力運用へ再学習圧力、現場負荷も増す / 北関東精密加工株式会社: SNS不安で現場抵抗増。再配置と負荷平準化が鍵 / 首都圏業務支援株式会社: 炎上/説明責任の負荷増。再学習と役割転換が加速
WE022	17	世界イベント	地政学SNS不安拡散の悪化	0.65	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ17: SNS不安増幅が80.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.6。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB025	18	社会反応	生活防衛シフト	0.50	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛31.5、情報過敏27.5、制度要求19.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB026	18	社会反応	情報過敏の拡大	0.30	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛31.5、情報過敏27.5、制度要求19.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE018	18	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は省電力DC/公共統制を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・省エネ・自動化運用を優先 / 首都圏業務支援株式会社: 新卒は極小。炎上/統制/顧客折衝の中途を優先	未来通信システム株式会社: 選別不安が強まり、統制/説明できる若手が優位 / 北関東精密加工株式会社: 不安下でも採用は継続。ただし即戦力志向で焦り増 / 首都圏業務支援株式会社: 新卒枠減で入口が狭く不安増。台本運用職は増える 現役側には 未来通信システム株式会社: 省電力・監査対応の再学習負荷増、配置転換は増える / 北関東精密加工株式会社: 現場は不安疲労が増。自動化運用役への再配置圧力 / 首都圏業務支援株式会社: 問い合わせ増で負荷増。AI監督/統制役の再配置が進む
WE023	18	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ18: SNS不安増幅が83.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.1。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
WE024	18	世界イベント	地政学SNS不安拡散の高止まり	0.72	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ18: SNS不安増幅が83.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.1。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE025	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: SNS不安増幅が83.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.1。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB027	19	社会反応	生活防衛シフト	0.63	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛38.7、制度要求18.7、情報過敏16.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE019	19	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は官公需/省電力運用を増枠 / 首都圏業務支援株式会社: 新卒は最小維持。統制/監査/顧客折衝の中途を増やす / 北関東精密加工株式会社: 新卒小枠維持。中途は自動化運用・保全・品質を優先	未来通信システム株式会社: 安定志向で官公需/統制領域が人気、選別不安は残る / 首都圏業務支援株式会社: 採用枠減で不安増。短期で監査型スキルが身に付く / 北関東精密加工株式会社: 採用枠が細り不安増。技能×AIで成長機会は残る 現役側には 未来通信システム株式会社: コスト責任と再配置圧が増す一方、基盤職の安定は相対的に高い / 首都圏業務支援株式会社: 配置転換と再教育負荷増。外注化で雇用不安も強まる / 北関東精密加工株式会社: 現場は稼働最適化負担増。配置転換と再訓練が増える
FB028	20	社会反応	生活防衛シフト	0.36	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏29.9、生活防衛24.1、制度要求20.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB029	20	社会反応	情報過敏の拡大	0.34	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏29.9、生活防衛24.1、制度要求20.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE020	20	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は不安対応/統制/省電力運用を増枠 / 関東広域ロジスティクス株式会社: 新卒は現場DX/安全/保全に絞り維持。中途は即戦力中心 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・自動化運用を優先	未来通信システム株式会社: 採用選別不安が増す一方、統制/発信スキル評価が上がる / 関東広域ロジスティクス株式会社: 現場技能の価値が上がる一方、監視責任で心理負荷が増える / 北関東精密加工株式会社: 採用枠は小さく競争増。現場不安には支援策が可視化される 現役側には 未来通信システム株式会社: 不安対応と説明責任が増え、再学習+負荷増で疲弊リスクも上昇 / 関東広域ロジスティクス株式会社: 説明責任と監査対応が増え、疲弊と転職志向が揺れる / 北関東精密加工株式会社: 自動化運用・保全への再配置圧力。SNS不安で離職兆候に注意
WE026	20	世界イベント	地政学SNS不安拡散の悪化	0.70	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)	ステップ20: SNS不安増幅が82.6。高リスク国: ウクライナ(限定戦争)。日本の緩衝政策余力は23.3。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB030	21	社会反応	生活防衛シフト	0.30	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏33.9、生活防衛20.5、制度要求18.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB031	21	社会反応	情報過敏の拡大	0.41	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏33.9、生活防衛20.5、制度要求18.6	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE021	21	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。危機対応・統制の中途を優先 / 未来通信システム株式会社: 新卒は厳選継続、中途は監査/広報/省電力運用を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・自動化運用を優先	首都圏業務支援株式会社: 若手は心理負荷増。監督スキル獲得で選別も進む / 未来通信システム株式会社: 選別不安が増す一方、説明/監査系の成長機会が増える / 北関東精密加工株式会社: 不安増で定着リスク。手順明確化と対話が効けば安心が増す 現役側には 首都圏業務支援株式会社: 説明責任と再学習圧力が増加。配置転換で摩擦 / 未来通信システム株式会社: 再学習と統制業務が増え、負荷は上がるが雇用は安定寄り / 北関東精密加工株式会社: 現場は監視不安が増すが、負荷軽減と技能評価で納得が進む
FB032	22	社会反応	生活防衛シフト	0.42	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏30.5、生活防衛27.2、制度要求19.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB033	22	社会反応	情報過敏の拡大	0.35	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏30.5、生活防衛27.2、制度要求19.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE022	22	組織判断	企業・組織の採用育成判断	0.54	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は危機対応/統制/運用を増枠 / 北関東精密加工株式会社: 新卒は小枠維持。中途は保全・品質・自動化運用を優先 / 首都圏業務支援株式会社: 新卒は抑制維持。危機広報/統制の中途を増やす	未来通信システム株式会社: 選別不安が増す一方、統制/運用系の入口が増える / 北関東精密加工株式会社: 安心説明が増える一方、厳選採用で入口不安が残る / 首都圏業務支援株式会社: 新卒枠が細り不安増。AI監督技能が早期に必須化 現役側には 未来通信システム株式会社: 危機対応・説明業務が増え、学習と負荷が同時に上がる / 北関東精密加工株式会社: 運用統制で負荷増。技能転換は進むが不安が再燃しやすい / 首都圏業務支援株式会社: 問い合わせ急増で負荷高。監査/説明責任の負担が増す
WE027	22	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ22: SNS不安増幅が80.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)。日本の緩衝政策余力は25.1。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB034	23	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛38.5、情報過敏22.7、制度要求16.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒抑制継続。炎上鎮静・監査設計の中途を増やす / 未来通信システム株式会社: 新卒は厳選継続、中途は統制/運用/危機対応を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・自動化運用を優先	首都圏業務支援株式会社: 入口が狭まり不安。だが危機運用スキルの習得機会は増 / 未来通信システム株式会社: 選別不安が増す一方、統制・運用系の早期成長機会が増加 / 北関東精密加工株式会社: 採用枠は狭いが、技能＋AI運用の成長機会は増える 現役側には 首都圏業務支援株式会社: 監査・統制負荷が増。再配置で生存も心理負担と評価緊張 / 未来通信システム株式会社: 危機対応と再学習負荷が上がるが、職務転換で雇用は残りやすい / 北関東精密加工株式会社: 現場は不安増。手順化で負荷減も再訓練と監督責任増
WE028	23	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	ロシア	ステップ23: SNS不安増幅が83.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は23.6。	ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB035	24	社会反応	制度要求の可視化	0.63	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	制度要求44.9、生活防衛39.6、情報過敏11.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB036	24	社会反応	生活防衛シフト	0.64	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	制度要求44.9、生活防衛39.6、情報過敏11.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は絞る。炎上鎮静・監査設計の中途を優先 / 未来通信システム株式会社: 新卒は厳選継続、中途は統制/危機対応/電力最適化を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・自動化運用を優先	首都圏業務支援株式会社: 即戦力偏重で入口が狭いが、危機運用スキルは身につく / 未来通信システム株式会社: 採用厳選と不安局面で、早期の適応競争とメンタル負荷が増す / 北関東精密加工株式会社: 将来不安が強く定着懸念。安心材料と成長経路提示が効く 現役側には 首都圏業務支援株式会社: 情緒対応と監査責任が増え、負荷と評価リスクが上がる / 未来通信システム株式会社: 統制・運用・危機対応へ職務再編が進み、説明責任負荷が増す / 北関東精密加工株式会社: 不安疲労で抵抗増。稟議遅延を招くため対話と負担軽減が必要
WE029	24	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ24: SNS不安増幅が83.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.6。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE030	24	世界イベント	地政学SNS不安拡散の高止まり	0.73	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ24: SNS不安増幅が83.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.6。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE031	24	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: SNS不安増幅が83.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.6。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB037	25	社会反応	生活防衛シフト	0.58	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛36.4、制度要求23.7、情報過敏18.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は少数。危機対応設計・監査運用の中途を優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は危機対応/対外説明/省電力を増枠 / 北関東精密加工株式会社: 新卒は小枠維持。中途は自動化保全・品質・営業を優先	首都圏業務支援株式会社: 採用枠縮小で不安増。危機対応スキル習得者は伸びる / 未来通信システム株式会社: 採用絞りで不安増、監査/発信スキルが評価軸化 / 北関東精密加工株式会社: 採用枠は細いが技能×AI人材は評価。将来不安は増幅 現役側には 首都圏業務支援株式会社: 監査・統制運用の負荷増。再配置で職務転換圧が強まる / 未来通信システム株式会社: 統制・説明・省電力運用へ再学習圧力、配置転換増 / 北関東精密加工株式会社: 現場は自動化運用学習が必須。雇用は守るが負荷は増
FB038	26	社会反応	制度要求の可視化	0.34	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	生活防衛35.2、制度要求28.9、情報過敏14.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB039	26	社会反応	生活防衛シフト	0.56	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛35.2、制度要求28.9、情報過敏14.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE026	26	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は絞り継続。AI監査運用・危機設計の中途を厚く / 未来通信システム株式会社: 新卒は厳選維持、中途は統制運用/省電力/危機対応を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・顧客対応を優先	首都圏業務支援株式会社: 新卒枠縮小で不安増。一方AI運用職は早期成長機会 / 未来通信システム株式会社: 厳選採用で不安増、統制運用スキルの早期獲得が鍵 / 北関東精密加工株式会社: 不安対策の見える化で定着は改善、採用枠は狭めで競争感 現役側には 首都圏業務支援株式会社: 監査・対人判断へ職務再編圧力。外注化で雇用不安も増す / 未来通信システム株式会社: 統制運用/省電力/危機対応へ再学習圧力、配置転換が増加 / 北関東精密加工株式会社: 現場はAI手順で負担減も学習圧力増。配置転換で摩擦が出やすい
FB040	27	社会反応	生活防衛シフト	0.42	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛27.6、情報過敏23.1、制度要求21.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE027	27	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。危機対応設計/監査の中途を増やす / 未来通信システム株式会社: 新卒は厳選維持、中途は統制運用/危機対応/省電力を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・顧客対応を優先	首都圏業務支援株式会社: 新卒枠縮小で不安増。危機対応スキル習得者は伸長 / 未来通信システム株式会社: 統制・説明力が評価軸化し、適応できぬ層の不安が増す / 北関東精密加工株式会社: 採用枠は小さく不安増。手順化で早期戦力化と安心感は増す 現役側には 首都圏業務支援株式会社: 監査・品質責任が増大。稟議/現場抵抗で負荷が偏る / 未来通信システム株式会社: 監査/危機対応の負荷増、転換機会は増えるが緊張が続く / 北関東精密加工株式会社: 配置転換とAI手順順守が増え負荷。雇用安定で生活不安は抑制
FB041	28	社会反応	制度要求の可視化	0.49	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	制度要求37.0、生活防衛35.6、情報過敏11.0	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB042	28	社会反応	生活防衛シフト	0.57	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	制度要求37.0、生活防衛35.6、情報過敏11.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE028	28	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。監査/危機設計の中途を増やす / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・営業技術を優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は危機対応/統制運用/省電力を増枠	首都圏業務支援株式会社: 安心訴求スキルが評価。新卒枠は細り不安も残る / 北関東精密加工株式会社: 不安下でも育成機会は維持。対人ケアで離職抑制が期待 / 未来通信システム株式会社: 採用厳選で不安増、AI統制・危機対応の育成機会は増える 現役側には 首都圏業務支援株式会社: 監査・顧客折衝へ再配置増。運用負荷と再学習圧が上がる / 北関東精密加工株式会社: 現場は手順標準化で負担減一方、変化疲れと不安対応負荷増 / 未来通信システム株式会社: 統制運用・説明責任の負荷増、職務転換と再学習圧力が強まる
FB043	29	社会反応	制度要求の可視化	0.32	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	生活防衛41.8、制度要求27.8、情報過敏9.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB044	29	社会反応	生活防衛シフト	0.68	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛41.8、制度要求27.8、情報過敏9.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE029	29	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選維持、危機対応・統制運用の中途を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・電力管理を優先 / 首都圏業務支援株式会社: 新卒は最小維持。危機対応設計の中途を増やす	未来通信システム株式会社: 採用選別不安が強まり、統制・運用系スキル需要が増える / 北関東精密加工株式会社: 安定志向が強まり応募は地元回帰。選考は技能＋AI適性で緊張 / 首都圏業務支援株式会社: 新卒枠が細り不安増。短期で実務型スキルが得やすい 現役側には 未来通信システム株式会社: 炎上対応と監査負荷が増え、再学習と職務転換圧が強まる / 北関東精密加工株式会社: 電力高で残業抑制。多能工化とAI手順順守で負荷が増える / 首都圏業務支援株式会社: 業務置換不安が増すが危機対応職へ再配置の機会
WE032	29	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ29: SNS不安増幅が90.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.3。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB045	30	社会反応	生活防衛シフト	0.56	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛35.1、制度要求23.4、情報過敏15.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE030	30	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は統制運用・危機対応を増枠 / 首都圏業務支援株式会社: 新卒は抑制維持。炎上・危機対応の中途を厚くする / 北関東精密加工株式会社: 新卒小枠維持。中途は保全・品質・省エネ要員を優先	未来通信システム株式会社: 選別不安が増す一方、危機対応型スキルの価値が上昇 / 首都圏業務支援株式会社: 対人対応の負荷増。型があれば成長機会、無ければ離職増 / 北関東精密加工株式会社: 採用は狭いが育成は手厚め。SNS不安で定着不安が残る 現役側には 未来通信システム株式会社: 統制・対外説明の負荷増、再学習と燃え尽きリスクが上昇 / 首都圏業務支援株式会社: 監査・品質責任が増え疲弊。再配置で雇用は守られやすい / 北関東精密加工株式会社: 現場は手順統一で負荷減も再配置不安。説明不足で反発増
WE033	30	世界イベント	地政学SNS不安拡散の高止まり	0.98	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が92.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE034	30	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ30: SNS不安増幅が92.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB046	31	社会反応	制度要求の可視化	0.44	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	生活防衛42.9、制度要求34.3、情報過敏7.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB047	31	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛42.9、制度要求34.3、情報過敏7.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE031	31	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は統制運用・危機対応を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は設備保全・品質・IT兼務を優先 / 首都圏業務支援株式会社: 新卒は小幅維持。炎上対応とAI運用の中途を優先	未来通信システム株式会社: 採用枠は狭まり不安増、統制運用スキルの価値が上がる / 北関東精密加工株式会社: 採用は細るが育成は丁寧化。SNS不安で定着不安が出る / 首都圏業務支援株式会社: 対人対応の負荷増。AI運用スキルで配属差が広がる 現役側には 未来通信システム株式会社: 監査・危機対応へ再配置圧、AI統制運用の再学習が必須化 / 北関東精密加工株式会社: 再配置と兼務が増え負荷上昇。説明不足だと不信が拡大 / 首都圏業務支援株式会社: 監査・根拠提示の負担増。現場抵抗と再学習が同時進行
FB048	32	社会反応	生活防衛シフト	0.55	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛34.4、制度要求23.2、情報過敏11.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
