イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE014	14	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は統制/説明力と危機対応で厳選、中途は重要系増 / 北関東精密加工株式会社: 新卒は最小維持、保全/品質/自動化中途を優先 / 首都圏業務支援株式会社: 新卒は最小維持、中途は危機広報・AI統制・監査経験を優先	未来通信システム株式会社: 選別不安が増える一方、説明力型の成長機会が増える / 北関東精密加工株式会社: 採用は絞り気味だが育成の型化で成長は安定 / 首都圏業務支援株式会社: 現場投入は早いが炎上負担で消耗、統制スキルは伸びる 現役側には 未来通信システム株式会社: 危機対応と統制実務が増え、再学習と負荷が上がる / 北関東精密加工株式会社: 現場は標準化と省人化で負荷減、一方で再配置不安増 / 首都圏業務支援株式会社: 監督・品質保証へ再配置が進み、運用負荷と責任が増す
FB020	15	社会反応	生活防衛シフト	0.41	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛27.0、情報過敏22.1、制度要求15.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE015	15	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持、中途は財務・統制・AI監査を優先 / 未来通信システム株式会社: 新卒は重要系適性と説明力で厳選、中途は即戦力増 / 北関東精密加工株式会社: 新卒は最小維持、保全/品質/自動化中途を優先継続	首都圏業務支援株式会社: 新卒枠が絞られ不安、AI統制スキルで差が付く / 未来通信システム株式会社: 採用絞りで不安増、AI統制/説明力人材に機会集中 / 北関東精密加工株式会社: 採用は絞られるが育成の型が明確化し不安は一部低下 現役側には 首都圏業務支援株式会社: 説明責任・監査対応が増え負荷上昇、再訓練圧力 / 未来通信システム株式会社: 再学習圧と配置転換増、重要系の監査対応負荷が上昇 / 北関東精密加工株式会社: 標準化と自動化で再配置が進み、保全/品質へ負荷増
FB021	16	社会反応	生活防衛シフト	0.39	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛25.9、情報過敏25.0、制度要求12.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB022	16	社会反応	情報過敏の拡大	0.25	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛25.9、情報過敏25.0、制度要求12.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE016	16	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は重要系適性と説明力で厳選、中途即戦力を増 / 北関東精密加工株式会社: 新卒枠は最小維持、保全/品質/自動化の中途優先 / 桐野市産業雇用課: 地元採用支援は維持、補助枠縮小で重点業種に集中	未来通信システム株式会社: 支援遅れで不信感増、説明力と適性の選別圧が強まる / 北関東精密加工株式会社: 採用枠は細り不安増、標準化で成長は早まるが負荷も増 / 桐野市産業雇用課: 支援遅れ不信が拡大、安心感は重点支援層でのみ改善 現役側には 未来通信システム株式会社: 賃上げ余力は限定、統制対応と再学習負担が増える / 北関東精密加工株式会社: 再配置と手順遵守が増え、保全/改善の役割集中で負担上昇 / 桐野市産業雇用課: 転換・再配置圧力が増すが、急失職は抑えられる
WE025	16	制度制約	財政制約による支援遅れの悪化	1.00	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ16: 財政圧力が79.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.4。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB023	17	社会反応	生活防衛シフト	0.51	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛32.2、情報過敏17.7、制度要求16.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE017	17	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒枠は最小維持、統制・監査・セキュリティ中途を優先 / 北関東精密加工株式会社: 新卒枠は維持し絞る、保全/品質/自動化の中途優先 / 関東広域ロジスティクス株式会社: 新卒は監督候補維持、中途は保守・安全・配車増	首都圏業務支援株式会社: 新卒枠が細り不安増、対話・統制スキル習得者は早期活躍 / 北関東精密加工株式会社: 採用枠小さく競争増、AI補助で立上げは早いが不安高め / 関東広域ロジスティクス株式会社: 採用枠の絞り込み不安↑、現場→監督の道は明確化 現役側には 首都圏業務支援株式会社: 監査・説明・運用への職務転換が進み、学び直し負荷が増す / 北関東精密加工株式会社: 配置転換と保全/自動化寄り再学習、雇用は守るが負荷増 / 関東広域ロジスティクス株式会社: 再配置と技能更新圧力↑、安全・保守は評価上がる
WE026	17	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ17: 財政圧力が81.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.5。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE027	17	世界イベント	地政学SNS不安拡散の悪化	0.59	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ17: 財政圧力が81.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.5。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB024	18	社会反応	生活防衛シフト	0.65	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛40.1、情報過敏16.3、制度要求14.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE018	18	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒枠は最小維持、監査/セキュ/統制中途を優先 / 未来通信システム株式会社: 新卒は重要系適性を維持しつつ枠微増、中途で穴埋め / 北関東精密加工株式会社: 新卒は絞って維持、設備保全/品質/自動化の中途を優先	首都圏業務支援株式会社: 採用枠の狭さと即戦力圧で不安、運用型で機会は残る / 未来通信システム株式会社: 重要系志向が強まり、適性選別と研修負荷が増える / 北関東精密加工株式会社: 採用枠が細り不安増、技能×AIの習得機会は残る 現役側には 首都圏業務支援株式会社: 監督・顧客折衝に再編、再学習負担と疲労が増える / 未来通信システム株式会社: 統制運用と再学習が常態化し、疲労と離職不安が増す / 北関東精密加工株式会社: 配置転換と再訓練負荷増、雇用は守られるが緊張が続く
WE028	18	世界イベント	地政学SNS不安拡散の高止まり	0.65	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ18: 財政圧力が82.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE029	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: 財政圧力が82.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB025	19	社会反応	生活防衛シフト	0.51	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛32.5、情報過敏22.8、制度要求15.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE019	19	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は微減、統制/監査中途を優先し採用厳選 / 未来通信システム株式会社: 新卒は基盤/重要系を微増、即戦力中途で補完 / 北関東精密加工株式会社: 新卒は最小維持、保全/品質/省エネの中途を優先	首都圏業務支援株式会社: 新卒枠縮小で不安増、AI監督スキルの早期獲得が鍵 / 未来通信システム株式会社: 新卒枠は微増も適性選別が強まり、学習負担増 / 北関東精密加工株式会社: 採用枠の狭さと技能要求増で不安、学習支援が鍵 現役側には 首都圏業務支援株式会社: 省人化で再配置圧力増、統制/対人対応職へ移行が進む / 未来通信システム株式会社: 配置転換と再学習が常態化、評価は成果/統制寄り / 北関東精密加工株式会社: 省力化で役割再編、再配置と賃上げ余力不足が摩擦
FB026	20	社会反応	生活防衛シフト	0.48	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛30.7、情報過敏21.8、制度要求13.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE020	20	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は少数継続、中途は統制/営業/監査を優先 / 関東広域ロジスティクス株式会社: 新卒は現場監督候補を維持、中途は運行・保全優先 / 桐野市産業雇用課: 地元採用支援は維持、補助は統合し重点業種へ	首都圏業務支援株式会社: 入口は狭まり不安増、AI監督系の早期戦力化は進む / 関東広域ロジスティクス株式会社: 採用枠は絞り気味だが技能型の成長経路は残る / 桐野市産業雇用課: 物価不安で地元志向↑、一方で将来不安と相談需要↑ 現役側には 首都圏業務支援株式会社: 再配置と再学習圧力増、単純事務は外注/自動化で縮小 / 関東広域ロジスティクス株式会社: 省人化と省エネで業務再編、再配置と学習負担が増える / 桐野市産業雇用課: 再配置・兼業化が進むが、説明不足だと反発が増える
WE030	20	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ20: 財政圧力が81.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は21.4。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
WE031	20	世界イベント	地政学SNS不安拡散の悪化	0.65	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ20: 財政圧力が81.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は21.4。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB027	21	社会反応	生活防衛シフト	0.63	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛39.1、情報過敏16.2、制度要求8.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE021	21	組織判断	企業・組織の採用育成判断	0.40	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持、中途は公共営業/統制/監査を増やす / 関東広域ロジスティクス株式会社: 新卒は現場監督候補を維持、中途は運行・保全優先 / 未来通信システム株式会社: 新卒は基盤/重要系を厳選、即戦力中途を厚く	首都圏業務支援株式会社: 新卒枠は細りやすく、AI運用適性で選別感が強まる / 関東広域ロジスティクス株式会社: 現場管理・保全に需要、単純作業は入口が狭まる / 未来通信システム株式会社: 採用枠は絞られ不安増、AI運用育成は加速 現役側には 首都圏業務支援株式会社: 現役は再配置と再学習が常態化、非正規は調整弁化が進む / 関東広域ロジスティクス株式会社: 再配置と技能更新が常態化、雇用は維持されやすい / 未来通信システム株式会社: 統制対応と再学習負荷増、配置転換で雇用は維持
WE032	21	緩和	エネルギー価格ショックの緩和	0.32	全体	不安↓ 生活予見性↑	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ21: 財政圧力が78.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は24.3。	一部の圧力は和らいでいるが、すぐ安心できるほどの回復かは判断が分かれる。
FB028	22	社会反応	生活防衛シフト	0.61	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛38.0、情報過敏21.2、制度要求12.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は重要系・セキュリティ寄りに絞り、中途で補強 / 北関東精密加工株式会社: 新卒枠は最小維持、保全/品質/調達の即戦力中途優先 / 首都圏業務支援株式会社: 新卒は最小維持、中途はセキュリティ/統制/公共営業を増やす	未来通信システム株式会社: 選抜厳格化とセキュリティ志向で不安と学習負荷が増す / 北関東精密加工株式会社: 採用は狭いが技能の見える化で成長経路は明確化する / 首都圏業務支援株式会社: 新卒枠は細り不安増、AI監督系スキル獲得者は評価上昇 現役側には 未来通信システム株式会社: 統制強化で業務増、再配置と資格学習の圧が高まる / 北関東精密加工株式会社: 配置転換と省人化で再学習圧が増すが雇用は守られやすい / 首都圏業務支援株式会社: 監査・統制負担が増え再学習圧、外注/非正規は稼働変動が拡大
WE033	22	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ22: 財政圧力が79.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は23.4。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB029	23	社会反応	制度要求の可視化	0.33	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	生活防衛47.1、制度要求28.4、情報過敏10.3	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB030	23	社会反応	生活防衛シフト	0.78	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛47.1、制度要求28.4、情報過敏10.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は現場監督候補を維持厳選、中途は運行・保全・DX増 / 未来通信システム株式会社: 新卒は重要系・セキュリティに絞り、中途即戦力を厚く / 首都圏業務支援株式会社: 新卒最小維持、中途は統制/CS/危機広報を増員	関東広域ロジスティクス株式会社: 不安期は安定志向が増、現場管理・保全志望は増えるが選別感も / 未来通信システム株式会社: AI枠偏重で選別不安が増え、学習機会格差が拡大 / 首都圏業務支援株式会社: 新卒枠は狭いが、AI監督・CS系の入口は残る 現役側には 関東広域ロジスティクス株式会社: 現場は負荷軽減期待も再配置不安、AI説明不足だと不信が残る / 未来通信システム株式会社: 監査・運用寄りへ再配置が進み、再学習圧力が上昇 / 首都圏業務支援株式会社: 対人業務にSNS耐性とAI統制が必須となり負荷増
WE034	23	世界イベント	半導体・計算資源制約の悪化	0.50	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ23: SNS不安増幅が81.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.7。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB031	24	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛37.5、制度要求22.7、情報過敏19.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は重要系・セキュリティ中心に厳選し中途厚め / 首都圏業務支援株式会社: 新卒は最小維持、中途は統制/危機対応/監査を増やす / 北関東精密加工株式会社: 新卒最小維持、保全/自動化立上げの中途を優先	未来通信システム株式会社: 重要系偏重で選別不安増、育成機会の見える化が鍵 / 首都圏業務支援株式会社: 新卒枠が細り不安増、AI監督職は早期抜擢が進む / 北関東精密加工株式会社: 採用枠は狭いが技能×AIの成長路線が明確化 現役側には 未来通信システム株式会社: 統制・監査対応で負荷増、再学習と役割再編が進む / 首都圏業務支援株式会社: 説明責任と炎上対応が常態化し、負荷と再学習が増す / 北関東精密加工株式会社: 自動化で役割再編、再訓練と不安対策の説明需要増
WE035	24	世界イベント	地政学SNS不安拡散の高止まり	0.68	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ24: 財政圧力が82.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は20.5。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE036	24	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: 財政圧力が82.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は20.5。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB032	25	社会反応	生活防衛シフト	0.61	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛37.8、情報過敏19.8、制度要求7.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査/危機広報/品質統制を増枠 / 関東広域ロジスティクス株式会社: 新卒は現場監督候補を維持厳選、中途は運用・保全を補強 / 未来通信システム株式会社: 重要系・セキュリティ軸で新卒厳選、中途は即戦力増	首都圏業務支援株式会社: 若手は不安対応・説明スキル需要増、単純業務入口は縮小 / 関東広域ロジスティクス株式会社: 厳選採用で不安増、透明説明と成長線提示で安心を補う / 未来通信システム株式会社: 選別不安が増す一方、透明な育成枠で安心を補強 現役側には 首都圏業務支援株式会社: 現役は監査/品質/対外説明へ転換圧、適応遅れに不安増 / 関東広域ロジスティクス株式会社: 省人化で再配置増、AI手順化で負荷は減るが監視責任増 / 未来通信システム株式会社: 再学習圧力と評価不安が増大、統制職務の機会は増える
FB033	26	社会反応	生活防衛シフト	0.51	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛32.4、情報過敏26.2、制度要求15.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB034	26	社会反応	情報過敏の拡大	0.27	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛32.4、情報過敏26.2、制度要求15.4	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE026	26	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 重要系・統制・セキュリティ軸で新卒厳選、中途は増 / 首都圏業務支援株式会社: 新卒は最小維持、中途は品質/監査/危機対応を優先採用 / 北関東精密加工株式会社: 新卒枠は維持しつつ絞り込み、中途は保全/品質/調達を優先	未来通信システム株式会社: 採用選別の不安増、透明性次第で志望離れも起きる / 首都圏業務支援株式会社: 安心領域の仕事は増えるが、即戦力偏重で不安も残る / 北関東精密加工株式会社: 安定志向は強まるが採用厳選で不安増、技能×AIで成長機会は残る 現役側には 未来通信システム株式会社: 統制業務増と再学習圧力上昇、外注化で不安定化 / 首都圏業務支援株式会社: 品質統制・説明対応の負荷増、再学習と役割転換が加速 / 北関東精密加工株式会社: 保全/品質へ再配置増、学習負担は上がるが雇用維持で安心は確保
FB035	27	社会反応	生活防衛シフト	0.74	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛45.0、情報過敏18.2、制度要求13.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE027	27	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 重要系・統制人材は新卒厳選、即戦力中途を増 / 関東広域ロジスティクス株式会社: 新卒は監督候補を絞り維持、中途は保全・省エネ・配車補強 / 首都圏業務支援株式会社: 新卒は最小維持、中途は監査/危機対応/設計を増員	未来通信システム株式会社: 採用選別不安が増す一方、透明性で応募離脱を抑制 / 関東広域ロジスティクス株式会社: 採用枠は狭いが、資格と見通し提示で不安は下がる / 首都圏業務支援株式会社: 採用枠は絞るが、AI監督・危機対応の成長機会は増える 現役側には 未来通信システム株式会社: 再学習圧力と稟議負荷が増、統制スキルが評価軸に / 関東広域ロジスティクス株式会社: 省人化で配置転換増、説明不足だと反発と離職が出る / 首都圏業務支援株式会社: 監査・説明責任が増え、再学習と負荷が上がるが雇用は残る
WE037	27	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ27: SNS不安増幅が86.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は18.2。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB036	28	社会反応	生活防衛シフト	0.45	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏29.5、生活防衛29.1、制度要求6.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB037	28	社会反応	情報過敏の拡大	0.33	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏29.5、生活防衛29.1、制度要求6.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE028	28	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 重要系は新卒厳選、統制・セキュ中途を厚く / 北関東精密加工株式会社: 新卒は維持し厳選、品質/保全の中途を重点補強 / 首都圏業務支援株式会社: 新卒は最小維持、危機対応とAI監査の中途を優先	未来通信システム株式会社: 選別不安が増すが透明性強化で離脱を抑制 / 北関東精密加工株式会社: 不安は増えるが手順明確化で定着率は下支え / 首都圏業務支援株式会社: 新卒枠は狭く不安増、育成は危機対応スキル偏重 現役側には 未来通信システム株式会社: 統制・省電力運用へ再学習圧力と負荷が増 / 北関東精密加工株式会社: 停止損KPIで現場負荷増、教育と保全役割が重くなる / 首都圏業務支援株式会社: 監査/説明責任の負荷増、配置転換で学び直し圧が上がる
WE038	28	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ28: SNS不安増幅が88.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は16.5。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB038	29	社会反応	生活防衛シフト	0.78	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛47.4、情報過敏17.3、制度要求7.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE029	29	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は監督/保全候補を厳選維持、中途は即戦力補強 / 北関東精密加工株式会社: 新卒は維持し厳選、品質/保全の中途を重点補強 / 未来通信システム株式会社: 重要系は新卒厳選、統制・セキュ中途を厚く	関東広域ロジスティクス株式会社: 選抜感とSNS不安が増すが、相談常設で定着は改善 / 北関東精密加工株式会社: 雇用は残るが厳選強化で不安増、面談で緩和を図る / 未来通信システム株式会社: 採用厳選で不安増、透明性ある育成が安心材料 現役側には 関東広域ロジスティクス株式会社: 現場は負荷と不安増、保全/運行の職能転換圧が上がる / 北関東精密加工株式会社: 配置転換と標準化で負担増、技能の見える化で納得形成 / 未来通信システム株式会社: 統制・省電力運用へ再学習圧力、役割再定義が進む
FB039	30	社会反応	生活防衛シフト	0.86	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛51.7、制度要求20.4、情報過敏10.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE030	30	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 重要系は新卒厳選継続、中途は統制・安保・省電力を増強 / 北関東精密加工株式会社: 新卒は維持し厳選、保全/品質/営業の中途を補強 / 首都圏業務支援株式会社: 新卒は最小維持、危機広報・監査の中途を増やす	未来通信システム株式会社: 選別不安が増す一方、統制・安保系の学びが就業安定に寄与 / 北関東精密加工株式会社: 不安増幅で選考・配属不信が増えるが相談窓口で緩和 / 首都圏業務支援株式会社: 即戦力偏重で不安、ただし危機対応スキルは伸びる 現役側には 未来通信システム株式会社: 慢性不安で離職リスク↑、統制運用と再学習で役割再定義が進む / 北関東精密加工株式会社: 再配置と標準化で負荷増、AI/ロボで残業抑制を狙う / 首都圏業務支援株式会社: 監査・説明責任の負荷増、再学習と配置転換が進む
WE039	30	世界イベント	地政学SNS不安拡散の高止まり	0.92	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ30: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.7。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE040	30	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ30: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.7。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB040	31	社会反応	生活防衛シフト	0.80	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛48.3、制度要求15.4、情報過敏14.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
