イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE016	16	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠維持し厳選。即戦力の保全/品質中途を優先 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は監査運用/顧客折衝を優先 / 未来通信システム株式会社: 新卒は厳選維持、官公需・危機対応の中途を重点増枠	北関東精密加工株式会社: 選別不安が増えるが、育成の見える化で定着は改善 / 首都圏業務支援株式会社: 新卒枠は残るが要件上がり、選別不安と早期離職が増える / 未来通信システム株式会社: 採用は狭まり不安増、監査運用スキルの価値は上昇 現役側には 北関東精密加工株式会社: 再配置と多能工化が進み負荷増。説明増で離職抑制 / 首都圏業務支援株式会社: 省人化と監査負担で再学習圧力増。雇用は維持も賃上げ停滞 / 未来通信システム株式会社: 賃上げ余力は限定、職務転換と監査対応の負荷が増える
WE022	16	制度制約	財政制約による支援遅れの悪化	1.00	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ16: 財政圧力が78.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は26.6。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB019	17	社会反応	生活防衛シフト	0.38	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏25.6、生活防衛25.3、制度要求8.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB020	17	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏25.6、生活防衛25.3、制度要求8.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE017	17	組織判断	企業・組織の採用育成判断	0.56	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。保全/品質の中途を優先、辞退対策強化 / 未来通信システム株式会社: 新卒は厳選維持、中途は危機対応・官公需を増枠 / 首都圏業務支援株式会社: 新卒は小枠維持。中途はリスク対応と顧客折衝を優先	北関東精密加工株式会社: 不安増で応募が割れる。安心材料提示企業に若手が集まりやすい / 未来通信システム株式会社: 安心材料の可視化が進むが選別強化で不安も残る / 首都圏業務支援株式会社: AI監査・説明役に機会増。対人対応の心理負荷も増える 現役側には 北関東精密加工株式会社: 不安から抵抗も増えるが、保全/段取の再技能化が進みやすい / 未来通信システム株式会社: 危機対応・監査運用の負荷増、再配置と学習が常態化 / 首都圏業務支援株式会社: 炎上対応と再学習負荷増。雇用は維持寄りで不安緩和
WE023	17	世界イベント	地政学SNS不安拡散の悪化	0.64	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ17: SNS不安増幅が80.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は24.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB021	18	社会反応	生活防衛シフト	0.45	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏29.6、生活防衛28.9、制度要求15.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB022	18	社会反応	情報過敏の拡大	0.33	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏29.6、生活防衛28.9、制度要求15.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE018	18	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠維持し厳選。中途は保全/品質/IT保安を優先、辞退対策強化 / 未来通信システム株式会社: 新卒厳選維持、中途は官公需・危機対応と省電力DCで増枠 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は危機対応・顧客折衝を厚く	北関東精密加工株式会社: 不安増で応募逡巡が増えるが、面談強化で定着率は改善しやすい / 未来通信システム株式会社: 危機対応スキル重視で汎用若手は不安、適応層は機会増 / 首都圏業務支援株式会社: 即戦力圧は増すが、育成枠が残り不安は一部緩和 現役側には 北関東精密加工株式会社: 現場は負荷増。AI/ロボ運用に役割転換が進み再訓練要求が高まる / 未来通信システム株式会社: 監査・広報・運用負荷増、再配置で職務境界が曖昧化 / 首都圏業務支援株式会社: 説明責任とAI監査負荷が増え、技能更新圧が高まる
WE024	18	世界イベント	地政学SNS不安拡散の高止まり	0.70	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ18: SNS不安増幅が82.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は23.6。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE025	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: SNS不安増幅が82.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は23.6。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB023	19	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛42.0、制度要求22.6、情報過敏18.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE019	19	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選継続、中途は官公需・省電力DC・監査運用で増枠 / 北関東精密加工株式会社: 新卒枠は維持し少数精鋭。中途は保全/品質/工程ITを優先 / 関東広域ロジスティクス株式会社: 新卒は監督/保全に限定維持、中途運行・DXを厚くする	未来通信システム株式会社: 採用は狭まり不安増、監査・運用系で入口は残る / 北関東精密加工株式会社: 採用は狭まるが、技能×AIで成長機会は明確化 / 関東広域ロジスティクス株式会社: 採用口は狭いが技能獲得は明確化、選別不安は残る 現役側には 未来通信システム株式会社: 配置転換と再学習圧、炎上対応・監査負担が増える / 北関東精密加工株式会社: 保全・工程改善の学習負荷増。職務安定は維持寄り / 関東広域ロジスティクス株式会社: 再配置とAI補助で負担変化、賃上げ停滞で不満増
WE026	19	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ19: 財政圧力が78.4。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は27.3。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB024	20	社会反応	生活防衛シフト	0.58	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛36.1、情報過敏20.4、制度要求15.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE020	20	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は危機対応・監査運用で増枠 / 北関東精密加工株式会社: 新卒枠は死守し少数精鋭。中途は保全/品質/工程IT優先 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は危機広報・監査を厚め	未来通信システム株式会社: 安心志向で官公・基盤志望が増え、選別不安も拡大 / 北関東精密加工株式会社: 安定志向が強まり製造敬遠も。メンター強化で定着は上向き / 首都圏業務支援株式会社: 新卒枠は細いが、危機対応スキルで市場価値が上がる 現役側には 未来通信システム株式会社: 炎上・監査対応と省計算設計へ再学習圧力が増す / 北関東精密加工株式会社: 多能工化とAI補助で負担分散。一方で再訓練ストレスが増える / 首都圏業務支援株式会社: 説明責任と再学習が増え、負荷は上がるが離職は抑制
FB025	21	社会反応	生活防衛シフト	0.50	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛31.6、情報過敏25.4、制度要求9.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB026	21	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛31.6、情報過敏25.4、制度要求9.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE021	21	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は信頼・省電力運用で増枠 / 北関東精密加工株式会社: 新卒枠は維持し少数精鋭。中途は保全/品質/工程IT軸 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は監査・危機対応を優先	未来通信システム株式会社: 採用厳選で不安増、監査運用型スキルが評価されやすい / 北関東精密加工株式会社: 不安は残るが伴走で定着改善。技能+AI補助の成長機会が増える / 首都圏業務支援株式会社: 新卒枠は狭いが危機対応スキルは早期に身につく 現役側には 未来通信システム株式会社: 配置転換と監査運用負荷増、再学習は省計算・説明責任寄り / 北関東精密加工株式会社: 現場は多能工化と保全負荷増。安心感は維持も学び直し圧力 / 首都圏業務支援株式会社: 監査・説明責任の負担増。職務転換と学習が必須化
FB027	22	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛43.0、情報過敏18.8、制度要求11.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒少数精鋭維持。中途は保全/品質/工程DXを優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は官公需・運用信頼で増枠 / さくら在宅ケア株式会社: 新卒枠は最小維持、復職・有資格者・紹介を優先継続	北関東精密加工株式会社: 少数採用で競争不安増。面談伴走が離職抑制に効く / 未来通信システム株式会社: 採用は狭まるが、監査・運用系の成長機会は増える / さくら在宅ケア株式会社: 不安増幅で応募回避が増え、紹介・復職経由が相対優位 現役側には 北関東精密加工株式会社: 多能工化と保全学習負担増。雇用維持で安心感は残る / 未来通信システム株式会社: 不安対応と監査負荷が増え、再配置と再学習が常態化 / さくら在宅ケア株式会社: 現場負荷は省力化で緩和するが賃金停滞で離職圧力が残る
FB028	23	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛37.2、情報過敏21.1、制度要求14.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選は維持、中途は官公需・運用信頼で増枠 / 北関東精密加工株式会社: 新卒は少数維持。中途は保全/品質/情報セキュリティ重視 / 首都圏業務支援株式会社: 新卒は絞り維持。中途はAI運用・監査・危機広報を優先	未来通信システム株式会社: 計算枠格差で学習機会が偏り、選別不安が増える / 北関東精密加工株式会社: 採用枠は狭いが育成は丁寧化。将来不安の相談機会は増える / 首都圏業務支援株式会社: 新卒枠が細り不安増。AI運用・説明力があれば少数精鋭で機会 現役側には 未来通信システム株式会社: 監査・運用と省計算設計へ再学習圧力が上がる / 北関東精密加工株式会社: 多能工化とAI運用負荷が増す。雇用は守られるが疲労懸念 / 首都圏業務支援株式会社: 現役は監査・説明・顧客折衝へ再配置。技能更新圧力と負荷増
WE027	23	世界イベント	半導体・計算資源制約の悪化	0.49	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)	ステップ23: SNS不安増幅が82.2。高リスク国: ウクライナ(限定戦争)。日本の緩衝政策余力は25.9。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB029	24	社会反応	生活防衛シフト	0.64	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛39.7、情報過敏18.2、制度要求11.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒少数維持。中途は保全/品質/情報管理を優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は危機対応・監査人材を増枠 / 首都圏業務支援株式会社: 新卒は最小限維持。中途はAI監査・危機対応を厚めに	北関東精密加工株式会社: 不安ケアで定着は上向くが採用枠は狭い / 未来通信システム株式会社: 危機対応スキル需要増、選別不安と萎縮が残る / 首都圏業務支援株式会社: 対人不安対応スキルが評価軸化。汎用事務志望は不安増 現役側には 北関東精密加工株式会社: 現場は自動化対応と不安対処で負荷が増える / 未来通信システム株式会社: 不安対応業務が増え疲労、監査運用と再学習が加速 / 首都圏業務支援株式会社: 監査・説明責任の負荷増。再学習とメンタル支援需要が増える
WE028	24	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮、ロシア	ステップ24: SNS不安増幅が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.4。	北朝鮮、ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE029	24	世界イベント	地政学SNS不安拡散の高止まり	0.73	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ24: SNS不安増幅が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.4。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE030	24	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: SNS不安増幅が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.4。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB030	25	社会反応	生活防衛シフト	0.83	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛49.8、情報過敏14.2、制度要求9.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒は少数継続。中途は保全/品質/生産技術を厚めに採る / 首都圏業務支援株式会社: 新卒は最小枠維持。SNS炎上対応と監査の中途を優先 / 東北ライフライン保守株式会社: 新卒枠は維持。中途・協力会社で即戦力補完、応募不安に広報強化	北関東精密加工株式会社: 不安ケアで定着は上がるが採用枠少で競争感が増す / 首都圏業務支援株式会社: 採用枠縮小で不安増、ただし対話技能で早期に伸びやすい / 東北ライフライン保守株式会社: 安心材料提示で応募心理は改善するが、責任重さで選別感は残る 現役側には 北関東精密加工株式会社: 保全・段取技能が価値化。AI/ロボ対応の再訓練負担が増える / 首都圏業務支援株式会社: 炎上一次対応の負荷増。監査・縮退運用で役割転換圧力 / 東北ライフライン保守株式会社: 不安拡散で現場負荷↑。対話・説明役が増え、教育負担も上がる
WE031	25	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ25: SNS不安増幅が86.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.0。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB031	26	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛37.1、情報過敏19.7、制度要求9.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE026	26	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒少数継続。中途は生産技術/保全/品質とAI実装役を厚め / 未来通信システム株式会社: 新卒は厳選継続、中途は監査・危機対応と省電力を増枠 / さくら在宅ケア株式会社: 新卒は最小維持。復職・有資格者に集中し内定辞退対策を強化	北関東精密加工株式会社: 不安ケアで定着は上がるが、採用枠は狭く競争感が増す / 未来通信システム株式会社: 入口は狭いが実務AI訓練は厚く、配属競争が強まる / さくら在宅ケア株式会社: 不安増幅で応募が揺れるが、伴走と安全策で定着が改善し得る 現役側には 北関東精密加工株式会社: 保全/品質の再学習が増え、心理不安対策の負荷が現場に乗る / 未来通信システム株式会社: 監査・危機対応の負荷増、再学習と配置転換が加速する / さくら在宅ケア株式会社: 人手不足で負荷増。ロボと勤務柔軟化が効けば離職圧が緩む
FB032	27	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛28.0、情報過敏26.6、ケア10.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB033	27	社会反応	情報過敏の拡大	0.28	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛28.0、情報過敏26.6、ケア10.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE027	27	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は信頼運用・監査・省電力を増枠 / 北関東精密加工株式会社: 新卒は少数継続。中途は保全/品質/生技と不安対応役を優先 / 首都圏業務支援株式会社: 新卒最小枠維持。危機対応・監査の中途比率増	未来通信システム株式会社: 採用は狭まり不安増、ただし信頼運用系の学習需要は増える / 北関東精密加工株式会社: SNS不安で離職・配属不満が増えやすく、対話施策が効く / 首都圏業務支援株式会社: 新卒枠は狭いが危機対応スキル習得の機会は増える 現役側には 未来通信システム株式会社: 監査・危機対応・省電力へ再配置圧力、外注縮小で負荷増 / 北関東精密加工株式会社: 説明責任増で負担上昇。保全/品質で技能更新機会は増える / 首都圏業務支援株式会社: 監査・説明責任負荷増。縮退運用で現場の再設計負担が上がる
FB034	28	社会反応	生活防衛シフト	0.90	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛53.7、制度要求22.1、情報過敏10.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE028	28	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒は少数継続。中途は生技/保全/品質と不安対応役を優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は危機広報・監査・省電力を増枠 / 首都圏業務支援株式会社: 新卒最小枠継続。危機対応・監査の中途を増やす	北関東精密加工株式会社: SNS不安で定着不安増。相談導線で離職抑制、配属納得感を上げる / 未来通信システム株式会社: 採用厳選で不安増、危機対応スキルの価値が上がる / 首都圏業務支援株式会社: 新卒枠は狭いが、危機対応スキル型の道が残る 現役側には 北関東精密加工株式会社: 現場不安と反発が増える。説明責任と役割再設計で摩擦を抑える / 未来通信システム株式会社: 誤情報対応と監査実務の負荷増、再配置で摩擦が出る / 首都圏業務支援株式会社: 監査・運用の負荷増。縮退手順で燃え尽き抑制
FB035	29	社会反応	生活防衛シフト	0.55	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛34.3、情報過敏28.4、制度要求11.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB036	29	社会反応	情報過敏の拡大	0.31	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛34.3、情報過敏28.4、制度要求11.7	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE029	29	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は省電力DC・監査・危機対応を増枠 / 北関東精密加工株式会社: 新卒は少数継続。中途は省エネ・生技・保全・品質を優先 / 東北ライフライン保守株式会社: 新卒枠維持。応募不足は中途・協力会社、地域広報を強化	未来通信システム株式会社: 採用は絞り気味で不安増、AI運用・対人系の学習価値は上昇 / 北関東精密加工株式会社: 生活コスト不安が増え定着支援ニーズ上昇。技能可視化は追い風 / 東北ライフライン保守株式会社: 地域志向の安定需要は増えるが、危険作業不安で応募は伸びにくい 現役側には 未来通信システム株式会社: 省電力・監査・危機対応へ再配置圧、外注減で負荷は内側に集約 / 北関東精密加工株式会社: 原価・省エネ対応の負担増。配置転換と現場摩擦の調整が増える / 東北ライフライン保守株式会社: 現場の説明負荷増。省力化で残業圧は下がるが技能再編圧が上がる
WE032	29	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ29: SNS不安増幅が89.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.9。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB037	30	社会反応	生活防衛シフト	0.82	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛49.3、情報過敏15.3、制度要求12.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE030	30	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は危機対応・監査・省電力DCを増枠 / 北関東精密加工株式会社: 新卒は少数継続。中途は保全・品質・生技を厚めに / さくら在宅ケア株式会社: 新卒は最小維持。復職・有資格者と紹介採用を優先	未来通信システム株式会社: 採用は狭まり不安増、安心対応や監査スキルが評価軸に / 北関東精密加工株式会社: 採用枠は狭いが育成は手厚め。不安対話で定着は上がる / さくら在宅ケア株式会社: 不安疲労で離職リスク↑。支援と学習があれば定着余地 現役側には 未来通信システム株式会社: 説明責任と危機対応が常態化、精神負荷と再学習圧が増す / 北関東精密加工株式会社: 現場に再配置・多能工化圧力。心理負荷は増えるが離職抑制 / さくら在宅ケア株式会社: 家族対応増で負荷↑。AI下書きで事務負担は一部緩和
WE033	30	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ30: SNS不安増幅が91.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE034	30	世界イベント	地政学SNS不安拡散の高止まり	0.95	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が91.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE035	30	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ30: SNS不安増幅が91.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB038	31	社会反応	生活防衛シフト	0.75	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛45.5、情報過敏18.5、制度要求10.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE031	31	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は危機対応・省電力DCを増枠 / 北関東精密加工株式会社: 新卒は少数継続。中途は保全/品質/調達を優先 / さくら在宅ケア株式会社: 新卒は最小維持。復職・有資格者と紹介採用を優先	未来通信システム株式会社: 採用厳選で不安増、安心対応・監査AI人材は需要増 / 北関東精密加工株式会社: 採用は狭いが不安説明で定着は改善。AI必修で底上げ / さくら在宅ケア株式会社: 現場負荷は減るが不安増で離職リスク。支援次第で定着 現役側には 未来通信システム株式会社: 配置転換と再学習が加速、外注縮小で社内競争が強まる / 北関東精密加工株式会社: 現場は変化抵抗増。説明責任と再配置で心理負荷は上昇 / さくら在宅ケア株式会社: 説明対応が増え疲労。AI下書きで時間確保し負担平準化
FB039	32	社会反応	生活防衛シフト	0.28	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏35.5、制度要求20.6、生活防衛19.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB040	32	社会反応	情報過敏の拡大	0.44	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏35.5、制度要求20.6、生活防衛19.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE032	32	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は省電力DC・官公需を増枠 / 北関東精密加工株式会社: 新卒は最小継続。中途は保全/品質/AI推進役を優先 / 首都圏業務支援株式会社: 新卒は最小維持。危機広報・監査の中途を厳選増	未来通信システム株式会社: 採用は安定も選別強化で不安、研修負荷は上がる / 北関東精密加工株式会社: 採用枠減で不安増。AI基礎必修で成長期待も生まれる / 首都圏業務支援株式会社: 採用枠は狭いが、危機対応スキル獲得で市場価値は上昇 現役側には 未来通信システム株式会社: 監査・危機対応の業務増、再学習と配置転換が常態化 / 北関東精密加工株式会社: 再配置・技能転換が加速。SNS不安で現場の抵抗も増える / 首都圏業務支援株式会社: 炎上対応と監査負荷が増え、再配置・心理負担が高まる
FB041	33	社会反応	生活防衛シフト	0.46	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛29.5、情報過敏28.8、制度要求11.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB042	33	社会反応	情報過敏の拡大	0.32	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛29.5、情報過敏28.8、制度要求11.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
